COG,commune,population,subvention_commune,subvention_EPCI_distributed,total_subventions,total_subventions_parHab
2163,Charly-sur-Marne,2584,0,1407,1407,0.5
2164,Le Charmel,324,0,7489,7489,23.1
2165,Charmes,1596,0,28676,28676,18.0
2166,Chartèves,358,0,8275,8275,23.1
2167,Chassemy,898,0,1771,1771,2.0
2168,Château-Thierry,15068,541041,348286,889327,59.0
2169,Châtillon-lès-Sons,83,0,418,418,5.0
2170,Châtillon-sur-Oise,125,0,0,0,0.0
2171,Chaudardes,91,0,245,245,2.7
2172,Chaudun,244,0,815,815,3.3
2173,Chauny,11456,0,205835,205835,18.0
2174,Chavignon,852,0,1680,1680,2.0
2175,Chavigny,159,0,1330,1330,8.4
2176,Chavonne,210,0,414,414,2.0
2177,Chérêt,146,0,5576,5576,38.2
2178,Chermizy-Ailles,121,0,870,870,7.2
2179,Chéry-Chartreuve,379,0,747,747,2.0
2180,Chéry-lès-Pouilly,737,0,3713,3713,5.0
2181,Chéry-lès-Rozoy,97,0,1069,1069,11.0
2182,Chevennes,128,0,2283,2283,17.8
2183,Chevregny,191,0,1373,1373,7.2
2184,Chevresis-Monceau,335,0,0,0,0.0
2185,Chézy-en-Orxois,377,0,8714,8714,23.1
2186,Chézy-sur-Marne,1308,0,712,712,0.5
2187,Chierry,1169,0,27021,27021,23.1
2188,Chigny,141,0,777,777,5.5
2189,Chivres-en-Laonnois,354,0,953,953,2.7
2190,Chivres-Val,532,0,1049,1049,2.0
2191,Chivy-lès-Étouvelles,488,0,18637,18637,38.2
2192,Chouy,371,0,357,357,1.0
2193,Cierges,64,0,1479,1479,23.1
2194,Cilly,175,0,882,882,5.0
2195,Ciry-Salsogne,892,0,1759,1759,2.0
2196,Clacy-et-Thierret,294,0,11228,11228,38.2
2197,Clairfontaine,522,0,9308,9308,17.8
2198,Clamecy,238,0,469,469,2.0
2199,Clastres,590,0,84324,84324,142.9
2200,Clermont-les-Fermes,99,0,1091,1091,11.0
2201,Cœuvres-et-Valsery,466,0,448,448,1.0
2203,Coincy,1281,0,29609,29609,23.1
2204,Coingt,63,0,1237,1237,19.6
2205,Colligis-Crandelain,212,0,8096,8096,38.2
2206,Colonfay,72,0,1284,1284,17.8
2207,Commenchon,219,0,3935,3935,18.0
2208,Concevreux,260,0,700,700,2.7
2209,Condé-en-Brie,658,0,15209,15209,23.1
2210,Condé-sur-Aisne,358,0,706,706,2.0
2211,Condé-sur-Suippe,343,0,923,923,2.7
2212,Condren,682,0,12254,12254,18.0
2213,Connigis,318,0,7350,7350,23.1
2214,Contescourt,61,0,8718,8718,142.9
2215,Corbeny,849,0,6103,6103,7.2
2216,Corcy,318,0,306,306,1.0
2217,Coucy-le-Château-Auffrique,989,0,979,979,1.0
2218,Coucy-lès-Eppes,647,0,1741,1741,2.7
2219,Coucy-la-Ville,195,0,193,193,1.0
2220,Coulonges-Cohan,443,0,10240,10240,23.1
2221,Coupru,159,0,87,87,0.5
2222,Courbes,39,0,701,701,18.0
2223,Courboin,301,0,6957,6957,23.1
2224,Courcelles-sur-Vesle,348,0,686,686,2.0
2225,Courchamps,82,0,1895,1895,23.1
2226,Courmelles,1831,0,15318,15318,8.4
2227,Courmont,123,0,2843,2843,23.1
2228,Courtemont-Varennes,353,0,8159,8159,23.1
2229,Courtrizy-et-Fussigny,76,0,205,205,2.7
2230,Couvrelles,177,0,349,349,2.0
2231,Couvron-et-Aumencourt,931,0,4690,4690,5.0
2232,Coyolles,366,0,352,352,1.0
2233,Cramaille,133,0,444,444,3.3
2234,Craonne,85,0,611,611,7.2
2235,Craonnelle,118,0,848,848,7.2
2236,Crécy-au-Mont,323,0,320,320,1.0
2237,Crécy-sur-Serre,1487,0,7491,7491,5.0
2238,Crépy,1807,1080,69009,70089,38.8
2239,Crézancy,1193,0,27575,27575,23.1
2240,Croix-Fonsomme,187,0,1694,1694,9.1
2241,La Croix-sur-Ourcq,89,0,2057,2057,23.1
2242,Crouttes-sur-Marne,607,0,330,330,0.5
2243,Crouy,3041,0,25441,25441,8.4
2244,Crupilly,64,0,353,353,5.5
2245,Cuffies,1760,0,14724,14724,8.4
2246,Cugny,605,0,86468,86468,142.9
2248,Cuirieux,154,0,776,776,5.0
2249,Cuiry-Housse,102,0,341,341,3.3
2250,Cuiry-lès-Chaudardes,80,0,575,575,7.2
2251,Cuiry-lès-Iviers,26,0,286,286,11.0
2252,Cuissy-et-Geny,71,0,510,510,7.2
2253,Cuisy-en-Almont,358,0,2995,2995,8.4
2254,Cutry,126,0,121,121,1.0
2255,Cys-la-Commune,159,0,314,314,2.0
2256,Dagny-Lambercy,125,0,1377,1377,11.0
2257,Dallon,431,0,61600,61600,142.9
2258,Dammard,375,0,361,361,1.0
2259,Dampleux,378,0,364,364,1.0
2260,Danizy,624,0,11212,11212,18.0
2261,Dercy,394,0,1985,1985,5.0
2262,Deuillet,202,0,3629,3629,18.0
2263,Dhuizel,113,0,223,223,2.0
2264,Dizy-le-Gros,722,0,7955,7955,11.0
2265,Dohis,82,0,903,903,11.0
2266,Dolignon,35,0,386,386,11.0
2267,Dommiers,306,0,294,294,1.0
2268,Domptin,638,0,347,347,0.5
2269,Dorengt,150,0,2675,2675,17.8
2270,Douchy,159,0,1441,1441,9.1
2271,Dravegny,132,0,3051,3051,23.1
2272,Droizy,75,0,251,251,3.3
2273,Dury,194,0,27727,27727,142.9
2274,Ébouleau,173,0,466,466,2.7
2275,Effry,313,0,6144,6144,19.6
2276,Englancourt,120,0,2140,2140,17.8
2277,Épagny,339,0,326,326,1.0
2278,Éparcy,34,0,667,667,19.6
2279,Épaux-Bézu,540,7325,12482,19807,36.7
2280,Épieds,411,0,9500,9500,23.1
2281,L'Épine-aux-Bois,245,0,133,133,0.5
2282,Eppes,438,0,16727,16727,38.2
2283,Erlon,284,0,1431,1431,5.0
2284,Erloy,100,0,1783,1783,17.8
2286,Esquéhéries,849,0,15140,15140,17.8
2287,Essigny-le-Grand,1063,0,0,0,0.0
2288,Essigny-le-Petit,351,0,50166,50166,142.9
2289,Essises,412,0,224,224,0.5
2290,Essômes-sur-Marne,2698,13400,62362,75762,28.1
2291,Estrées,408,0,3697,3697,9.1
2292,Étampes-sur-Marne,1331,0,30765,30765,23.1
2293,Étaves-et-Bocquiaux,546,0,4947,4947,9.1
2294,Étouvelles,207,0,7905,7905,38.2
2295,Étréaupont,845,0,15068,15068,17.8
2296,Étreillers,1176,0,10655,10655,9.1
2297,Étrépilly,125,0,2889,2889,23.1
2298,Étreux,1455,0,8021,8021,5.5
2299,Évergnicourt,526,0,1415,1415,2.7
2302,Faverolles,351,0,338,338,1.0
2303,Fayet,711,0,101618,101618,142.9
2304,La Fère,2860,0,51387,51387,18.0
2305,Fère-en-Tardenois,2881,0,66592,66592,23.1
2306,La Ferté-Chevresis,521,0,0,0,0.0
2307,La Ferté-Milon,2040,0,1963,1963,1.0
2308,Fesmy-le-Sart,516,0,9201,9201,17.8
2309,Festieux,707,0,27000,27000,38.2
2310,Fieulaine,249,0,35588,35588,142.9
2311,Filain,121,0,0,0,0.0
2312,La Flamengrie,1098,0,19580,19580,17.8
2313,Flavigny-le-Grand-et-Beaurain,438,0,2414,2414,5.5
2315,Flavy-le-Martel,1698,0,242682,242682,142.9
2316,Fleury,126,0,121,121,1.0
2317,Fluquières,198,0,1794,1794,9.1
2318,Folembray,1362,0,1348,1348,1.0
2319,Fonsomme,517,0,73891,73891,142.9
2320,Fontaine-lès-Clercs,230,0,32872,32872,142.9
2321,Fontaine-lès-Vervins,866,0,15443,15443,17.8
2322,Fontaine-Notre-Dame,379,0,54168,54168,142.9
2323,Fontaine-Uterte,135,0,1223,1223,9.1
2324,Fontenelle,289,0,5154,5154,17.8
2326,Fontenoy,470,0,452,452,1.0
2327,Foreste,164,0,1486,1486,9.1
2328,Fossoy,524,0,12112,12112,23.1
2329,Fourdrain,414,0,7439,7439,18.0
2330,Francilly-Selency,512,0,4639,4639,9.1
2331,Franqueville,107,0,1908,1908,17.8
2332,Fresnes-en-Tardenois,278,390,6426,6816,24.5
2333,Fresnes-sous-Coucy,160,0,158,158,1.0
2334,Fresnoy-le-Grand,2915,0,26410,26410,9.1
2335,Fressancourt,171,0,3072,3072,18.0
2336,Frières-Faillouël,976,0,17536,17536,18.0
2337,Froidestrées,194,0,3459,3459,17.8
2338,Froidmont-Cohartille,246,0,1239,1239,5.0
2339,Gandelu,691,0,15972,15972,23.1
2340,Gauchy,5197,164197,742767,906964,174.5
2341,Gercy,258,0,4601,4601,17.8
2342,Gergny,131,0,2336,2336,17.8
2343,Germaine,84,0,761,761,9.1
2345,Gibercourt,37,0,0,0,0.0
2346,Gizy,634,0,1706,1706,2.7
2347,Gland,429,0,9916,9916,23.1
2349,Goudelancourt-lès-Berrieux,62,0,446,446,7.2
2350,Goudelancourt-lès-Pierrepont,141,0,379,379,2.7
2351,Goussancourt,117,0,2704,2704,23.1
2352,Gouy,570,0,5164,5164,9.1
2353,Grandlup-et-Fay,271,0,1365,1365,5.0
2354,Grandrieux,80,0,881,881,11.0
2355,Gricourt,1000,0,9060,9060,9.1
2356,Grisolles,230,0,5316,5316,23.1
2357,Gronard,61,0,1088,1088,17.8
2358,Grougis,310,0,1709,1709,5.5
2359,Grugies,1248,0,178367,178367,142.9
2360,Villeneuve-sur-Aisne,2788,65160,7502,72662,26.1
2361,Guise,4510,139439,24861,164300,36.4
2362,Guivry,239,0,4294,4294,18.0
2363,Guny,363,0,359,359,1.0
2364,Guyencourt,246,0,662,662,2.7
2366,Hannapes,327,0,1803,1803,5.5
2367,Happencourt,176,0,25154,25154,142.9
2368,Haramont,558,0,537,537,1.0
2369,Harcigny,243,0,4333,4333,17.8
2370,Hargicourt,551,0,4992,4992,9.1
2371,Harly,1563,0,223388,223388,142.9
2372,Hartennes-et-Taux,341,0,1139,1139,3.3
2373,Hary,196,0,3495,3495,17.8
2374,Lehaucourt,832,0,7538,7538,9.1
2375,Hautevesnes,162,0,3745,3745,23.1
2376,Hauteville,184,0,1014,1014,5.5
2377,Haution,130,0,2318,2318,17.8
2378,La Hérie,121,0,2375,2375,19.6
2379,Le Hérie-la-Viéville,194,0,3459,3459,17.8
2380,Hinacourt,28,0,0,0,0.0
2381,Hirson,8565,622023,168129,790152,92.3
2382,Holnon,1350,0,12231,12231,9.1
2383,Homblières,1425,0,203664,203664,142.9
2384,Houry,58,0,1034,1034,17.8
2385,Housset,169,0,3014,3014,17.8
2386,Iron,219,0,1207,1207,5.5
2387,Itancourt,999,0,0,0,0.0
2388,Iviers,219,0,4299,4299,19.6
2389,Jaulgonne,669,0,15463,15463,23.1
2390,Jeancourt,253,0,2292,2292,9.1
2391,Jeantes,224,0,4397,4397,19.6
2392,Joncourt,326,0,2954,2954,9.1
2393,Jouaignes,139,0,274,274,2.0
2395,Jumencourt,126,0,125,125,1.0
2396,Jumigny,62,0,446,446,7.2
2397,Jussy,1186,0,169506,169506,142.9
2398,Juvigny,286,0,2393,2393,8.4
2399,Juvincourt-et-Damary,608,0,1636,1636,2.7
2400,Laffaux,154,0,304,304,2.0
2401,Laigny,184,0,3281,3281,17.8
2402,Lanchy,38,0,344,344,9.1
2403,Landifay-et-Bertaignemont,248,0,4422,4422,17.8
2404,Landouzy-la-Cour,168,0,2996,2996,17.8
2405,Landouzy-la-Ville,514,0,10090,10090,19.6
2406,Landricourt,129,0,128,128,1.0
2407,Laniscourt,213,0,8134,8134,38.2
2408,Laon,24066,1648965,919073,2568038,106.7
2409,Lappion,281,0,756,756,2.7
2410,Largny-sur-Automne,240,0,231,231,1.0
2411,Latilly,199,0,4600,4600,23.1
2412,Launoy,98,0,327,327,3.3
2413,Laval-en-Laonnois,248,0,9471,9471,38.2
2414,Lavaqueresse,202,0,1114,1114,5.5
2415,Laversine,156,0,150,150,1.0
2416,Lemé,412,0,7347,7347,17.8
2417,Lempire,129,0,1169,1169,9.1
2418,Lerzy,224,0,3994,3994,17.8
2419,Leschelle,269,0,4797,4797,17.8
2420,Lesdins,808,0,115481,115481,142.9
2421,Lesges,84,0,166,166,2.0
2422,Lesquielles-Saint-Germain,776,0,4278,4278,5.5
2423,Leuilly-sous-Coucy,445,0,441,441,1.0
2424,Leury,102,0,853,853,8.4
2425,Leuze,187,0,3671,3671,19.6
2426,Levergies,541,0,4902,4902,9.1
2427,Lhuys,139,0,274,274,2.0
2428,Licy-Clignon,70,0,1618,1618,23.1
2429,Lierval,120,0,4583,4583,38.2
2430,Liesse-Notre-Dame,1265,0,3404,3404,2.7
2431,Liez,383,0,6882,6882,18.0
2432,Limé,191,0,377,377,2.0
2433,Lislet,218,0,2402,2402,11.0
2435,Logny-lès-Aubenton,83,0,1629,1629,19.6
2438,Longpont,237,0,228,228,1.0
2439,Les Septvallons,1234,0,2434,2434,2.0
2440,Lor,139,0,374,374,2.7
2441,Louâtre,189,0,182,182,1.0
2442,Loupeigne,87,0,2011,2011,23.1
2443,Lucy-le-Bocage,212,0,115,115,0.5
2444,Lugny,118,0,2104,2104,17.8
2445,Luzoir,267,0,4761,4761,17.8
2446,Ly-Fontaine,118,0,0,0,0.0
2447,Maast-et-Violaine,133,0,444,444,3.3
2448,Mâchecourt,109,0,293,293,2.7
2449,Macogny,61,0,59,59,1.0
2450,Macquigny,356,0,1962,1962,5.5
2451,Magny-la-Fosse,122,0,1105,1105,9.1
2452,Maissemy,233,0,2111,2111,9.1
2453,Maizy,398,0,1071,1071,2.7
2454,La Malmaison,403,0,1084,1084,2.7
2455,Malzy,181,0,998,998,5.5
2456,Manicamp,306,0,5498,5498,18.0
2457,Marchais,391,0,1052,1052,2.7
2458,Dhuys et Morin-en-Brie,825,0,19069,19069,23.1
2459,Marcy,152,0,21724,21724,142.9
2460,Marcy-sous-Marle,204,0,1028,1028,5.0
2461,Marest-Dampcourt,342,0,6145,6145,18.0
2462,Mareuil-en-Dôle,223,0,5154,5154,23.1
2463,Marfontaine,82,0,1462,1462,17.8
2464,Margival,369,0,728,728,2.0
2465,Marigny-en-Orxois,527,0,287,287,0.5
2466,Marizy-Sainte-Geneviève,127,0,122,122,1.0
2467,Marizy-Saint-Mard,49,0,47,47,1.0
2468,Marle,2224,0,11204,11204,5.0
2469,Marly-Gomont,484,0,2668,2668,5.5
2470,Martigny,421,0,8264,8264,19.6
2471,Martigny-Courpierre,135,0,5156,5156,38.2
2472,Mauregny-en-Haye,403,0,1084,1084,2.7
2473,Mayot,213,0,3827,3827,18.0
2474,Mennessis,407,0,7313,7313,18.0
2476,Mennevret,654,0,3605,3605,5.5
2477,Mercin-et-Vaux,945,0,7906,7906,8.4
2478,Merlieux-et-Fouquerolles,255,0,252,252,1.0
2480,Mesbrecourt-Richecourt,318,0,1602,1602,5.0
2481,Mesnil-Saint-Laurent,450,0,64315,64315,142.9
2482,Meurival,58,0,156,156,2.7
2483,Mézières-sur-Oise,508,0,0,0,0.0
2484,Mézy-Moulins,551,0,12736,12736,23.1
2485,Missy-aux-Bois,98,0,820,820,8.4
2486,Missy-lès-Pierrepont,106,0,285,285,2.7
2487,Missy-sur-Aisne,628,0,1239,1239,2.0
2488,Molain,160,0,882,882,5.5
2489,Molinchart,355,0,13557,13557,38.2
2490,Monampteuil,123,0,243,243,2.0
2491,Monceau-le-Neuf-et-Faucouzy,321,0,5724,5724,17.8
2492,Monceau-lès-Leups,434,0,7798,7798,18.0
2493,Monceau-le-Waast,216,0,1088,1088,5.0
2494,Monceau-sur-Oise,130,0,717,717,5.5
2495,Mondrepuis,1033,0,20278,20278,19.6
2496,Monnes,94,0,90,90,1.0
2497,Mons-en-Laonnois,1148,0,43842,43842,38.2
2498,Montaigu,766,0,2061,2061,2.7
2499,Montbavin,40,0,40,40,1.0
2500,Montbrehain,813,0,7366,7366,9.1
2501,Montchâlons,74,0,2826,2826,38.2
2502,Montcornet,1224,0,13486,13486,11.0
2503,Mont-d'Origny,832,0,0,0,0.0
2504,Montescourt-Lizerolles,1619,0,231391,231391,142.9
2505,Montfaucon,208,0,113,113,0.5
2506,Montgobert,202,0,194,194,1.0
2507,Montgru-Saint-Hilaire,30,0,100,100,3.3
2508,Monthenault,145,0,5538,5538,38.2
2509,Monthiers,155,0,3583,3583,23.1
2510,Monthurel,137,0,3167,3167,23.1
2511,Montigny-en-Arrouaise,317,0,2872,2872,9.1
2512,Montigny-l'Allier,271,0,6264,6264,23.1
2513,Montigny-le-Franc,138,0,695,695,5.0
2514,Montigny-Lengrain,684,0,658,658,1.0
2515,Montigny-lès-Condé,50,0,1156,1156,23.1
2516,Montigny-sous-Marle,70,0,353,353,5.0
2517,Montigny-sur-Crécy,299,0,1506,1506,5.0
2518,Montlevon,289,0,6680,6680,23.1
2519,Montloué,193,0,2126,2126,11.0
2520,Mont-Notre-Dame,742,0,1463,1463,2.0
2521,Montreuil-aux-Lions,1328,0,723,723,0.5
2522,Mont-Saint-Jean,81,0,1590,1590,19.6
2523,Mont-Saint-Martin,70,0,138,138,2.0
2524,Mont-Saint-Père,689,0,15926,15926,23.1
2525,Morcourt,545,0,77893,77893,142.9
2526,Morgny-en-Thiérache,107,0,1179,1179,11.0
2527,Morsain,467,0,449,449,1.0
2528,Mortefontaine,215,0,207,207,1.0
2529,Mortiers,184,0,927,927,5.0
2530,Moulins,77,0,554,554,7.2
2531,Moussy-Verneuil,139,0,999,999,7.2
2532,Moÿ-de-l'Aisne,986,0,0,0,0.0
2533,Muret-et-Crouttes,111,0,371,371,3.3
2534,Muscourt,45,0,121,121,2.7
2535,Nampcelles-la-Cour,114,0,2033,2033,17.8
2536,Nampteuil-sous-Muret,93,0,311,311,3.3
2537,Nanteuil-la-Fosse,196,0,387,387,2.0
2538,Nanteuil-Notre-Dame,83,0,1918,1918,23.1
2539,Nauroy,672,0,6088,6088,9.1
2540,Nesles-la-Montagne,1196,0,27645,27645,23.1
2541,Neufchâtel-sur-Aisne,423,0,1138,1138,2.7
2542,Neuflieux,78,0,1401,1401,18.0
2543,Neuilly-Saint-Front,1980,0,45766,45766,23.1
2544,Neuve-Maison,607,0,11915,11915,19.6
2545,La Neuville-Bosmont,187,0,942,942,5.0
2546,La Neuville-en-Beine,191,0,3432,3432,18.0
2547,La Neuville-Housset,63,0,1123,1123,17.8
2548,La Neuville-lès-Dorengt,391,0,6972,6972,17.8
2549,Neuville-Saint-Amand,857,0,122484,122484,142.9
2550,Neuville-sur-Ailette,119,0,855,855,7.2
2551,Neuville-sur-Margival,114,1850,225,2075,18.2
2552,Neuvillette,180,0,0,0,0.0
2553,Nizy-le-Comte,232,0,624,624,2.7
2554,Nogentel,1106,0,25564,25564,23.1
2555,Nogent-l'Artaud,2089,0,1137,1137,0.5
2556,Noircourt,69,0,760,760,11.0
2557,Noroy-sur-Ourcq,126,0,121,121,1.0
2558,Le Nouvion-en-Thiérache,2479,0,44206,44206,17.8
2559,Nouvion-et-Catillon,523,0,2635,2635,5.0
2560,Nouvion-le-Comte,241,0,1214,1214,5.0
2561,Nouvion-le-Vineux,143,0,5461,5461,38.2
2562,Nouvron-Vingré,197,0,190,190,1.0
2563,Noyales,142,0,783,783,5.5
2564,Bernoy-le-Château,840,0,7027,7027,8.4
2565,Œuilly,295,0,2121,2121,7.2
2566,Ognes,1113,0,19998,19998,18.0
2567,Ohis,270,0,5300,5300,19.6
2568,Oigny-en-Valois,175,0,168,168,1.0
2569,Oisy,459,0,2530,2530,5.5
2570,Ollezy,169,0,24154,24154,142.9
2571,Omissy,679,0,97044,97044,142.9
2572,Orainville,496,0,1335,1335,2.7
2573,Orgeval,55,0,2100,2100,38.2
2574,Origny-en-Thiérache,1354,0,26579,26579,19.6
2575,Origny-Sainte-Benoite,1612,0,0,0,0.0
2576,Osly-Courtil,325,0,2719,2719,8.4
2577,Ostel,91,0,179,179,2.0
2578,Oulches-la-Vallée-Foulon,82,0,589,589,7.2
2579,Oulchy-la-Ville,127,0,424,424,3.3
2580,Oulchy-le-Château,811,0,2709,2709,3.3
2581,Paars,314,0,619,619,2.0
2582,Paissy,79,0,568,568,7.2
2583,Pancy-Courtecon,56,0,403,403,7.2
2584,Papleux,115,0,2051,2051,17.8
2585,Parcy-et-Tigny,247,0,825,825,3.3
2586,Parfondeval,141,0,1554,1554,11.0
2587,Parfondru,351,0,13405,13405,38.2
2588,Pargnan,66,0,474,474,7.2
2589,Pargny-Filain,250,0,493,493,2.0
2590,Pargny-la-Dhuys,172,0,3976,3976,23.1
2591,Pargny-les-Bois,140,0,705,705,5.0
2592,Parpeville,192,0,0,0,0.0
2593,Pasly,1061,0,8876,8876,8.4
2594,Passy-en-Valois,125,0,120,120,1.0
2595,Passy-sur-Marne,139,0,3213,3213,23.1
2596,Pavant,755,0,411,411,0.5
2598,Pernant,683,0,657,657,1.0
2599,Pierremande,249,0,4474,4474,18.0
2600,Pierrepont,336,0,1693,1693,5.0
2601,Pignicourt,175,0,471,471,2.7
2602,Pinon,1650,0,1633,1633,1.0
2604,Pithon,78,0,1487,1487,19.1
2605,Pleine-Selve,191,0,0,0,0.0
2606,Le Plessier-Huleu,85,0,284,284,3.3
2607,Ploisy,97,0,811,811,8.4
2608,Plomion,454,0,8096,8096,17.8
2609,Ployart-et-Vaurseine,23,0,165,165,7.2
2610,Pommiers,738,0,6174,6174,8.4
2612,Pont-Arcy,118,0,233,233,2.0
2613,Pontavert,605,0,1628,1628,2.7
2614,Pontru,281,0,2546,2546,9.1
2615,Pontruet,352,0,3189,3189,9.1
2616,Pont-Saint-Mard,185,0,183,183,1.0
2617,Pouilly-sur-Serre,496,0,2499,2499,5.0
2618,Prémont,686,0,6215,6215,9.1
2619,Prémontré,596,0,590,590,1.0
2620,Presles-et-Boves,327,0,645,645,2.0
2621,Presles-et-Thierny,400,0,15276,15276,38.2
2622,Priez,58,0,1341,1341,23.1
2623,Prisces,94,0,1676,1676,17.8
2624,Proisy,275,0,1516,1516,5.5
2625,Proix,144,0,794,794,5.5
2626,Prouvais,339,0,912,912,2.7
2627,Proviseux-et-Plesnoy,133,0,358,358,2.7
2628,Puiseux-en-Retz,221,0,213,213,1.0
2629,Puisieux-et-Clanlieu,327,0,5831,5831,17.8
2631,Quierzy,419,0,7528,7528,18.0
2632,Quincy-Basse,54,0,53,53,1.0
2633,Quincy-sous-le-Mont,62,0,122,122,2.0
2634,Raillimont,89,0,981,981,11.0
2635,Ramicourt,147,0,1332,1332,9.1
2636,Regny,193,0,0,0,0.0
2637,Remaucourt,278,0,39732,39732,142.9
2638,Remies,240,0,1209,1209,5.0
2639,Remigny,341,0,0,0,0.0
2640,Renansart,149,0,0,0,0.0
2641,Renneval,127,0,1399,1399,11.0
2642,Résigny,161,0,1774,1774,11.0
2643,Ressons-le-Long,780,7183,751,7934,10.2
2644,Retheuil,348,0,335,335,1.0
2645,Reuilly-Sauvigny,213,0,4923,4923,23.1
2647,Ribeauville,77,0,424,424,5.5
2648,Ribemont,1909,0,0,0,0.0
2649,Rocourt-Saint-Martin,305,0,7050,7050,23.1
2650,Rocquigny,364,0,6491,6491,17.8
2651,Rogécourt,94,0,1689,1689,18.0
2652,Rogny,100,0,1783,1783,17.8
2653,Romeny-sur-Marne,466,0,254,254,0.5
2654,Romery,83,0,458,458,5.5
2655,Ronchères,152,0,3513,3513,23.1
2656,Roucy,375,0,1009,1009,2.7
2657,Rougeries,202,0,3602,3602,17.8
2658,Roupy,238,0,2156,2156,9.1
2659,Rouvroy,507,0,72462,72462,142.9
2660,Rouvroy-sur-Serre,42,0,463,463,11.0
2661,Royaucourt-et-Chailvet,228,0,226,226,1.0
2662,Rozet-Saint-Albin,333,0,7697,7697,23.1
2663,Rozières-sur-Crise,234,0,782,782,3.3
2664,Rozoy-Bellevalle,120,0,2774,2774,23.1
2665,Grand-Rozoy,299,0,999,999,3.3
2666,Rozoy-sur-Serre,922,0,10158,10158,11.0
2667,Saconin-et-Breuil,197,0,190,190,1.0
2668,Sains-Richaumont,939,0,16745,16745,17.8
2670,Saint-Algis,148,0,2639,2639,17.8
2671,Saint-Aubin,279,0,276,276,1.0
2672,Saint-Bandry,240,0,231,231,1.0
2673,Saint-Christophe-à-Berry,443,0,426,426,1.0
2674,Saint-Clément,47,0,923,923,19.6
2675,Sainte-Croix,130,0,935,935,7.2
2676,Saint-Erme-Outre-et-Ramecourt,1700,0,4574,4574,2.7
2677,Saint-Eugène,234,0,5409,5409,23.1
2678,Sainte-Geneviève,70,0,771,771,11.0
2679,Saint-Gengoulph,153,0,3536,3536,23.1
2680,Saint-Gobain,2313,0,41559,41559,18.0
2681,Saint-Gobert,285,0,5082,5082,17.8
2682,Saint-Mard,116,0,229,229,2.0
2683,Saint-Martin-Rivière,115,0,634,634,5.5
2684,Saint-Michel,3222,0,63247,63247,19.6
2685,Saint-Nicolas-aux-Bois,116,0,2084,2084,18.0
2686,Saint-Paul-aux-Bois,360,0,356,356,1.0
2687,Saint-Pierre-Aigle,332,0,320,320,1.0
2688,Saint-Pierre-lès-Franqueville,41,0,731,731,17.8
2689,Saint-Pierremont,40,0,202,202,5.0
2690,Sainte-Preuve,68,0,183,183,2.7
2691,Saint-Quentin,52995,4567254,7574170,12141424,229.1
2693,Saint-Rémy-Blanzy,225,0,752,752,3.3
2694,Saint-Simon,598,0,85468,85468,142.9
2696,Saint-Thomas,72,0,518,518,7.2
2697,Samoussy,387,0,14779,14779,38.2
2698,Sancy-les-Cheminots,98,0,193,193,2.0
2699,Saponay,270,0,6241,6241,23.1
2701,Saulchery,695,0,378,378,0.5
2702,Savy,612,0,5545,5545,9.1
2703,Seboncourt,1085,0,9830,9830,9.1
2704,Selens,207,0,205,205,1.0
2705,La Selve,198,0,533,533,2.7
2706,Septmonts,571,0,4777,4777,8.4
2707,Septvaux,179,0,177,177,1.0
2708,Sequehart,211,0,1912,1912,9.1
2709,Serain,390,0,3533,3533,9.1
2710,Seraucourt-le-Grand,714,0,102047,102047,142.9
2711,Serches,277,0,2317,2317,8.4
2712,Sergy,137,0,3167,3167,23.1
2713,Seringes-et-Nesles,268,0,6195,6195,23.1
2714,Sermoise,347,0,2903,2903,8.4
2715,Serval,42,0,83,83,2.0
2716,Servais,290,0,5211,5211,18.0
2717,Séry-lès-Mézières,602,0,0,0,0.0
2718,Silly-la-Poterie,114,0,110,110,1.0
2719,Sinceny,1988,0,35719,35719,18.0
2720,Sissonne,2061,0,5546,5546,2.7
2721,Sissy,490,0,0,0,0.0
2722,Soissons,28667,1005910,239827,1245737,43.5
2723,Soize,96,0,1058,1058,11.0
2724,Sommelans,58,0,1341,1341,23.1
2725,Sommeron,135,0,2407,2407,17.8
2726,Sommette-Eaucourt,177,0,25297,25297,142.9
2727,Sons-et-Ronchères,207,0,1043,1043,5.0
2728,Sorbais,261,0,4654,4654,17.8
2729,Soucy,77,0,74,74,1.0
2730,Soupir,270,0,532,532,2.0
2731,Le Sourd,166,0,2960,2960,17.8
2732,Surfontaine,98,0,0,0,0.0
2734,Taillefontaine,262,0,252,252,1.0
2735,Tannières,16,0,32,32,2.0
2736,Tartiers,165,0,159,159,1.0
2737,Tavaux-et-Pontséricourt,549,0,2766,2766,5.0
2738,Tergnier,13261,468597,238266,706863,53.3
2739,Terny-Sorny,326,0,643,643,2.0
2740,Thenailles,221,0,3941,3941,17.8
2741,Thenelles,542,120055,0,120055,221.5
2742,Thiernu,120,0,605,605,5.0
2743,Le Thuel,155,0,1708,1708,11.0
2744,Torcy-en-Valois,77,0,1780,1780,23.1
2745,Toulis-et-Attencourt,112,0,564,564,5.0
2746,Travecy,683,0,12272,12272,18.0
2747,Trefcon,81,0,734,734,9.1
2748,Trélou-sur-Marne,948,0,21912,21912,23.1
2749,Troësnes,211,0,203,203,1.0
2750,Trosly-Loire,551,0,545,545,1.0
2751,Trucy,141,0,1014,1014,7.2
