COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Subventions_parHab,places_migrants_p1k,Total_places_migrants,Number_of_Mosques,Mosque_p100k,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score
43182,43,Saint-Étienne-sur-Blesle,54,0.0,0,0.0,86.3,0.0,0,0,0.0,11,31,16,60,41
43183,43,Sainte-Eugénie-de-Villeneuve,107,0.0,0,0.0,29.8,0.0,0,0,0.0,31,31,16,60,21
43184,43,Saint-Ferréol-d'Auroure,2457,0.0,0,2.0,15.6,0.0,0,0,0.0,47,31,16,60,19
43185,43,Sainte-Florine,3257,0.0,0,15.0,20.2,0.0,0,0,0.0,51,31,16,60,38
43186,43,Saint-Front,413,0.0,0,5.0,5.5,0.0,0,0,0.0,23,31,16,60,19
43187,43,Saint-Geneys-près-Saint-Paulien,319,0.0,0,0.0,62.6,0.0,0,0,0.0,18,31,16,60,33
43188,43,Saint-Georges-d'Aurac,473,0.0,0,8.0,14.3,0.0,0,0,0.0,34,31,16,60,26
43189,43,Saint-Georges-Lagricol,523,0.0,0,0.0,151.5,0.0,0,0,0.0,27,31,16,60,64
43190,43,Saint-Germain-Laprade,3459,0.0,0,4.0,71.4,0.0,0,0,0.0,76,31,16,60,41
43191,43,Saint-Géron,244,0.0,0,4.0,49.0,0.0,0,0,0.0,22,31,16,60,33
43192,43,Saint-Haon,277,0.0,0,0.0,17.8,0.0,0,0,0.0,24,31,16,60,17
43193,43,Saint-Hilaire,158,0.0,0,0.0,20.9,0.0,0,0,0.0,31,31,16,60,18
43194,43,Saint-Hostien,694,0.0,0,0.0,46.2,0.0,0,0,0.0,35,31,16,60,27
43195,43,Saint-Ilpize,193,0.0,0,0.0,49.5,0.0,0,0,0.0,25,31,16,60,28
43196,43,Saint-Jean-d'Aubrigoux,183,0.0,0,0.0,49.7,0.0,0,0,0.0,15,31,16,60,28
43197,43,Saint-Jean-de-Nay,338,0.0,0,1.0,46.9,0.0,0,0,0.0,30,31,16,60,29
43198,43,Saint-Jean-Lachalm,303,0.0,0,0.0,16.3,0.0,0,0,0.0,27,31,16,60,17
43199,43,Saint-Jeures,993,0.0,0,3.0,30.1,0.0,0,0,0.0,161,31,177,179,25
43200,43,Saint-Julien-Chapteuil,2021,0.0,0,6.0,32.7,0.0,0,0,0.0,37,31,16,60,30
43201,43,Saint-Julien-d'Ance,248,0.0,0,0.0,41.6,0.0,0,0,0.0,18,31,16,60,25
43202,43,Saint-Julien-des-Chazes,54,0.0,0,0.0,25.6,0.0,0,0,0.0,14,31,16,60,20
43203,43,Saint-Julien-du-Pinet,487,0.0,0,0.0,23.4,0.0,0,0,0.0,24,31,16,60,19
43204,43,Saint-Julien-Molhesabate,165,0.0,0,0.0,8.0,0.0,0,0,0.0,19,31,16,60,14
43205,43,Saint-Just-Malmont,4220,0.0,0,7.0,15.7,0.0,0,0,0.0,68,31,16,60,26
43206,43,Saint-Just-près-Brioude,397,0.0,0,0.0,49.0,0.0,0,0,0.0,337,311,420,60,28
43207,43,Saint-Laurent-Chabreuges,253,0.0,0,0.0,49.0,0.0,0,0,0.0,29,31,16,60,28
43208,43,Sainte-Marguerite,37,0.0,0,0.0,28.0,0.0,0,0,0.0,16,31,16,60,21
43210,43,Saint-Martin-de-Fugères,228,0.0,0,0.0,5.5,0.0,0,0,0.0,19,31,16,60,13
43211,43,Saint-Maurice-de-Lignon,2666,0.0,0,4.0,36.4,0.0,0,0,0.0,87,31,16,60,29
43212,43,Saint-Pal-de-Chalencon,1019,0.0,0,4.0,125.3,0.0,0,0,0.0,31,31,16,60,60
43213,43,Saint-Pal-de-Mons,2324,0.0,0,5.0,100.0,0.0,0,0,0.0,40,31,16,60,52
43214,43,Saint-Pal-de-Senouire,109,0.0,0,0.0,9.1,0.0,0,0,0.0,17,31,16,60,14
43215,43,Saint-Paul-de-Tartas,193,0.0,0,0.0,7.4,0.0,0,0,0.0,28,31,16,60,13
43216,43,Saint-Paulien,2419,0.0,0,4.0,43.0,0.0,0,0,0.0,40,31,16,60,31
43217,43,Saint-Pierre-du-Champ,555,0.0,0,4.0,41.6,0.0,0,0,0.0,30,31,16,60,31
43218,43,Saint-Pierre-Eynac,1250,0.0,0,0.0,5.5,0.0,0,0,0.0,39,31,16,60,13
43219,43,Saint-Préjet-Armandon,110,0.0,0,0.0,19.1,0.0,0,0,0.0,19,31,16,60,18
43220,43,Saint-Préjet-d'Allier,167,0.0,0,0.0,41.6,0.0,0,0,0.0,28,31,16,60,25
43221,43,Saint-Privat-d'Allier,397,0.0,0,0.0,57.1,0.0,0,0,0.0,31,31,16,60,31
43222,43,Saint-Privat-du-Dragon,166,0.0,0,0.0,9.1,0.0,0,0,0.0,20,31,16,60,14
43223,43,Saint-Romain-Lachalm,1132,0.0,0,2.0,8.0,0.0,0,0,0.0,34,31,16,60,16
43224,43,Sainte-Sigolène,6060,0.0,0,8.0,113.2,0.0,0,1,16.5,62,49,148,60,61
43225,43,Saint-Vénérand,60,0.0,0,0.0,4.8,0.0,0,0,0.0,7,31,16,60,13
43226,43,Saint-Vert,108,0.0,0,0.0,11.2,0.0,0,0,0.0,12,31,16,60,15
43227,43,Saint-Victor-Malescours,804,0.0,0,4.0,88.8,0.0,0,0,0.0,31,31,16,60,47
43228,43,Saint-Victor-sur-Arlanc,91,0.0,0,0.0,50.7,0.0,0,0,0.0,23,31,16,60,29
43229,43,Saint-Vidal,609,0.0,0,0.0,45.3,0.0,0,0,0.0,31,31,16,60,27
43230,43,Saint-Vincent,1070,0.0,0,2.0,48.3,0.0,0,0,0.0,36,31,16,171,30
43231,43,Salettes,154,0.0,0,0.0,5.5,0.0,0,0,0.0,16,31,16,60,13
43232,43,Salzuit,333,0.0,0,8.0,13.1,0.0,0,0,0.0,23,31,16,60,26
43233,43,Sanssac-l'Église,1078,0.0,0,1.0,44.1,0.0,0,0,0.0,33,31,16,60,28
43234,43,Saugues,1664,0.0,0,3.0,9.1,0.0,0,0,0.0,34,31,16,60,18
43236,43,La Séauve-sur-Semène,1471,0.0,0,6.0,62.8,0.0,0,0,0.0,35,31,16,60,41
43237,43,Sembadel,240,0.0,0,1.0,50.4,0.0,0,0,0.0,29,31,16,60,30
43238,43,Séneujols,301,0.0,0,0.0,10.0,0.0,0,0,0.0,21,31,16,60,14
43239,43,Siaugues-Sainte-Marie,827,0.0,0,5.0,18.7,0.0,0,0,0.0,36,31,16,60,24
43240,43,Solignac-sous-Roche,261,0.0,0,0.0,92.4,0.0,0,0,0.0,18,31,16,60,43
43241,43,Solignac-sur-Loire,1286,0.0,0,3.0,75.6,0.0,0,0,0.0,41,31,16,60,41
43242,43,Tailhac,63,0.0,0,0.0,12.4,0.0,0,0,0.0,9,31,16,60,15
43244,43,Tence,3148,0.0,0,4.0,32.6,0.0,0,0,0.0,36,31,16,60,28
43245,43,Thoras,235,0.0,0,0.0,9.1,0.0,0,0,0.0,13,31,16,60,14
43246,43,Tiranges,455,0.0,0,0.0,101.7,0.0,0,0,0.0,26,31,16,60,46
43247,43,Torsiac,65,0.0,0,0.0,49.0,0.0,0,0,0.0,12,31,16,60,28
43249,43,Valprivas,540,0.0,0,0.0,92.6,0.0,0,0,0.0,22,31,16,60,43
43250,43,Vals-le-Chastel,39,0.0,0,0.0,20.9,0.0,0,0,0.0,12,31,16,60,18
43251,43,Vals-près-le-Puy,3392,0.0,0,8.0,48.3,0.0,0,0,0.0,83,64,63,95,38
43252,43,Varennes-Saint-Honorat,26,0.0,0,0.0,9.1,0.0,0,0,0.0,6,31,16,60,14
43253,43,Les Vastres,191,0.0,0,0.0,5.5,0.0,0,0,0.0,23,31,16,60,13
43254,43,Vazeilles-Limandre,265,0.0,0,0.0,47.1,0.0,0,0,0.0,29,31,16,60,27
43256,43,Venteuges,341,0.0,0,0.0,9.1,0.0,0,0,0.0,19,31,16,60,14
43257,43,Vergezac,470,0.0,0,0.0,125.4,0.0,0,0,0.0,26,31,16,60,55
43258,43,Vergongheon,1793,0.0,0,7.0,20.0,0.0,0,0,0.0,39,31,16,60,27
43259,43,Vernassal,363,0.0,0,1.0,46.0,0.0,0,0,0.0,25,31,16,60,28
43260,43,Le Vernet,22,0.0,0,0.0,49.3,0.0,0,0,0.0,14,31,16,60,28
43261,43,Vézézoux,631,0.0,0,2.0,19.6,0.0,0,0,0.0,230,207,270,60,20
43262,43,Vieille-Brioude,1245,0.0,0,3.0,55.0,0.0,0,0,0.0,39,31,16,60,34
43263,43,Vielprat,67,0.0,0,0.0,14.3,0.0,0,0,0.0,8,31,16,60,16
43264,43,Villeneuve-d'Allier,281,0.0,0,3.0,14.6,0.0,0,0,0.0,33,31,16,60,20
43265,43,Les Villettes,1455,0.0,0,3.0,116.0,0.0,0,0,0.0,34,31,16,60,55
43267,43,Vorey,1466,0.0,0,10.0,66.5,0.0,0,0,0.0,50,31,16,60,47
43268,43,Yssingeaux,7380,0.0,0,13.0,37.6,8.13,60,0,0.0,109,133,16,76,155
44001,44,Abbaretz,2052,0.0,0,5.0,15.9,0.0,0,0,0.0,47,53,37,73,23
44002,44,Aigrefeuille-sur-Maine,4121,0.0,0,4.0,42.0,0.0,0,0,0.0,50,53,37,73,31
44003,44,Ancenis-Saint-Géréon,11346,0.0,0,21.0,34.1,0.0,0,1,8.81,150,82,122,94,51
44005,44,Chaumes-en-Retz,7288,0.0,0,3.0,97.0,0.0,0,0,0.0,46,53,37,73,49
44006,44,Assérac,1881,0.0,0,3.0,13.8,0.0,0,0,0.0,47,53,37,73,20
44007,44,Avessac,2451,0.0,0,7.0,14.3,0.0,0,0,0.0,46,53,37,73,25
44009,44,Basse-Goulaine,9617,0.0,0,10.0,67.7,0.0,0,0,0.0,83,53,37,73,48
44010,44,Batz-sur-Mer,2799,0.0,0,11.0,39.8,0.0,0,0,0.0,73,53,37,73,39
44012,44,La Bernerie-en-Retz,3523,0.0,0,3.0,48.3,0.0,0,0,0.0,46,53,37,73,32
44013,44,Besné,3317,0.0,0,5.0,36.8,0.0,0,0,0.0,92,53,37,73,30
44014,44,Le Bignon,3967,0.0,0,6.0,19.5,0.0,0,0,0.0,62,53,37,73,26
44015,44,Blain,10352,0.0,0,10.0,28.6,0.0,0,0,0.0,83,64,37,73,34
44016,44,La Boissière-du-Doré,1114,0.0,0,3.0,12.2,0.0,0,0,0.0,42,53,37,73,19
44018,44,Bouaye,8281,0.0,0,13.0,53.8,0.0,0,0,0.0,63,53,37,73,47
44019,44,Bouée,1100,0.0,0,2.0,22.2,0.0,0,0,0.0,41,53,37,73,21
44020,44,Bouguenais,20590,0.0,0,20.0,71.5,0.0,0,0,0.0,149,80,37,73,62
44021,44,Villeneuve-en-Retz,5004,0.0,0,2.0,42.7,0.0,0,0,0.0,53,53,37,73,28
44022,44,Boussay,2814,0.0,0,2.0,69.7,0.0,0,0,0.0,42,53,37,73,38
44023,44,Bouvron,3067,0.0,0,6.0,12.7,0.0,0,0,0.0,46,53,37,112,63
44024,44,Brains,2760,0.0,0,5.0,55.2,0.0,0,0,0.0,87,93,37,73,37
44025,44,Campbon,4031,0.0,0,4.0,30.2,0.0,0,0,0.0,82,53,37,73,27
44026,44,Carquefou,20535,0.0,0,17.0,116.6,0.0,0,0,0.0,134,64,37,85,74
44027,44,Casson,2600,0.0,0,7.0,15.5,0.0,0,0,0.0,50,53,37,73,26
44028,44,Le Cellier,4011,0.0,0,3.0,50.3,0.0,0,0,0.0,50,53,37,73,32
44029,44,Divatte-sur-Loire,7158,0.0,0,5.0,19.4,0.0,0,0,0.0,54,53,37,73,24
44030,44,La Chapelle-des-Marais,4424,0.0,0,9.0,49.2,0.0,0,0,0.0,78,53,37,73,40
44031,44,La Chapelle-Glain,811,0.0,0,7.0,16.8,0.0,0,0,0.0,41,53,37,73,26
44032,44,La Chapelle-Heulin,3443,0.0,0,5.0,21.0,0.0,0,0,0.0,58,53,37,73,25
44033,44,La Chapelle-Launay,3246,0.0,0,2.0,22.2,0.0,0,0,0.0,43,53,37,73,21
44035,44,La Chapelle-sur-Erdre,20483,0.0,0,13.0,97.0,0.0,0,0,0.0,89,69,53,79,62
44036,44,Châteaubriant,12231,10.68,1,18.0,40.5,0.0,0,2,16.35,236,138,212,96,104
44037,44,Château-Thébaud,3138,0.0,0,2.0,28.7,0.0,0,0,0.0,50,53,37,73,24
44038,44,Chauvé,3035,0.0,0,3.0,104.8,0.0,0,0,0.0,44,53,37,73,51
44039,44,Cheix-en-Retz,1172,0.0,0,2.0,32.1,0.0,0,0,0.0,42,53,37,73,25
44041,44,La Chevrolière,6342,0.0,0,7.0,12.2,0.0,0,0,0.0,43,53,37,73,24
44043,44,Clisson,7459,0.0,0,8.0,63.2,0.0,0,0,0.0,166,98,37,105,76
44044,44,Conquereuil,1072,0.0,0,3.0,14.3,0.0,0,0,0.0,42,53,37,73,20
44045,44,Cordemais,3954,0.0,0,5.0,104.2,0.0,0,0,0.0,69,53,37,73,54
44046,44,Corsept,2615,0.0,0,5.0,48.9,0.0,0,0,0.0,43,53,37,73,35
44047,44,Couëron,23541,0.0,0,18.0,88.9,0.0,0,0,0.0,76,58,37,78,66
44048,44,Couffé,2534,0.0,0,2.0,57.9,0.0,0,0,0.0,42,53,37,73,34
44049,44,Le Croisic,4081,0.0,0,11.0,39.4,0.0,0,0,0.0,134,80,77,103,39
44050,44,Crossac,2985,0.0,0,1.0,16.8,0.0,0,0,0.0,40,53,37,73,18
44051,44,Derval,3578,0.0,0,5.0,63.9,0.0,0,0,0.0,71,53,37,73,40
44052,44,Donges,8117,0.0,0,15.0,74.2,0.0,0,0,0.0,61,53,37,73,57
44053,44,Drefféac,2288,0.0,0,5.0,20.4,0.0,0,0,0.0,49,53,37,73,25
44054,44,Erbray,3062,0.0,0,3.0,16.8,0.0,0,0,0.0,39,53,37,73,21
44055,44,La Baule-Escoublac,16613,0.0,0,8.0,116.1,0.0,0,0,0.0,124,53,37,73,62
44056,44,Fay-de-Bretagne,3852,0.0,0,6.0,11.9,0.0,0,0,0.0,61,53,37,73,23
44057,44,Fégréac,2257,0.0,0,2.0,14.3,0.0,0,0,0.0,47,53,37,73,19
44058,44,Fercé,502,0.0,0,7.0,16.8,0.0,0,0,0.0,41,53,37,73,26
44061,44,Frossay,3289,0.0,0,1.0,81.1,0.0,0,0,0.0,46,53,37,73,40
44062,44,Le Gâvre,1880,0.0,0,2.0,21.3,0.0,0,0,0.0,48,53,37,73,21
44063,44,Gétigné,3794,0.0,0,4.0,56.5,0.0,0,0,0.0,77,82,37,73,36
44064,44,Gorges,5090,0.0,0,6.0,21.7,0.0,0,0,0.0,95,97,100,120,26
44065,44,Grand-Auverné,770,0.0,0,5.0,16.8,0.0,0,0,0.0,43,53,37,73,23
44066,44,Grandchamp-des-Fontaines,6910,0.0,0,9.0,45.6,0.0,0,0,0.0,46,53,37,73,39
44067,44,Guémené-Penfao,5242,0.0,0,3.0,27.8,0.0,0,0,0.0,59,53,37,73,25
44068,44,Guenrouet,3577,0.0,0,3.0,24.4,0.0,0,0,0.0,52,53,37,73,23
44069,44,Guérande,16684,0.0,0,10.0,88.0,0.0,0,0,0.0,105,60,37,73,55
44070,44,La Haie-Fouassière,4734,0.0,0,3.0,27.1,0.0,0,0,0.0,54,53,37,73,24
44071,44,Haute-Goulaine,5992,0.0,0,9.0,25.4,0.0,0,0,0.0,54,53,37,73,32
44072,44,Herbignac,7178,0.0,0,7.0,35.8,0.0,0,0,0.0,47,53,37,73,33
44073,44,Héric,6528,0.0,0,5.0,49.7,0.0,0,0,0.0,65,70,37,73,35
44074,44,Indre,4172,0.0,0,17.0,252.5,0.0,0,0,0.0,71,53,37,73,121
44075,44,Issé,1825,0.0,0,5.0,16.8,0.0,0,0,0.0,111,114,125,139,23
44076,44,Jans,1381,0.0,0,1.0,16.8,0.0,0,0,0.0,43,53,37,73,18
44077,44,Joué-sur-Erdre,2753,0.0,0,3.0,12.2,0.0,0,0,0.0,355,53,37,73,19
44078,44,Juigné-des-Moutiers,327,0.0,0,3.0,16.8,0.0,0,0,0.0,38,53,37,73,21
44079,44,Le Landreau,3214,0.0,0,5.0,51.3,0.0,0,0,0.0,44,53,37,73,35
44080,44,Lavau-sur-Loire,769,0.0,0,3.0,22.2,0.0,0,0,0.0,42,53,37,73,23
44081,44,Legé,4769,0.0,0,3.0,23.8,0.0,0,0,0.0,47,53,37,73,23
44082,44,Ligné,5593,0.0,0,1.0,24.3,0.0,0,0,0.0,47,53,37,73,21
44083,44,La Limouzinière,2468,0.0,0,4.0,4.7,0.0,0,0,0.0,93,53,37,73,18
44084,44,Le Loroux-Bottereau,8595,0.0,0,15.0,49.4,0.0,0,0,0.0,45,53,37,73,48
44085,44,Louisfert,949,0.0,0,4.0,16.8,0.0,0,0,0.0,44,53,37,73,22
44086,44,Lusanger,1064,0.0,0,6.0,16.8,0.0,0,0,0.0,42,53,37,73,25
44087,44,Machecoul-Saint-Même,7665,0.0,0,7.0,31.1,0.0,0,0,0.0,72,53,37,73,31
44088,44,Maisdon-sur-Sèvre,3071,0.0,0,4.0,35.0,0.0,0,0,0.0,43,53,37,73,28
44089,44,Malville,3689,0.0,0,10.0,30.9,0.0,0,0,0.0,78,53,37,73,35
44090,44,La Marne,1578,0.0,0,4.0,13.2,0.0,0,0,0.0,44,53,37,73,21
44091,44,Marsac-sur-Don,1529,0.0,0,7.0,16.8,0.0,0,0,0.0,41,53,37,73,26
44092,44,Massérac,670,0.0,0,0.0,14.3,0.0,0,0,0.0,39,53,37,73,16
44094,44,Mauves-sur-Loire,3393,0.0,0,5.0,82.8,0.0,0,0,0.0,50,53,37,73,46
44095,44,La Meilleraye-de-Bretagne,1587,0.0,0,7.0,16.8,0.0,0,0,0.0,45,53,37,73,26
44096,44,Mésanger,4681,0.0,0,4.0,66.3,0.0,0,0,0.0,43,53,37,73,39
44097,44,Mesquer,2156,0.0,0,9.0,34.6,0.0,0,0,0.0,73,53,37,73,35
44098,44,Missillac,5619,0.0,0,3.0,21.1,0.0,0,0,0.0,45,53,37,73,22
44099,44,Moisdon-la-Rivière,1964,0.0,0,6.0,21.9,0.0,0,0,0.0,42,53,37,73,27
44100,44,Monnières,2341,0.0,0,4.0,27.5,0.0,0,0,0.0,43,53,37,73,26
44101,44,La Montagne,6523,0.0,0,16.0,63.8,0.0,0,0,0.0,72,70,37,73,73
44102,44,Montbert,3346,0.0,0,4.0,23.3,0.0,0,0,0.0,84,53,37,73,24
44103,44,Montoir-de-Bretagne,7289,0.0,0,22.0,172.0,0.0,0,0,0.0,86,53,37,73,100
44104,44,Montrelais,843,0.0,0,3.0,12.2,0.0,0,0,0.0,41,53,37,73,19
44105,44,Mouais,356,0.0,0,8.0,16.8,0.0,0,0,0.0,37,53,37,73,27
44106,44,Les Moutiers-en-Retz,1846,0.0,0,1.0,36.5,0.0,0,0,0.0,57,53,37,73,25
44107,44,Mouzeil,2004,0.0,0,2.0,12.2,0.0,0,0,0.0,43,53,37,73,18
44108,44,Mouzillon,2903,0.0,0,2.0,24.8,0.0,0,0,0.0,41,53,37,73,22
44109,44,Nantes,325070,13.36,12,23.0,220.9,3.77,1226,12,3.69,449,260,157,167,255
44110,44,Nort-sur-Erdre,9448,0.0,0,8.0,20.9,0.0,0,0,0.0,63,53,37,73,29
44111,44,Notre-Dame-des-Landes,2335,0.0,0,5.0,6.0,0.0,0,0,0.0,1176,196,106,175,845
44112,44,Noyal-sur-Brutz,579,0.0,0,7.0,16.8,0.0,0,0,0.0,39,53,37,73,26
44113,44,Nozay,4280,0.0,0,9.0,37.2,0.0,0,0,0.0,109,53,37,73,36
44114,44,Orvault,28341,5.0,1,19.0,88.9,0.0,0,0,0.0,163,78,45,92,79
44115,44,Oudon,3915,0.0,0,2.0,103.8,0.0,0,0,0.0,114,81,37,73,50
44116,44,Paimbœuf,3030,0.0,0,16.0,70.9,0.0,0,0,0.0,231,90,37,73,57
44117,44,Le Pallet,3374,0.0,0,2.0,17.1,0.0,0,0,0.0,51,53,37,73,20
44118,44,Pannecé,1454,0.0,0,3.0,17.0,0.0,0,0,0.0,41,53,37,73,21
44119,44,Paulx,2042,0.0,0,0.0,13.2,0.0,0,0,0.0,45,53,37,73,16
44120,44,Le Pellerin,5335,0.0,0,16.0,69.7,0.0,0,0,0.0,56,53,37,73,56
44121,44,Petit-Auverné,437,0.0,0,7.0,16.8,0.0,0,0,0.0,42,53,37,73,26
44122,44,Petit-Mars,3865,0.0,0,2.0,16.6,0.0,0,0,0.0,40,53,37,73,19
44123,44,Pierric,1011,0.0,0,4.0,14.3,0.0,0,0,0.0,44,53,37,73,21
44124,44,Le Pin,829,0.0,0,5.0,12.2,0.0,0,0,0.0,492,53,37,217,22
44125,44,Piriac-sur-Mer,2663,0.0,0,6.0,13.8,0.0,0,0,0.0,67,136,37,163,69
44126,44,La Plaine-sur-Mer,4617,0.0,0,5.0,35.3,0.0,0,0,0.0,55,53,37,73,30
44127,44,La Planche,2802,0.0,0,5.0,18.5,0.0,0,0,0.0,47,53,37,73,24
44128,44,Plessé,5281,0.0,0,3.0,78.6,0.0,0,0,0.0,41,53,37,73,42
44129,44,Pontchâteau,11249,0.0,0,6.0,32.4,0.0,0,0,0.0,73,53,37,73,30
44130,44,Pont-Saint-Martin,6942,0.0,0,6.0,17.0,0.0,0,0,0.0,53,53,37,73,25
44131,44,Pornic,18382,0.0,0,4.0,94.6,0.0,0,0,0.0,140,83,46,80,56
44132,44,Pornichet,12530,0.0,0,9.0,66.5,0.0,0,0,0.0,123,62,37,73,46
44133,44,Port-Saint-Père,3046,0.0,0,1.0,45.2,0.0,0,0,0.0,61,89,37,112,67
44134,44,Pouillé-les-Côteaux,1050,0.0,0,2.0,12.2,0.0,0,0,0.0,43,53,37,73,18
44135,44,Le Pouliguen,4007,0.0,0,16.0,98.6,0.0,0,0,0.0,264,136,37,73,66
44136,44,Préfailles,1246,0.0,0,9.0,30.5,0.0,0,0,0.0,54,53,37,73,33
44137,44,Prinquiau,3557,0.0,0,1.0,29.7,0.0,0,0,0.0,45,53,37,73,23
44138,44,Puceul,1124,0.0,0,4.0,15.9,0.0,0,0,0.0,154,53,37,73,22
44139,44,Quilly,1541,0.0,0,1.0,22.2,0.0,0,0,0.0,43,53,37,73,20
44140,44,La Regrippière,1559,0.0,0,2.0,21.2,0.0,0,0,0.0,41,53,37,73,21
44141,44,La Remaudière,1288,0.0,0,3.0,35.0,0.0,0,0,0.0,43,53,37,73,27
44142,44,Remouillé,1932,0.0,0,4.0,63.0,0.0,0,0,0.0,46,53,37,73,38
44143,44,Rezé,43349,6.79,1,20.0,158.6,4.15,180,1,2.31,151,121,81,95,164
44144,44,Riaillé,2358,0.0,0,4.0,24.4,0.0,0,0,0.0,47,53,37,73,25
44145,44,Rouans,3272,0.0,0,3.0,38.6,0.0,0,0,0.0,52,53,37,73,28
44146,44,Rougé,2152,0.0,0,4.0,16.8,0.0,0,0,0.0,48,53,37,73,22
44148,44,Ruffigné,705,0.0,0,5.0,16.8,0.0,0,0,0.0,41,53,37,73,23
44149,44,Saffré,4075,0.0,0,1.0,26.2,0.0,0,0,0.0,41,53,37,73,21
44150,44,Saint-Aignan-Grandlieu,3991,0.0,0,7.0,90.4,0.0,0,0,0.0,78,53,37,73,52
44151,44,Saint-André-des-Eaux,6949,0.0,0,7.0,46.8,0.0,0,0,0.0,47,53,37,73,37
44152,44,Sainte-Anne-sur-Brivet,3014,0.0,0,1.0,10.4,0.0,0,0,0.0,45,53,37,73,16
44153,44,Saint-Aubin-des-Châteaux,1749,0.0,0,5.0,16.8,0.0,0,0,0.0,46,53,37,73,23
44154,44,Saint-Brevin-les-Pins,14645,0.0,0,5.0,57.5,7.51,110,0,0.0,106,196,37,138,169
44155,44,Saint-Colomban,3499,0.0,0,2.0,84.8,0.0,0,0,0.0,54,53,37,73,43
44156,44,Corcoué-sur-Logne,3209,0.0,0,2.0,13.2,0.0,0,0,0.0,58,53,37,73,18
44157,44,Saint-Étienne-de-Mer-Morte,1764,0.0,0,2.0,13.2,0.0,0,0,0.0,44,53,37,73,18
44158,44,Saint-Étienne-de-Montluc,7739,0.0,0,10.0,46.8,0.0,0,0,0.0,50,53,37,73,40
44159,44,Saint-Fiacre-sur-Maine,1246,0.0,0,0.0,18.5,0.0,0,0,0.0,41,53,37,73,17
44161,44,Saint-Gildas-des-Bois,3790,0.0,0,6.0,34.4,0.0,0,0,0.0,53,53,37,73,31
44162,44,Saint-Herblain,50561,13.26,2,24.0,98.5,3.74,189,2,3.96,227,161,110,108,162
44163,44,Vair-sur-Loire,4890,0.0,0,4.0,66.6,0.0,0,0,0.0,63,53,37,73,39
44164,44,Saint-Hilaire-de-Chaléons,2376,0.0,0,3.0,30.5,0.0,0,0,0.0,45,53,37,73,26
44165,44,Saint-Hilaire-de-Clisson,2405,0.0,0,7.0,34.5,0.0,0,0,0.0,45,53,37,73,32
44166,44,Saint-Jean-de-Boiseau,6024,0.0,0,16.0,65.9,0.0,0,0,0.0,70,53,37,73,55
44168,44,Saint-Joachim,4125,0.0,0,6.0,62.1,0.0,0,0,0.0,78,80,37,73,41
44169,44,Saint-Julien-de-Concelles,7768,0.0,0,6.0,20.9,0.0,0,0,0.0,63,67,37,73,26
44170,44,Saint-Julien-de-Vouvantes,963,0.0,0,3.0,16.8,0.0,0,0,0.0,41,53,37,73,21
44171,44,Saint-Léger-les-Vignes,2114,0.0,0,5.0,49.2,0.0,0,0,0.0,40,53,37,73,35
44172,44,Sainte-Luce-sur-Loire,16227,0.0,0,16.0,94.6,0.0,0,0,0.0,96,60,37,73,65
44173,44,Saint-Lumine-de-Clisson,2118,0.0,0,3.0,22.3,0.0,0,0,0.0,46,53,37,73,23
44174,44,Saint-Lumine-de-Coutais,2390,0.0,0,2.0,4.7,0.0,0,0,0.0,41,53,37,73,15
44175,44,Saint-Lyphard,5246,0.0,0,5.0,36.7,0.0,0,0,0.0,48,53,37,73,30
44176,44,Saint-Malo-de-Guersac,3221,0.0,0,8.0,36.9,0.0,0,0,0.0,48,53,37,73,34
44178,44,Saint-Mars-de-Coutais,2644,0.0,0,3.0,36.5,0.0,0,0,0.0,46,53,37,73,28
44179,44,Saint-Mars-du-Désert,5435,0.0,0,6.0,13.3,0.0,0,0,0.0,42,53,37,73,24
44180,44,Vallons-de-l'Erdre,6625,0.0,0,7.0,94.7,0.0,0,0,0.0,73,53,37,73,53
44182,44,Saint-Michel-Chef-Chef,5520,0.0,0,6.0,68.0,0.0,0,0,0.0,81,73,37,73,43
44183,44,Saint-Molf,2859,0.0,0,4.0,13.8,0.0,0,0,0.0,92,53,37,73,21
44184,44,Saint-Nazaire,73111,13.11,3,27.0,157.3,2.94,215,2,2.74,279,181,96,117,183
44185,44,Saint-Nicolas-de-Redon,3304,0.0,0,5.0,14.3,0.0,0,0,0.0,109,53,37,73,23
44186,44,Sainte-Pazanne,7209,0.0,0,8.0,47.3,0.0,0,0,0.0,51,53,37,73,38
44187,44,Saint-Père-en-Retz,4701,0.0,0,4.0,41.7,0.0,0,0,0.0,53,53,37,73,31
44188,44,Saint-Philbert-de-Grand-Lieu,9392,0.0,0,5.0,24.6,0.0,0,0,0.0,60,65,54,86,39
44189,44,Sainte-Reine-de-Bretagne,2447,0.0,0,1.0,14.1,0.0,0,0,0.0,38,53,37,73,17
44190,44,Saint-Sébastien-sur-Loire,28373,0.0,0,15.0,92.0,0.0,0,0,0.0,105,69,43,78,63
44192,44,Saint-Viaud,2846,0.0,0,2.0,85.6,0.0,0,0,0.0,48,53,37,73,43
44193,44,Saint-Vincent-des-Landes,1527,0.0,0,3.0,16.8,0.0,0,0,0.0,47,53,37,73,21
