COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Subventions_parHab,places_migrants_p1k,Total_places_migrants,Number_of_Mosques,Mosque_p100k,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score
22155,22,La Motte,2159,0.0,0,3.0,0.0,0.0,0,0,0.0,39,32,17,66,18
22156,22,Moustéru,642,0.0,0,6.0,17.9,0.0,0,0,0.0,32,32,17,66,28
22157,22,Le Moustoir,659,0.0,0,7.0,33.8,0.0,0,0,0.0,35,32,17,66,35
22158,22,Guerlédan,2528,0.0,0,2.0,0.0,0.0,0,0,0.0,46,32,17,66,16
22160,22,Noyal,981,0.0,0,3.0,12.5,0.0,0,0,0.0,34,32,17,66,22
22161,22,Pabu,2769,0.0,0,3.0,17.9,0.0,0,0,0.0,103,32,17,66,24
22162,22,Paimpol,7266,0.0,0,16.0,53.8,0.0,0,0,0.0,139,32,17,83,70
22163,22,Paule,674,0.0,0,5.0,92.1,0.0,0,0,0.0,32,32,17,66,52
22164,22,Pédernec,1891,0.0,0,4.0,17.9,0.0,0,0,0.0,103,32,17,66,25
22165,22,Penguily,608,0.0,0,0.0,75.4,0.0,0,0,0.0,30,32,17,66,40
22166,22,Penvénan,2548,0.0,0,6.0,19.9,0.0,0,0,0.0,43,32,17,66,28
22168,22,Perros-Guirec,7260,0.0,0,10.0,55.8,0.0,0,0,0.0,70,32,17,66,63
22169,22,Peumerit-Quintin,184,0.0,0,0.0,92.1,0.0,0,0,0.0,28,32,17,66,46
22170,22,Plaine-Haute,1705,0.0,0,3.0,15.9,0.0,0,0,0.0,32,32,17,66,23
22171,22,Plaintel,4571,0.0,0,3.0,60.7,0.0,0,0,0.0,39,32,17,92,39
22172,22,Plancoët,3095,0.0,0,10.0,26.6,0.0,0,0,0.0,92,32,17,66,36
22174,22,Pléboulle,716,0.0,0,0.0,26.6,0.0,0,0,0.0,28,32,17,66,23
22175,22,Plédéliac,1602,0.0,0,4.0,28.3,0.0,0,0,0.0,193,32,17,66,29
22176,22,Plédran,6909,0.0,0,10.0,53.3,0.0,0,0,0.0,60,48,17,66,45
22177,22,Pléguien,1440,0.0,0,6.0,20.3,0.0,0,0,0.0,36,32,17,66,29
22178,22,Pléhédel,1317,0.0,0,0.0,17.9,0.0,0,0,0.0,39,32,17,66,20
22179,22,Fréhel,1611,0.0,0,4.0,26.6,0.0,0,0,0.0,57,32,17,66,28
22180,22,Plélan-le-Petit,1947,0.0,0,4.0,26.6,0.0,0,0,0.0,34,32,17,66,28
22181,22,Plélauff,687,0.0,0,1.0,92.1,0.0,0,0,0.0,37,32,17,66,47
22182,22,Plélo,3283,0.0,0,2.0,20.3,0.0,0,0,0.0,39,32,17,66,23
22183,22,Plémet,3751,0.0,0,4.0,24.3,0.0,0,0,0.0,46,32,17,66,27
22184,22,Plémy,1583,0.0,0,1.0,67.2,0.0,0,0,0.0,35,32,17,66,38
22185,22,Plénée-Jugon,2533,0.0,0,5.0,26.0,0.0,0,0,0.0,38,32,17,66,29
22186,22,Pléneuf-Val-André,4094,0.0,0,5.0,42.6,0.0,0,0,0.0,47,32,17,66,35
22187,22,Plérin,14527,0.0,0,12.0,57.4,0.0,0,0,0.0,56,32,17,66,49
22188,22,Plerneuf,1119,0.0,0,1.0,20.3,0.0,0,0,0.0,37,32,17,66,22
22189,22,Plésidy,562,0.0,0,2.0,17.9,0.0,0,0,0.0,34,32,17,66,22
22190,22,Pleslin-Trigavou,4043,0.0,0,7.0,34.1,0.0,0,0,0.0,40,32,17,66,35
22193,22,Plestan,1637,0.0,0,2.0,16.8,0.0,0,0,0.0,46,32,17,66,22
22194,22,Plestin-les-Grèves,3649,0.0,0,4.0,33.2,0.0,0,0,0.0,119,63,17,99,30
22195,22,Pleubian,2334,0.0,0,5.0,19.9,0.0,0,0,0.0,37,32,17,66,27
22196,22,Pleudaniel,925,0.0,0,2.0,19.9,0.0,0,0,0.0,34,32,17,66,23
22197,22,Pleudihen-sur-Rance,2974,0.0,0,9.0,26.6,0.0,0,0,0.0,35,32,17,66,35
22198,22,Pleumeur-Bodou,3828,0.0,0,7.0,35.4,0.0,0,0,0.0,110,120,17,97,35
22199,22,Pleumeur-Gautier,1186,0.0,0,2.0,19.9,0.0,0,0,0.0,35,32,17,66,23
22200,22,Pléven,609,0.0,0,4.0,0.0,0.0,0,0,0.0,36,32,17,66,19
22201,22,Plévenon,757,0.0,0,0.0,26.6,0.0,0,0,0.0,41,32,17,66,23
22202,22,Plévin,754,0.0,0,8.0,33.8,0.0,0,0,0.0,37,32,17,66,36
22203,22,Plœuc-L'Hermitage,4117,0.0,0,5.0,48.3,0.0,0,0,0.0,40,32,17,66,37
22204,22,Ploëzal,1227,0.0,0,4.0,17.9,0.0,0,0,0.0,35,32,17,66,25
22205,22,Plorec-sur-Arguenon,445,0.0,0,2.0,26.6,0.0,0,0,0.0,32,32,17,333,25
22206,22,Châtelaudren-Plouagat,3968,0.0,0,5.0,32.3,0.0,0,0,0.0,43,32,17,66,31
22207,22,Plouaret,2230,0.0,0,6.0,19.9,0.0,0,0,0.0,52,32,17,66,28
22208,22,Plouasne,1749,0.0,0,6.0,26.6,0.0,0,0,0.0,40,32,17,66,31
22209,22,Beaussais-sur-Mer,4379,0.0,0,15.0,38.1,0.0,0,0,0.0,48,32,17,66,47
22210,22,Ploubazlanec,2985,0.0,0,9.0,17.9,0.0,0,0,0.0,44,32,17,66,32
22211,22,Ploubezre,3741,0.0,0,6.0,25.3,0.0,0,0,0.0,42,32,17,66,30
22212,22,Plouëc-du-Trieux,1140,0.0,0,7.0,17.9,0.0,0,0,0.0,32,32,17,66,29
22213,22,Plouër-sur-Rance,3423,0.0,0,6.0,40.5,0.0,0,0,0.0,41,32,17,66,36
22214,22,Plouézec,3129,0.0,0,4.0,17.9,0.0,0,0,0.0,47,32,17,66,25
22215,22,Ploufragan,11347,0.0,0,17.0,25.5,0.0,0,0,0.0,52,32,17,66,45
22216,22,Plougonver,766,0.0,0,4.0,17.9,0.0,0,0,0.0,36,178,17,66,182
22217,22,Plougras,428,0.0,0,1.0,19.9,0.0,0,0,0.0,35,32,17,66,22
22218,22,Plougrescant,1198,0.0,0,8.0,19.9,0.0,0,0,0.0,39,32,17,66,31
22219,22,Plouguenast-Langast,2390,0.0,0,4.0,43.1,0.0,0,0,0.0,40,32,17,66,34
22220,22,Plouguernével,1602,0.0,0,8.0,92.1,0.0,0,0,0.0,39,32,17,66,56
22221,22,Plouguiel,1745,0.0,0,7.0,19.9,0.0,0,0,0.0,46,32,17,66,30
22222,22,Plouha,4677,0.0,0,4.0,47.9,0.0,0,0,0.0,74,32,17,66,61
22223,22,Plouisy,2013,0.0,0,6.0,17.9,0.0,0,0,0.0,114,32,17,66,28
22224,22,Ploulec'h,1591,0.0,0,5.0,19.9,0.0,0,0,0.0,115,102,118,66,27
22225,22,Ploumagoar,5418,0.0,0,4.0,33.1,0.0,0,0,0.0,76,32,17,66,30
22226,22,Ploumilliau,2460,0.0,0,1.0,19.9,0.0,0,0,0.0,42,32,17,66,22
22227,22,Plounérin,799,0.0,0,1.0,19.9,0.0,0,0,0.0,32,32,17,66,22
22228,22,Plounévez-Moëdec,1473,0.0,0,3.0,19.9,0.0,0,0,0.0,37,32,17,66,24
22229,22,Plounévez-Quintin,1057,0.0,0,2.0,92.1,0.0,0,0,0.0,44,32,17,66,48
22231,22,Plourac'h,350,0.0,0,1.0,17.9,0.0,0,0,0.0,22,32,17,66,21
22232,22,Plourhan,2137,0.0,0,5.0,40.2,0.0,0,0,0.0,33,32,17,66,34
22233,22,Plourivo,2267,0.0,0,2.0,17.9,0.0,0,0,0.0,39,32,17,66,22
22234,22,Plouvara,1149,0.0,0,3.0,20.3,0.0,0,0,0.0,33,32,17,66,25
22235,22,Plouzélambre,202,0.0,0,3.0,19.9,0.0,0,0,0.0,29,32,17,66,24
22236,22,Pludual,737,0.0,0,3.0,20.3,0.0,0,0,0.0,34,32,17,66,25
22237,22,Pluduno,2205,0.0,0,3.0,26.6,0.0,0,0,0.0,41,32,17,66,27
22238,22,Plufur,533,0.0,0,4.0,19.9,0.0,0,0,0.0,27,32,17,66,26
22239,22,Plumaudan,1403,0.0,0,7.0,26.6,0.0,0,0,0.0,33,32,17,66,32
22240,22,Plumaugat,1156,0.0,0,3.0,26.6,0.0,0,0,0.0,35,32,17,66,27
22241,22,Plumieux,1021,0.0,0,3.0,0.0,0.0,0,0,0.0,33,32,17,66,18
