departement,commune,code postal,adresse,nom,COG,validation,latitude,longitude,confidenceCoordinates
1,Ambérieu-en-Bugey,1500,Avenue Paul Painlevé - 01500 AMBÉRIEU-EN-BUGEY,Salle de prière,1004,exact_match,45.9574520620214,5.33829656620922,1
1,Ambérieu-en-Bugey,1500,11 Rue de la Résistance - 01500 AMBÉRIEU-EN-BUGEY,Salle de prière,1004,exact_match,45.9581791,5.3474721,1
1,Valserhône,1200,4 rue Beau site - 01200 BELLEGARDE SUR VALSERINE,Mosquée,1033,mapped_to_Valserhône,46.1034704,5.8147593,1
1,Valserhône,1200,Allée Maryse Bastié - 01200 CHÂTILLON-EN-MICHAILLE,Salle de prière,1033,mapped_to_Valserhône,46.1196624929656,5.80634076274651,1
1,Valserhône,1200,2 Rue du Dépôt - 01200 BELLEGARDE-SUR-VALSERINE,Salle de prière,1033,mapped_to_Valserhône,46.110878,5.8276179,1
1,Valserhône,1200,Rue de l'Avenir - 01200 BELLEGARDE-SUR-VALSERINE,Salle de prière,1033,mapped_to_Valserhône,46.1017266002636,5.81677014338431,1
1,Valserhône,1200,16 rue de l'Avenir - 01200 BELLEGARDE SUR VALSERINE,Mosquée,1033,mapped_to_Valserhône,46.1017266002636,5.81677014338431,0.5
1,Valserhône,1200,65/69 allee Maryse Bastie - 01200 BELLEGARDE SUR VALSERINE,Salle de prière,1033,mapped_to_Valserhône,46.1196624929656,5.80634076274651,0.5
1,Valserhône,1200,14 rue Louis Dumont - 01200 BELLEGARDE SUR VALSERINE,Salle de prière,1033,mapped_to_Valserhône,46.1127372183582,5.82596521488767,0.5
1,Belley,1300,Rue de Savoie - 01300 BELLEY,Salle de prière,1034,exact_match,45.7557667871192,5.6895130978668,1
1,Belley,1300,Avenue Vulliod - 01300 BELLEY,Association islamique turque,1034,exact_match,45.7536491667382,5.69611997715408,0.9
1,Belley,1300,ZI Coron - 01300 BELLEY,Association islamique turque,1034,exact_match,45.760758,5.6861466,0.5
1,Bourg-en-Bresse,1000,29 rue de la Croix Blanche - 01000 BOURG-EN-BRESSE,Mosquée El-Mohssinine,1053,exact_match,46.205298,5.248004,1
1,Bourg-en-Bresse,1000,5 Rue du Pont des Chèvres - 01000 BOURG-EN-BRESSE,Mosquée Et-Taqwa,1053,exact_match,46.2104182,5.2215373,1
1,Bourg-en-Bresse,1000,148 Avenue Amédée Mercier - 01000 BOURG-EN-BRESSE,Salle de prière,1053,exact_match,46.197762,5.261012,1
1,Culoz-Béon,1350,Rue des Ecoles - 01350 CULOZ,Mosquée Abou Bakr Association Culturelle Islamique,1138,mapped_to_Culoz-Béon,45.8519111690257,5.78630821563581,1
1,Ferney-Voltaire,1210,16 rue de Genève - 01210 FERNEY VOLTAIRE,Centre Culturel des Musulmans du Pays de Gex,1160,exact_match,46.254906,6.11158122804796,1
1,Meximieux,1800,15 Avenue du Docteur Boyer - 01800 MEXIMIEUX,Mosquée OKBA IBNO NAFAA,1244,exact_match,45.9067679,5.1946961,1
1,Miribel,1700,Rue de la Paix - 01700 MIRIBEL,Mosquée Miribel,1249,exact_match,45.8294740030689,4.96991113463503,1
1,Montluel,1120,146 rue des bleuets - 01120 MONTLUEL,Mosquée,1262,exact_match,45.847043,5.052652,1
1,Montluel,1120,42 rue Puits Rollet - 01120 MONTLUEL,Salle de prière,1262,exact_match,45.850768,5.054082,0.675
1,Montluel,1120,214 allée des Lilas - 01120 MONTLUEL,Mosquée,1262,exact_match,45.8466375364195,5.04911530085434,0.5
1,Montréal-la-Cluse,1460,"54, rue des savoies - 01460 MONTRÉAL-LA-CLUSE",Mosquée et centre culturel de Montréal La Cluse,1265,exact_match,46.170397116,5.57674302,0.5
1,Nantua,1130,Rue Borgnat - 01130 NANTUA,Salle de prière,1269,exact_match,46.1549166581817,5.60651468681837,1
1,Nantua,1130,Route de Genève - 01130 NANTUA,Salle de prière,1269,exact_match,46.1456454865915,5.61321561989215,1
1,Oyonnax,1100,5 rue dela Paix - 01100 OYONNAX,Mosquée Turque,1283,exact_match,46.256623,5.658729,1
1,Oyonnax,1100,Rue de Geilles - 01100 OYONNAX,Mosquée,1283,exact_match,46.2457046041684,5.66251465499827,1
1,Oyonnax,1100,01 route d'Apremont - 01100 OYONNAX,Mosquee Ar-Rahma,1283,exact_match,46.243276,5.666358,0.95
1,Oyonnax,1100,40 rue Saint Exupery - 01100 OYONNAX,Salle de prière,1283,exact_match,46.2592096522706,5.63861045909443,0.5
1,Oyonnax,1100,34 Rue du 8 Mai 1945 01100 Oyonnax,Salle de prière,1283,exact_match,46.2573870020265,5.65775843173521,0.5
1,Saint-Genis-Pouilly,1630,3 Rue du Bordeaux - 01630 SAINT-GENIS-POUILLY,Salle de prière,1354,exact_match,46.242588,6.021385,0.7875
1,Saint-Genis-Pouilly,1630,3 Rue de Bordeaux 01630 Saint-Genis-Pouilly,Salle de prière,1354,exact_match,46.243244,6.0207779,0.25
1,Trévoux,1600,4 Rue de l'Hôpital - 01600 TRÉVOUX,Salle de prière,1427,exact_match,45.941532,4.772067,1
1,Trévoux,1600,07 rue du Bois - 01600 TRÉVOUX,Mosquée,1427,exact_match,45.940743,4.777948,0.95
1,Trévoux,1600,169 Route de Paris 01600 Trévoux,Mosquée,1427,exact_match,45.9412075,4.7734565,0.25
1,Viriat,1440,169 route de Paris - 01440 VIRIAT,Salle de prière,1451,exact_match,46.2164695,5.2136174,1
1,Viriat,1440,4 Rue de l'Hôpital 01440 Viriat,Salle de prière,1451,exact_match,46.2533181,5.2167876,0.25
2,Beautor,2800,"31, route de Tergnier - 02800 BEAUTOR",Mosquée,2059,exact_match,49.6581675,3.3424761520999,1
2,Bohain-en-Vermandois,2110,"11, rue Paulin Pecqueux - 02110 BOHAIN EN VERMANDOIS",Mosquée,2095,exact_match,49.9884035,3.45184408984376,1
2,Charly-sur-Marne,2310,"12, rue Louis Martin - 02310 CHARLY-SUR-MARNE",Mosquée Charly-sur-Marne,2163,exact_match,48.979873,3.283488,1
2,Château-Thierry,2400,"11, rue de la Prairie - 02400 CHATEAU THIERRY",Mosquée,2168,exact_match,49.039312,3.402532,1
2,Château-Thierry,2400,"15 / 17, rue Pâtis Saint-Martin - 02400 CHATEAU THIERRY",Mosquée,2168,exact_match,49.0447968,3.38764096595435,0.9
2,Chauny,2300,4 rue la paix - 02300 CHAUNY,Mosquée Salam,2173,exact_match,49.616248,3.219132,0.9
2,Fresnoy-le-Grand,2230,"158, rue Jean Baptiste Charlet - 02230 FRESNOY LE GRAND",Mosquée ER-RAHMA,2334,exact_match,49.9507965,3.41107273863636,1
2,Fresnoy-le-Grand,2230,rue Brancourt - 02230 FRESNOY LE GRAND,Mosquée De Fresnoy,2334,exact_match,49.9468967,3.4147934,0.5
2,Laon,2000,"81, avenue Charles de Gaulle - 02000 LAON",Mosquée Annour,2408,exact_match,49.56926125,3.64422021802893,1
2,Saint-Quentin,2100,2 Rue Marcel Bugain   - 02100 SAINT-QUENTIN,Mosquée de Saint Quentin,2691,exact_match,49.8511845,3.26913843377095,1
2,Saint-Quentin,2100,"45, rue Mistral - 02100 SAINT QUENTIN",Mosquée,2691,exact_match,49.8384224,3.2767031,0.9
2,Soissons,2200,38 Av de Pasly B.P.63 - 02200 SOISSONS,Mosquée Soissons,2722,exact_match,49.3892565,3.31265939633584,1
2,Soissons,2200,"12, Boulevard Presles - 02200 SOISSONS",Mosquée,2722,exact_match,49.37842,3.331828,0.9
2,Villers-Cotterêts,2600,14 chemin de la Marlière - 02600 VILLERS COTTERETS,Mosquée,2810,exact_match,49.258084,3.101023,1
3,Montluçon,3100,45 rue Eugene Sue - 03100 MONTLUCON,Mosquée As salam,3185,exact_match,46.35938,2.600694,1
3,Montluçon,3100,"74, rue René Viviani - 03100 MONTLUCON",Mosquée,3185,exact_match,46.35769,2.585714,1
3,Montluçon,3100,"1, avenue Jules Guesdes - 03100 MONTLUCON",Mosquée ER-RAHMA,3185,exact_match,46.34222,2.589699,0.771428571428571
3,Montluçon,3100,Rue Pré-Gérré - 03100 MONTLUCON,Salle de prière,3185,exact_match,46.3400296,2.6073963,0.5
3,Montluçon,3000,57 Rue du Pont de Bois 03000 Montluçon,Centre Culturel Islamique,3185,exact_match,46.5718206,3.3404255,0.3
3,Montluçon,3000,Rue du docteur roux  - 03000 MONTLUÇON,Salle de prière Montluçon,3185,exact_match,46.3331225703293,2.59931977056716,1
3,Moulins,3000,57 Rue du Pont de Bois - 03000 MOULINS,Centre Culturel Islamique de Moulins,3190,exact_match,46.5718206,3.3404255,1
3,Moulins,3000,5/7 impasse Dieudonné Costes - 03000 MOULINS,Mosquée,3190,exact_match,46.542885,3.33798,0.95
3,Vichy,3200,51 allee des ailes - 03200 VICHY,Mosquée - masjid al-rahma,3310,exact_match,46.146018,3.41411258656675,1
3,Vichy,3200,Rue d'Alsace  - 03200 VICHY,Mosquée Turque,3310,exact_match,46.1292322729305,3.42794336857734,1
3,Vichy,3200,14 Rue Carnot  - 03200 VICHY,Salle de prière,3310,exact_match,46.1233165,3.4240905,1
3,Vichy,3200,61 Rue Fleury - 03200 VICHY,Mosquée El Hijra,3310,exact_match,46.1225164,3.4312625,1
3,Yzeure,3400,quartier le Plessis - 03400 YZEURE,Salle de prière,3321,exact_match,46.5676568,3.3539775,0.5
4,Digne-les-Bains,4000,"5, rue Pied de Ville - 04000 DIGNE LES BAINS",Mosquée,4070,exact_match,44.0911074,6.2344637,1
4,Digne-les-Bains,4000,Rue de la Grande Fontaine - 04000 DIGNE-LES-BAINS,Mosquée Younès,4070,exact_match,44.0941623642358,6.23959749203619,1
4,Manosque,4100,486 rue des Cabris - 04100 MANOSQUE,Mosquée EN-NASR,4112,exact_match,43.8206426,5.7880976,1
4,Manosque,4100,"1, rue de la Liberté - 04100 MANOSQUE",Mosquée,4112,exact_match,43.8316262,5.7827645,1
4,Manosque,4100,"11, rue Quintrand - 04100 MANOSQUE",Mosquée,4112,exact_match,43.834007,5.781723,0.7
4,Sisteron,4200,"94, avenue du stade - 04200 SISTERON",Mosquée,4209,exact_match,44.179758,5.945712,1
4,Sisteron,4200,Quartier Beaulieu - 04200 SISTERON,Mosquée,4209,exact_match,44.1963467,5.9443791,0.5
5,Gap,5000,Rue de la boiserie - 05000 GAP,Mosquee de Gap,5061,exact_match,44.5673410985904,6.10785998725722,1
5,Gap,5000,27 route de la justice - 05000 GAP,Mosquée Omar Ibn El-Khattab,5061,exact_match,44.5665,6.105113,1
6,Antibes,6600,17 Avenue du Châtaignier - 06600 ANTIBES,Salle de prière Châtaignier,6004,exact_match,43.580771,7.11305380158643,1
6,Beausoleil,6240,"7, rue Victor-Hugo - 06240 BEAUSOLEIL",Mosquée,6012,exact_match,43.737723,7.414067,1
6,Beausoleil,6240,1020 Avenue des Anciens Combattants 06240 Beausoleil,Mosquée,6012,exact_match,43.746686,7.423718,0.3969
6,Cagnes-sur-Mer,6800,13 rue Modigliani - 06800 CAGNES-SUR-MER,Mosquée de Cagnes-sur-Mer,6027,exact_match,43.665739,7.151609,1
6,Cagnes-sur-Mer,6800,"88, route de Grasse - 06800 CAGNES SUR MER",Salle de prière,6027,exact_match,43.6563040057643,7.1465629853368,0.5
6,Cagnes-sur-Mer,6800,Chemin du Travail - 06800 CAGNES-SUR-MER,Mosquée,6027,exact_match,43.6612012,7.1513834,0.5
6,Cannes,6150,Avenue Michel Jourdan - 06150 CANNES,Mosquée Iqraa,6029,exact_match,43.5555692043124,6.97074890891703,1
6,Cannes,6400,20 Rue Louis Blanc - 06400 CANNES,Mosquée,6029,exact_match,43.553788,7.012213,1
6,Cannes,6400,1 Bis Avenue du Petit Juas 06400 Cannes,Mosquée Al Madina Al Mounawara,6029,exact_match,43.555111,7.015028,1
6,Cannes,6150,Avenue des Buissons-Ardents  (face de la Clinique des Olivets) - 06150 CANNES,Salle de prière foyer,6029,exact_match,43.5584234471921,6.96650272866792,1
6,Le Cannet,6110,66 Chemin de l'Olivet - 06110 LE CANNET,Mosquée Anour,6030,exact_match,43.572913,6.991653,1
6,Le Cannet,6110,Vallon de Font Marie - 06110 LE CANNET,Mosquée,6030,exact_match,43.5761076,7.0191865,0.5
6,Cap-d'Ail,6320,Chemin Romain - 06320 CAP-D'AIL,Association des Résidents du Foyer,6032,exact_match,43.7265627639078,7.39937539497152,1
6,Carros,6510,"9, rue du Cougnet - 06510 CARROS",Mosquée,6033,exact_match,43.775285,7.191916,1
6,Grasse,6130,avenue Jean XXIII - 06130 GRASSE,Salle de prière,6069,exact_match,43.6629124053245,6.93914634133387,1
6,Grasse,6130,37 Rue Droite - 06130 GRASSE,Mosquée EL-Ghaurane Association Culturelle Islamique,6069,exact_match,43.6593598,6.9244384,1
6,Grasse,6130,3 Rue des Quatre Coins - 06130 GRASSE,Mosquée De Grasse Association Cultuelle Z.I. du Carré,6069,exact_match,43.6600053,6.9234407,0.5
6,Grasse,6130,Chemin de la madelein - 06130 GRASSE,Mosquée du Pays Grassois,6069,exact_match,43.6558211063431,6.93589009401036,1
6,Mandelieu-la-Napoule,6210,Avenue du Maréchal De Lattre De Tassigny - 06210 MANDELIEU LA NAPOULE,Salle de prière,6079,exact_match,43.5486077708378,6.94138485930352,1
6,Menton,6500,Route de Sospel - 06500 MENTON,Salle de prière,6083,exact_match,43.8214197836123,7.48308425075967,1
6,Nice,6200,117 Avenue Simone Veil - 06200 NICE,Institut Niçois En-nour,6088,exact_match,43.688883,7.200867,1
6,Nice,6200,58 Rue Auguste Pégurier - 06200 NICE,Mosquée Imane,6088,exact_match,43.671976,7.221101,1
6,Nice,6000,"130, Boulevard de la Madeleine - 06000 NICE",Mosquée de l'Association des Musulmans des Alpes Maritimes,6088,exact_match,43.700147,7.238186,1
6,Nice,6300,18 rue emile leonard - 06300 NICE,mosquée giuliani,6088,exact_match,43.714308,7.286322,1
6,Nice,6000,12 Rue de Suisse - 06000 NICE,Salle de prière,6088,exact_match,43.7031435,7.2643126,1
6,Nice,6000,"59, avenue Joseph Raybaud - 06000 NICE",Salle de prière,6088,exact_match,43.727628,7.282291,1
6,Nice,6200,Rue de la Santoline - 06200 NICE,Mosquée Taqwa,6088,exact_match,43.6733338354001,7.20362692481404,1
6,Nice,6000,3 Rue de la Gendarmerie - 06000 NICE,Salle de prière foyer,6088,exact_match,43.711146,7.280905,1
6,Nice,6000,Avenue Saint Joseph - 06000 NICE,Salle de priere,6088,exact_match,43.7044425,7.25209545170611,0.81
6,Nice,6000,143 Boulevard de l'Ariane 06000 Nice,Mosquée Al Fourkane,6088,exact_match,43.73671,7.305883,1
6,Nice,6000,20 Chemin du Château Saint-Pierre 06000 Nice,Mosquée,6088,exact_match,43.737996,7.301606,1
6,Nice,6000,Place de l'Église de l'Ariane 06000 Nice,Mosquée,6088,exact_match,43.737717,7.302853,0.8
6,Nice,6300,28-30 rue du général Saramito - 06300 NICE,Mosquée Arrahma,6088,exact_match,43.7395771313974,7.30640935281305,0.45
6,Nice,6000,"5, rue Joseph Passeron - 06000 NICE",Salle de prière,6088,exact_match,43.704803,7.293596,1
6,Nice,6000,"273, rue de Grenoble - 06000 NICE",Salle de prière,6088,exact_match,43.7009358,7.2683912,0.25
6,Nice,6000,"5, rue Pierre Séguran - 06000 NICE",Mosquée,6088,exact_match,43.7376339003258,7.30638655715622,0.5
6,Nice,6200,Rue des Mahonias - 06200 NICE,Mosquée Mahonias,6088,exact_match,43.7009358,7.2683912,0.5
6,Nice,6000,Chemin des Arnauds St André  - 06000 NICE,Salle de prière foyer,6088,exact_match,43.713667,7.264625,0
6,Nice,6000,248 Bd du Mont Boron - 06000 NICE,Mosquée Mont Boron,6088,exact_match,43.704666,7.292581,1
6,Saint-André,6730,"99, chemin des Arnauds - 06730 SAINT ANDRÉ",Mosquée,6114,exact_match,43.745899,7.288804,1
6,La Trinité,6340,"64, boulevard Dominique Blanqui - 06340 LA TRINITE",Mosquée,6149,exact_match,43.734975,7.313605,0.9
6,Vallauris,6220,Rue des Grands Horts - 06220 VALLAURIS,Mosquée De Vallauris,6155,exact_match,43.57897495,7.0521514,1
6,Vallauris,6220,1 avenue Maréchal Foch - 06220 VALLAURIS,Mosquée Ahlu Sunnah,6155,exact_match,43.5791702942779,7.05386047168286,0.5
6,Vallauris,6220,Quartier Lazaïne - 06220 VALLAURIS,Mosquée,6155,exact_match,43.576647,7.058366,0.5
6,Vallauris,6220,470 Chemin Saint-Bernard 06220 Vallauris,Mosquée,6155,exact_match,43.6009398089898,7.06043451478308,0.45
6,Vence,6140,Cité Paroissiale - 06140 VENCE,Mosquée,6157,exact_match,43.7224167,7.1116845,0.5
7,Annonay,7100,"24, avenue Jean Moulin - 07100 ANNONAY",Mosquée,7010,exact_match,45.2533499,4.6699283,1
7,Annonay,7100,"13, rue de Fontanes - 07100 ANNONAY",Mosquée,7010,exact_match,45.2369923,4.6735453,1
7,Annonay,7100,Le Combe du Prieuré - 07100 ANNONAY,Mosquée,7010,exact_match,45.2464272181147,4.66572086121482,0.81
7,Annonay,7100,Place de la Libération - 07100 ANNONAY,Mosquée,7010,exact_match,45.2399639,4.6675475,0.5
7,Annonay,7100,4D Cité Le Pilat 07100 Annonay,Mosquée,7010,exact_match,45.2399639,4.6675475,0.25
7,Aubenas,7200,Avenue de Zelzate - 07200 AUBENAS,Mosquée Nour,7019,exact_match,44.6207304458867,4.37935077282469,1
7,Aubenas,7200,17 bis av. de schwarzenbek - 07200 AUBENAS,Mosquée NOUR,7019,exact_match,44.620529,4.380547,1
7,Aubenas,7200,31 Avenue de Schwarzenbeck 07200 Aubenas,Mosquée Azitoun,7019,exact_match,44.626781,4.410213,0.153846153846154
7,Bourg-Saint-Andéol,7700,"30, avenue du Maréchal Leclerc - 07700 BOURG SAINT ANDEOL",Mosquée Salam,7042,exact_match,44.3841919,4.6416988,0.9
7,Largentière,7110,Quartier Le Rang - 07110 LARGENTIERE,Salle de prière,7132,exact_match,44.5425207,4.2930748,0.5
7,Privas,7000,Avenue du Maréchal Leclerc - 07000 PRIVAS,Mosquée,7186,exact_match,44.7352708,4.5986733,0.5
7,Le Teil,7400,1 rue Olivier de Serres - 07400 LE TEIL,Mosquée,7319,exact_match,44.549303,4.681273,1
7,Le Teil,7400,"21, Boulevard Tariote - 07400 LE TEIL",Mosquée De Teil,7319,exact_match,44.545662,4.67889,0.7875
7,Tournon-sur-Rhône,7300,"295, chemin Imbert - 07300 TOURNON SUR RHONE",Mosquée,7324,exact_match,45.0537354,4.8420176,1
7,Tournon-sur-Rhône,7300,"454, passage de l'Etang - 07300 TOURNON SUR RHONE",Mosquée,7324,exact_match,45.0531305832503,4.84086680162059,0.5
8,Charleville-Mézières,8000,"9, rue de la Fonderie - 08000 CHARLEVILLE MEZIERES",Mosquée De Charleville,8105,exact_match,49.756595,4.719491,1
8,Charleville-Mézières,8000,"3, rue Martin Cacheleux - 08000 CHARLEVILLE MEZIERES",Mosquée,8105,exact_match,49.750671,4.726936,1
8,Charleville-Mézières,8000,"9, boulevard Gambetta - 08000 CHARLEVILLE MEZIERES",Mosquée,8105,exact_match,49.770704,4.718329,1
8,Fumay,8170,"47, avenue de L'Europe - 08170 FUMAY",Mosquée,8185,exact_match,49.984631,4.68665,1
8,Fumay,8170,"61, allée du Muget - 08170 FUMAY",Mosquée,8185,exact_match,49.98499,4.691074,0.75
8,Givet,8600,11 Chemin Mon Bijoux 08600 Givet,Mosquée,8190,exact_match,50.1362582,4.8248698,0.25
8,Revin,8500,Avenue Calmette - 08500 REVIN,Mosquée,8363,exact_match,49.9290517728378,4.65097126725696,0.9
8,Revin,8500,Lieu dit Sartnizon - 08500 REVIN,Salle de prière,8363,exact_match,49.9421221,4.6374643,0.5
8,Revin,8500,4 Rue Pierre Curie 08500 Revin,Mosquée,8363,exact_match,49.9421221,4.6374643,0.25
8,Sedan,8200,"5, avenue Stackler - 08200 SEDAN",Mosquée,8409,exact_match,49.696976,4.954694,1
8,Sedan,8200,"9, Bd. Gambetta - 08200 SEDAN",Mosquée,8409,exact_match,49.7007967,4.9460177,1
9,Auzat,9220,"23, rue des Isards - 09220 AUZAT",Mosquée d'Auzat,9030,exact_match,42.7649540628814,1.4771228596171,0.5
9,Foix,9000,"23, rue des Rival - 09000 FOIX",Mosquée De Foix,9122,exact_match,42.966773,1.60763,0
9,Lavelanet,9300,"76, rue Pasteur - 09300 LAVELANET",Mosquée De Lavelanet,9160,exact_match,42.932922,1.844032,1
9,Lavelanet,9300,"33 bis, rue Sébilé - 09300 LAVELANET",Mosquée Abou Bakr,9160,exact_match,42.937465,1.852774,1
9,Mirepoix,9500,"81 Avenue Victor Hugo, Mirepoix, Midi-Pyrénées, France - 09500 MIREPOIX",Salle de priére Mirepoix,9194,exact_match,43.086297,1.876092,1
9,Mirepoix,9500,"35, rue des Pénitants Blancs - 09500 MIREPOIX",Mosquée De Mirepoix,9194,exact_match,43.088475,1.875875,0.8
9,Pamiers,9100,Impasse du Femouras - 09100 PAMIERS,Mosquée de Pamiers,9225,exact_match,43.1147515,1.6082177,0.5
9,Pamiers,9100,27 Rue des Quatre Sergents de la Rochelle 09100 Pamiers,Mosquée De Pamiers,9225,exact_match,43.113642,1.626576,0.25
9,Saint-Girons,9200,"5, impasse du casino - 09200 SAINT GIRONS",Mosquée De Saint Girons,9261,exact_match,42.9833613,1.14279415,0.5
9,Tarascon-sur-Ariège,9400,"9 bis, rue des Rentiers - 09400 TARASCON SUR ARIEGE",Mosquée Nasr,9306,exact_match,42.8459303,1.6044458,1
10,Bar-sur-Aube,10200,"10, rue Général De Gaulle - 10200 BAR SUR AUBE",Mosquée Othmane Ibn Affane,10033,exact_match,48.235655,4.705787,0.9
10,Bar-sur-Aube,10200,Route de Mery - 10200 BAR SUR AUBE,Mosquée EL-Houda,10033,exact_match,48.2332047,4.7058337,0.5
10,Bar-sur-Seine,10110,rue des Ecoles - 10110 BAR SUR SEINE,Mosquée EN-Nour,10034,exact_match,48.1149020263819,4.37394216036122,1
10,Bar-sur-Seine,10110,Route de Mery - 10110 BAR SUR SEINE,Mosquée En-Nour,10034,exact_match,48.1126529,4.3759103,0.5
10,Bar-sur-Seine,10110,5 Rue Le Corbusier 10110 Bar-sur-Seine,Mosquée,10034,exact_match,48.117695,4.381069,0.25
10,La Chapelle-Saint-Luc,10600,62 Rue Général Sarrail  - 10600 LA CHAPELLE SAINT LUC,Mosquée Tawhid/UCMA,10081,exact_match,48.30815,4.044943,0.9
10,La Chapelle-Saint-Luc,10600,Rue Jean Moulin 10600 La Chapelle-Saint-Luc,Mosquée EN-Nour,10081,exact_match,48.316774,4.037203,0.5
10,La Chapelle-Saint-Luc,10000,7 Rue Le Corbusier 10000 La Chapelle-Saint-Luc,Mosquée Mosaab Bni Omair,10081,exact_match,48.309691744,4.036117239,0.5
10,Nogent-sur-Seine,10400,"19, rue saint François - 10400 NOGENT-SUR-SEINE",Mosquée Turque,10268,exact_match,48.491714,3.50418,1
10,Nogent-sur-Seine,10400,"33, rue Jean Jaurès - 10400 NOGENT SUR SEINE",Mosquée De Nogent Sur Seine,10268,exact_match,48.494777,3.505309,1
10,Romilly-sur-Seine,10100,"31bis, rue Jean Moulin - 10100 ROMILLY SUR SEINE",Mosquée de Romilly Sur Seine,10323,exact_match,48.514462,3.72099,1
10,Romilly-sur-Seine,10100,"65, avenue Diderot - 10100 ROMILLY SUR SEINE",Mosquée,10323,exact_match,48.513369511567,3.71449425057832,0.5
10,Romilly-sur-Seine,10100,17 Rue du Marton 10100 Romilly-sur-Seine,Salle de prière,10323,exact_match,48.508568,3.725339,0.111111111111111
10,Romilly-sur-Seine,10100,"82, rue Jean Berthelin - 10100 ROMILLY SUR SEINE",Mosquée,10323,exact_match,48.512906,3.729772,0.25
10,Saint-André-les-Vergers,10120,Avenue de l'Ile Germaine - 10120 SAINT-ANDRÉ-LES-VERGERS,Salle de prière,10333,exact_match,48.2835265703641,4.05244754943234,1
10,Troyes,10000,6 rue des ponts - 10000 TROYES,Mosquée Imâm Abû Hâmid Al-Ghazālī,10387,exact_match,48.287304,4.086333,1
10,Troyes,10000,"4, Place de Soest - 10000 TROYES",Mosquée Hamza,10387,exact_match,48.302641,4.096285,1
10,Troyes,10000,"92, rue des Marots - 10000 TROYES",Mosquée EL-FATH,10387,exact_match,48.30742,4.045208,1
10,Troyes,10000,58 Mail des Charmilles - 10000 TROYES,Al-Ihsan,10387,exact_match,48.299916,4.0874867,0.75
10,Troyes,10000,"42, rue Charles Gros - 10000 TROYES",Mosquée Imam Ali,10387,exact_match,48.2964006,4.0783199,0.75
10,Troyes,10000,"1, rue Jean Berthelin - 10000 TROYES",Mosquée Abou Bakr,10387,exact_match,48.2770612095051,4.07328581330918,0.5
10,Troyes,10000,"3, rue des Jumelages - 10000 TROYES",Mosquée Hamza,10387,exact_match,48.3041779036128,4.09376055262829,0.5
10,Troyes,10000,4 Rue du Docteur Calmette 10000 Troyes,Mosquée EL-Nour,10387,exact_match,48.293617799,4.036995882,0.5
10,Vendeuvre-sur-Barse,10140,"2, rue des Perches - 10140 VENDEUVRE SUR BARSE",Mosquée,10401,exact_match,48.238158,4.467342,1
11,Carcassonne,11000,102 Rue Trivalle - 11000 CARCASSONNE,Mosquée,11069,exact_match,43.2093613,2.364638,1
11,Carcassonne,11000,Rue Louis Pergaud - 11000 CARCASSONNE,Mosquée Du Viguier,11069,exact_match,43.209253116768,2.32908718140031,1
11,Carcassonne,11000,"77, Bd Joliot Curie - 11000 CARCASSONNE",Mosquée de Carcassonne,11069,exact_match,43.2152737,2.36770920639709,0.729
11,Carcassonne,11000,"92, Bâtiment de Provence - 11000 CARCASSONNE",Mosquée,11069,exact_match,43.2077173,2.33996856422122,0.5
11,Castelnaudary,11400,Rue Marfan - 11400 CASTELNAUDARY,Mosquée De Castelnaudary,11076,exact_match,43.3177939591451,1.95579654566647,1
11,Espéraza,11260,Impasse des Ormeaux - 11260 ESPERAZA,Mosquée,11129,exact_match,42.93054105,2.22285965,1
11,Lézignan-Corbières,11200,Avenue du Maréchal Joffre - 11200 LÉZIGNAN-CORBIÈRES,Mosquée Lézignan-Corbières,11203,exact_match,43.1986998806286,2.75830523647373,1
11,Limoux,11300,Rue du Palais - 11300 LIMOUX,Mosquée AL-Mohssinine,11206,exact_match,43.0556835230356,2.21692164368949,1
11,Narbonne,11100,"12, rue de la Berre - 11100 NARBONNE",Mosquée,11262,exact_match,43.1869456,2.9843794,1
11,Narbonne,11100,"24, rue Paul Vidal - 11100 NARBONNE",Mosquée,11262,exact_match,43.1845417,2.9874642,1
11,Narbonne,11100,2 Rue du Rieutord - 11100 NARBONNE,Mosquée,11262,exact_match,43.185786,2.976881,1
11,Narbonne,11100,8 Rue Gabriel Pelouze - 11100 NARBONNE,Mosquée de Narbonne,11262,exact_match,43.1849714,3.0087296,1
11,Narbonne,11100,"202, Cité Saint-Salveyre - 11100 NARBONNE",Mosquée,11262,exact_match,43.183489,3.000762,0.25
11,Port-la-Nouvelle,11210,7 Rue des Anciens Chantiers - 11210 PORT-LA-NOUVELLE,Mosquée Port La Nouvelle,11266,exact_match,43.021294,3.047286,1
11,Pennautier,11610,77 Boulevard Joliot-Curie - 11610 PENNAUTIER,Mosquée de Carcassonne,11279,exact_match,43.2452908519928,2.31718685213076,0.5
11,Peyriac-Minervois,11160,Rue de Lavoir - 11160 PEYRIAC MINERVOIS,Mosquée De Peryiac,11286,exact_match,43.3744618,2.5320833,1
11,Trèbes,11800,rue d'Acquitaine - 11800 TREBES,Mosquée,11397,exact_match,43.212425,2.448189,0.5
12,Decazeville,12300,Place Decazes - 12300 DECAZEVILLE,Mosquée,12089,exact_match,44.556274,2.25673,1
12,Decazeville,12300,Cité du Baldy - 12300 DECAZEVILLE,Mosquée de Decazeville,12089,exact_match,44.5709085,2.2520533,0.5
