dpt,annais,births,categorized_births,Traditionnel_pct,Moderne_pct,Inventé_pct,Européen_pct,Musulman_pct,Africain_pct,Asiatique_pct
1,1900,3210,3210,98.6,0.16,0.31,0.93,0.0,0.0,0.0
1,1901,3660,3660,99.18,0.0,0.27,0.55,0.14,0.0,0.0
1,1902,3520,3520,99.01,0.0,0.14,0.85,0.0,0.0,0.0
1,1903,3580,3580,99.16,0.0,0.0,0.84,0.0,0.0,0.0
1,1904,3765,3765,98.94,0.0,0.13,0.93,0.0,0.0,0.0
1,1905,3750,3750,98.93,0.13,0.13,0.8,0.0,0.0,0.0
1,1906,3870,3870,98.84,0.13,0.0,1.03,0.0,0.0,0.0
1,1907,3720,3720,98.25,0.13,0.27,1.34,0.0,0.0,0.0
1,1908,3965,3965,98.87,0.13,0.13,0.88,0.0,0.0,0.0
1,1909,4005,4005,98.88,0.12,0.12,0.87,0.12,0.0,0.0
1,1910,4110,4110,98.78,0.24,0.0,0.97,0.0,0.0,0.0
1,1911,3900,3900,98.85,0.13,0.0,1.03,0.0,0.0,0.0
1,1912,4285,4285,99.07,0.0,0.0,0.93,0.0,0.0,0.0
1,1913,4280,4280,98.6,0.12,0.12,1.17,0.0,0.0,0.0
1,1914,4150,4150,99.28,0.0,0.0,0.72,0.0,0.0,0.0
1,1915,2415,2415,98.76,0.0,0.0,1.24,0.0,0.0,0.0
1,1916,1790,1790,98.88,0.0,0.28,0.84,0.0,0.0,0.0
1,1917,2080,2080,99.28,0.0,0.0,0.72,0.0,0.0,0.0
1,1918,2565,2565,99.03,0.0,0.0,0.97,0.0,0.0,0.0
1,1919,2770,2770,99.1,0.0,0.18,0.72,0.0,0.0,0.0
1,1920,4940,4940,99.19,0.0,0.0,0.81,0.0,0.0,0.0
1,1921,4810,4810,98.75,0.0,0.1,1.14,0.0,0.0,0.0
1,1922,4650,4650,98.92,0.0,0.0,1.08,0.0,0.0,0.0
1,1923,4540,4540,99.01,0.0,0.22,0.77,0.11,0.0,0.0
1,1924,4420,4420,99.55,0.0,0.0,0.45,0.0,0.0,0.0
1,1925,4495,4495,99.0,0.0,0.11,0.89,0.11,0.0,0.0
1,1926,4675,4675,98.72,0.0,0.11,1.18,0.11,0.0,0.0
1,1927,4420,4420,99.55,0.0,0.0,0.45,0.0,0.0,0.0
1,1928,4525,4525,99.12,0.0,0.11,0.77,0.0,0.0,0.0
1,1929,4345,4345,99.42,0.0,0.0,0.58,0.0,0.0,0.0
1,1930,4550,4550,99.34,0.0,0.11,0.55,0.11,0.0,0.0
1,1931,4385,4385,99.54,0.0,0.0,0.46,0.0,0.0,0.0
1,1932,4435,4435,99.77,0.0,0.0,0.23,0.0,0.0,0.0
1,1933,4170,4170,99.4,0.0,0.0,0.6,0.0,0.0,0.0
1,1934,3925,3925,99.75,0.0,0.13,0.13,0.0,0.0,0.0
1,1935,3895,3895,99.36,0.0,0.0,0.64,0.0,0.0,0.0
1,1936,3780,3780,99.6,0.0,0.13,0.26,0.0,0.0,0.0
1,1937,3635,3635,99.45,0.0,0.0,0.55,0.0,0.0,0.0
1,1938,3575,3575,99.72,0.0,0.0,0.28,0.0,0.0,0.0
1,1939,3715,3715,99.73,0.0,0.13,0.13,0.0,0.0,0.0
1,1940,3525,3525,99.72,0.0,0.14,0.14,0.0,0.0,0.0
1,1941,3880,3880,99.74,0.0,0.13,0.13,0.0,0.0,0.0
1,1942,4185,4185,99.76,0.0,0.12,0.12,0.0,0.0,0.0
1,1943,4510,4510,99.45,0.0,0.11,0.44,0.0,0.0,0.0
1,1944,4570,4570,99.67,0.0,0.11,0.22,0.0,0.0,0.0
1,1945,4225,4225,99.29,0.0,0.47,0.24,0.24,0.0,0.0
1,1946,5450,5450,99.54,0.0,0.18,0.28,0.0,0.0,0.0
1,1947,5610,5610,99.29,0.0,0.45,0.27,0.0,0.0,0.0
1,1948,5670,5670,99.65,0.0,0.26,0.09,0.0,0.0,0.0
1,1949,5540,5540,99.46,0.09,0.27,0.18,0.09,0.0,0.0
1,1950,5230,5230,99.71,0.1,0.19,0.0,0.1,0.0,0.0
1,1951,4915,4915,99.49,0.1,0.2,0.2,0.0,0.0,0.0
1,1952,4785,4785,99.37,0.1,0.21,0.31,0.0,0.0,0.0
1,1953,4830,4830,99.28,0.1,0.31,0.31,0.1,0.0,0.0
1,1954,4540,4540,99.23,0.44,0.22,0.11,0.11,0.0,0.0
1,1955,4405,4405,99.32,0.34,0.11,0.23,0.11,0.0,0.0
1,1956,4565,4565,99.23,0.44,0.22,0.11,0.22,0.0,0.0
1,1957,4585,4585,98.8,0.55,0.33,0.22,0.22,0.0,0.0
1,1958,4380,4380,98.97,0.57,0.11,0.34,0.11,0.0,0.0
1,1959,4420,4420,98.19,1.02,0.11,0.34,0.57,0.11,0.0
1,1960,4465,4465,98.54,1.01,0.11,0.22,0.45,0.0,0.0
1,1961,4470,4470,97.99,1.23,0.11,0.34,0.56,0.0,0.0
1,1962,4290,4290,97.79,1.05,0.0,0.7,0.82,0.0,0.0
1,1963,4415,4415,98.07,0.91,0.11,0.68,0.68,0.11,0.0
1,1964,4565,4565,97.15,1.1,0.22,0.99,0.77,0.33,0.0
1,1965,4285,4285,97.67,0.82,0.23,0.7,0.82,0.12,0.0
1,1966,4355,4355,96.79,1.26,0.23,1.26,0.8,0.23,0.0
1,1967,4250,4250,97.29,0.59,0.35,0.82,1.41,0.24,0.0
1,1968,4135,4135,97.34,0.85,0.48,1.09,0.48,0.0,0.0
1,1969,4315,4315,95.83,0.81,0.58,1.51,1.62,0.23,0.0
1,1970,4100,4100,93.78,1.46,0.61,2.93,1.71,0.12,0.0
1,1971,4415,4415,93.54,1.59,0.45,3.17,1.47,0.11,0.0
1,1972,4280,4280,91.94,2.69,0.7,3.39,1.52,0.12,0.0
1,1973,4045,4045,89.99,3.46,0.62,4.45,1.98,0.25,0.0
1,1974,3885,3885,85.59,3.6,0.51,6.69,3.99,0.51,0.0
1,1975,3185,3185,88.38,4.24,0.31,4.55,2.83,0.31,0.0
1,1976,3065,3065,86.46,4.73,0.33,5.22,3.75,0.65,0.0
1,1977,3195,3195,82.79,6.1,0.31,5.16,5.95,0.63,0.0
1,1978,3055,3055,82.16,7.04,0.16,6.38,4.91,0.49,0.0
1,1979,3135,3135,80.86,6.22,0.16,6.22,7.18,1.28,0.0
1,1980,3405,3405,81.64,5.29,0.44,7.78,5.29,1.47,0.0
1,1981,3460,3460,82.37,6.79,0.29,5.78,4.91,1.3,0.0
1,1982,3315,3315,77.68,7.24,0.6,6.79,7.84,1.36,0.0
1,1983,3245,3245,79.82,7.24,0.31,7.09,5.7,0.77,0.0
1,1984,3035,3035,77.59,7.91,0.33,8.73,5.6,0.16,0.0
1,1985,3120,3120,76.12,8.49,0.32,9.78,5.45,0.8,0.0
1,1986,3190,3190,77.12,8.62,0.47,9.87,4.23,0.16,0.0
1,1987,3275,3275,73.13,9.01,0.92,11.6,5.5,0.31,0.0
1,1988,3195,3195,73.71,9.86,1.56,10.8,4.23,0.31,0.0
1,1989,3200,3200,74.22,10.47,1.25,11.56,2.66,0.31,0.0
1,1990,3220,3220,71.43,11.34,1.24,12.42,3.73,0.0,0.0
1,1991,3200,3200,72.34,11.56,1.09,11.56,3.75,0.16,0.0
1,1992,3010,3010,68.94,11.13,1.66,13.12,5.32,0.0,0.0
1,1993,2870,2870,70.21,12.72,1.92,12.02,3.31,0.0,0.0
1,1994,2920,2920,70.89,10.62,2.4,11.13,5.48,0.17,0.0
1,1995,2845,2845,70.65,10.54,2.99,11.25,5.27,0.0,0.18
1,1996,2705,2705,70.43,10.72,3.14,11.09,4.81,0.0,0.0
1,1997,2565,2565,68.81,10.33,3.12,12.87,5.65,0.19,0.0
1,1998,2640,2640,67.8,8.52,3.22,14.77,6.44,0.19,0.0
1,1999,2745,2745,68.31,9.65,3.46,13.11,6.74,0.18,0.0
1,2000,2750,2750,64.36,10.0,4.18,15.82,6.55,0.55,0.0
1,2001,2640,2640,62.31,11.55,4.36,16.48,6.63,0.19,0.0
1,2002,2735,2735,61.06,10.24,4.94,17.55,7.5,0.37,0.0
1,2003,2980,2980,59.23,9.23,6.21,18.62,8.22,0.34,0.0
1,2004,2765,2765,56.24,8.68,6.33,21.52,9.04,0.36,0.18
1,2005,2945,2945,52.63,7.64,7.13,23.77,12.05,0.17,0.0
1,2006,3090,3090,52.1,7.61,7.93,22.49,11.81,0.65,0.49
1,2007,2945,2945,52.12,7.47,8.66,21.22,12.9,0.51,0.17
1,2008,3195,3195,48.98,6.89,9.39,23.0,14.4,0.47,0.16
1,2009,3085,3085,47.65,6.32,10.7,23.5,15.56,0.97,0.16
1,2010,3105,3105,43.48,5.96,12.72,25.6,16.59,0.81,0.16
1,2011,3000,3000,44.5,5.67,12.17,26.83,14.83,1.33,0.33
1,2012,2915,2915,45.28,6.52,10.12,25.39,17.15,0.69,0.17
1,2013,2900,2900,42.93,6.21,11.03,27.07,16.72,0.69,0.17
1,2014,2945,2945,42.78,5.43,13.58,25.81,16.47,1.02,0.34
1,2015,2570,2570,43.58,5.64,11.09,26.07,17.51,0.97,0.39
1,2016,2630,2630,43.54,5.51,12.36,25.29,18.63,1.14,0.19
1,2017,2325,2325,40.0,6.02,12.69,28.39,18.06,1.51,0.22
1,2018,2590,2590,38.03,5.6,12.93,28.57,19.5,1.16,0.58
1,2019,2365,2365,39.32,5.29,12.26,27.06,20.72,1.48,0.42
1,2020,2310,2310,38.74,5.41,13.64,27.06,19.48,1.73,0.0
1,2021,2475,2475,35.76,4.85,16.97,28.28,19.6,1.82,0.2
1,2022,2230,2230,36.1,4.48,15.7,27.35,21.3,1.79,0.22
1,2023,2005,2005,38.65,3.99,14.71,28.93,18.95,1.25,0.5
1,2024,1800,1800,36.39,3.89,15.0,28.61,20.56,1.94,0.28
2,1900,5145,5145,98.06,0.0,0.0,1.94,0.0,0.0,0.0
2,1901,5615,5615,97.95,0.0,0.0,2.05,0.0,0.0,0.0
2,1902,5870,5870,97.96,0.09,0.0,1.96,0.0,0.0,0.0
2,1903,5765,5765,98.09,0.0,0.0,1.91,0.0,0.0,0.0
2,1904,5970,5970,98.41,0.0,0.0,1.59,0.0,0.0,0.0
2,1905,5965,5965,98.24,0.0,0.0,1.68,0.08,0.0,0.0
2,1906,6520,6520,98.31,0.0,0.0,1.69,0.0,0.0,0.0
2,1907,6395,6395,98.44,0.0,0.0,1.56,0.0,0.0,0.0
2,1908,6710,6710,98.73,0.0,0.0,1.27,0.0,0.0,0.0
2,1909,6500,6500,98.85,0.0,0.08,1.08,0.0,0.0,0.0
2,1910,6745,6745,98.89,0.0,0.0,1.04,0.07,0.0,0.0
2,1911,6375,6375,98.9,0.0,0.08,1.02,0.0,0.0,0.0
2,1912,6800,6800,98.75,0.0,0.0,1.18,0.07,0.0,0.0
2,1913,6895,6895,98.55,0.0,0.07,1.31,0.15,0.0,0.0
2,1914,6145,6145,98.62,0.0,0.0,1.38,0.0,0.0,0.0
2,1915,3560,3560,99.3,0.0,0.0,0.56,0.14,0.0,0.0
2,1916,2790,2790,98.92,0.0,0.0,1.08,0.0,0.0,0.0
2,1917,2085,2085,99.28,0.0,0.0,0.72,0.0,0.0,0.0
2,1918,1525,1525,99.34,0.0,0.0,0.66,0.0,0.0,0.0
2,1919,2555,2555,99.02,0.0,0.0,0.98,0.0,0.0,0.0
2,1920,7125,7125,99.16,0.0,0.0,0.84,0.0,0.0,0.0
2,1921,7805,7805,99.04,0.0,0.0,0.96,0.0,0.0,0.0
2,1922,8455,8455,98.94,0.0,0.0,1.06,0.0,0.0,0.0
2,1923,9150,9150,98.63,0.0,0.05,1.26,0.11,0.0,0.0
2,1924,9395,9390,98.14,0.05,0.05,1.7,0.16,0.05,0.0
2,1925,9245,9240,98.21,0.0,0.05,1.73,0.11,0.0,0.0
2,1926,8505,8505,98.41,0.06,0.12,1.41,0.0,0.0,0.0
2,1927,8280,8280,98.61,0.06,0.0,1.27,0.06,0.0,0.0
2,1928,8315,8315,98.74,0.06,0.0,1.2,0.0,0.0,0.0
2,1929,8210,8210,98.48,0.06,0.06,1.34,0.06,0.0,0.0
2,1930,8530,8530,98.42,0.0,0.12,1.35,0.12,0.0,0.0
2,1931,8570,8570,98.07,0.0,0.06,1.81,0.06,0.0,0.0
2,1932,8145,8145,98.4,0.06,0.0,1.53,0.0,0.0,0.0
2,1933,7605,7605,98.36,0.07,0.07,1.51,0.0,0.0,0.0
2,1934,7595,7595,98.75,0.0,0.07,1.05,0.13,0.0,0.0
2,1935,7280,7280,98.7,0.14,0.14,0.96,0.07,0.0,0.0
2,1936,7020,7020,98.93,0.14,0.14,0.71,0.07,0.0,0.0
2,1937,7010,7010,98.86,0.07,0.21,0.78,0.07,0.0,0.0
2,1938,6900,6900,99.06,0.14,0.22,0.51,0.07,0.0,0.0
2,1939,6715,6715,98.59,0.37,0.37,0.6,0.07,0.0,0.0
2,1940,4600,4600,99.02,0.22,0.22,0.43,0.11,0.0,0.0
2,1941,4275,4275,98.71,0.23,0.47,0.47,0.12,0.0,0.0
2,1942,5565,5565,98.83,0.27,0.54,0.36,0.0,0.0,0.0
2,1943,6290,6290,98.41,0.4,0.72,0.4,0.16,0.0,0.0
2,1944,6940,6940,98.2,0.29,0.65,0.72,0.14,0.0,0.0
2,1945,7150,7150,97.41,0.56,0.98,0.91,0.14,0.0,0.0
2,1946,11350,11350,97.67,0.53,0.93,0.66,0.31,0.0,0.0
2,1947,11475,11475,96.86,0.7,1.35,0.87,0.26,0.0,0.0
2,1948,11335,11335,97.04,0.66,1.32,0.79,0.35,0.0,0.0
2,1949,11775,11775,97.41,0.59,1.1,0.72,0.3,0.0,0.0
2,1950,11460,11460,96.82,0.83,1.22,0.96,0.26,0.0,0.0
2,1951,11050,11050,97.01,0.77,1.27,0.81,0.27,0.0,0.0
2,1952,10950,10950,97.03,0.87,1.05,0.87,0.32,0.0,0.0
2,1953,10495,10495,97.43,0.86,0.86,0.71,0.29,0.0,0.0
2,1954,10460,10460,97.47,0.76,0.86,0.72,0.33,0.05,0.0
2,1955,10550,10550,96.78,0.81,0.9,1.33,0.33,0.0,0.0
2,1956,10185,10185,96.86,0.93,0.74,1.33,0.34,0.0,0.0
2,1957,10255,10255,97.37,0.73,0.59,1.12,0.44,0.0,0.0
2,1958,9990,9990,97.55,0.85,0.55,0.9,0.25,0.0,0.0
2,1959,10155,10155,97.1,0.94,0.34,1.28,0.54,0.05,0.0
2,1960,9800,9800,97.04,0.92,0.41,1.43,0.51,0.05,0.0
2,1961,10205,10205,97.16,0.93,0.34,1.27,0.44,0.05,0.0
2,1962,9775,9775,96.62,1.02,0.36,1.59,0.66,0.1,0.0
2,1963,10095,10095,96.83,0.59,0.59,1.54,0.69,0.05,0.0
2,1964,10050,10050,96.37,0.75,0.45,1.99,0.8,0.05,0.0
2,1965,9970,9970,96.69,0.6,0.5,1.55,0.9,0.15,0.0
2,1966,9630,9630,97.09,0.47,0.42,1.61,0.62,0.1,0.0
2,1967,9125,9125,96.44,0.49,0.55,1.97,0.82,0.05,0.0
2,1968,8955,8955,96.04,0.78,0.5,2.23,0.61,0.06,0.0
2,1969,9010,9010,95.78,0.78,0.55,2.11,1.05,0.17,0.0
2,1970,8825,8825,94.84,0.79,0.85,2.78,0.96,0.11,0.0
2,1971,8930,8930,94.06,1.23,0.95,3.08,1.01,0.0,0.0
2,1972,9025,9025,92.24,1.99,0.66,4.32,0.94,0.22,0.0
2,1973,8620,8620,91.13,2.26,0.93,4.87,1.1,0.12,0.0
2,1974,8175,8175,89.36,2.51,0.61,6.36,1.41,0.06,0.0
2,1975,7570,7570,87.45,3.63,0.79,6.87,1.52,0.2,0.0
2,1976,6970,6970,85.51,4.73,0.65,7.82,1.51,0.22,0.0
2,1977,7330,7330,83.42,5.87,0.61,8.32,2.11,0.34,0.0
2,1978,6795,6795,81.75,6.48,0.52,9.42,2.06,0.29,0.0
2,1979,6995,6995,79.56,7.58,0.64,10.65,1.93,0.21,0.0
2,1980,7660,7660,79.96,7.11,0.46,10.51,2.15,0.39,0.0
2,1981,7625,7625,79.41,7.8,0.39,10.36,2.23,0.52,0.0
2,1982,7475,7475,77.73,8.36,0.8,11.77,1.47,0.2,0.0
2,1983,6985,6985,77.67,8.66,0.64,11.67,1.5,0.0,0.0
2,1984,7100,7100,76.69,8.59,0.7,12.61,1.55,0.35,0.0
2,1985,7155,7155,76.31,8.53,0.63,13.14,1.47,0.28,0.0
2,1986,7345,7345,74.88,8.37,0.95,14.36,1.5,0.2,0.0
2,1987,7115,7115,76.39,8.57,1.05,13.14,0.91,0.07,0.0
2,1988,6905,6905,73.79,10.43,0.72,14.12,1.01,0.07,0.0
2,1989,6665,6665,73.22,10.13,1.28,14.33,1.13,0.08,0.0
2,1990,6745,6745,72.42,10.6,1.41,14.75,0.89,0.07,0.0
2,1991,6515,6515,73.29,10.44,1.38,14.04,0.92,0.08,0.0
2,1992,6460,6460,71.21,10.14,2.4,15.25,1.16,0.0,0.08
2,1993,5930,5930,71.16,10.2,2.11,15.51,1.26,0.08,0.0
2,1994,6000,6000,70.58,9.58,2.83,15.83,1.25,0.0,0.0
2,1995,5905,5905,72.31,8.55,3.81,14.9,0.76,0.0,0.0
2,1996,5865,5865,71.36,8.44,4.01,15.6,1.02,0.0,0.0
2,1997,5815,5815,70.77,8.43,3.96,16.17,1.12,0.0,0.0
2,1998,5745,5745,71.71,8.7,4.0,14.97,0.96,0.09,0.0
2,1999,5900,5900,69.92,8.56,3.98,16.78,1.36,0.0,0.0
2,2000,6025,6025,68.88,9.29,4.56,15.93,2.07,0.17,0.0
2,2001,5625,5625,67.29,9.87,5.16,16.0,2.4,0.27,0.0
2,2002,5535,5535,64.68,10.48,6.14,16.98,2.44,0.09,0.0
2,2003,5285,5285,61.97,10.31,6.05,19.11,3.03,0.19,0.09
2,2004,5090,5090,57.76,9.14,7.37,23.08,4.03,0.2,0.0
2,2005,5155,5155,54.61,8.54,8.92,24.73,5.04,0.1,0.1
2,2006,5035,5035,52.33,8.54,10.33,25.92,5.06,0.0,0.2
2,2007,4705,4705,52.39,7.12,10.2,26.89,5.84,0.21,0.11
2,2008,4880,4880,49.8,7.38,12.19,26.43,6.66,0.61,0.31
2,2009,4660,4660,48.07,6.55,12.55,28.0,7.62,0.54,0.21
2,2010,4630,4630,46.11,7.13,12.96,28.73,8.86,0.76,0.22
2,2011,4435,4435,45.32,6.99,15.78,25.59,10.6,0.68,0.23
2,2012,4205,4205,43.64,6.06,16.05,28.06,10.58,0.95,0.36
2,2013,4125,4125,43.64,6.79,15.88,26.18,12.36,0.48,0.36
2,2014,3955,3955,43.87,5.94,16.06,27.18,11.5,1.01,0.51
2,2015,3930,3930,44.66,6.36,15.27,25.32,11.96,1.15,0.76
2,2016,3530,3530,43.06,5.95,15.44,27.05,12.18,1.27,0.57
2,2017,3520,3520,42.47,4.83,16.34,26.7,14.35,1.42,0.28
2,2018,3270,3270,44.34,5.66,16.06,25.69,12.08,1.53,0.46
2,2019,2960,2960,44.59,4.56,14.7,28.72,12.67,1.35,0.51
2,2020,3030,3030,42.24,4.62,17.82,26.9,12.21,1.82,0.33
2,2021,2920,2920,42.29,4.97,17.81,26.88,12.5,1.54,0.34
2,2022,2910,2910,39.52,4.64,18.9,27.49,14.09,1.89,0.52
2,2023,2790,2790,39.61,3.94,19.53,26.88,15.77,1.97,0.36
2,2024,2545,2545,42.24,3.54,18.47,25.93,13.95,1.96,0.59
3,1900,3930,3930,99.87,0.0,0.0,0.13,0.0,0.0,0.0
3,1901,4135,4135,99.76,0.0,0.0,0.24,0.0,0.0,0.0
3,1902,4255,4255,99.53,0.0,0.0,0.47,0.0,0.0,0.0
3,1903,4175,4175,99.76,0.0,0.0,0.24,0.0,0.0,0.0
3,1904,4180,4180,99.76,0.0,0.0,0.24,0.0,0.0,0.0
3,1905,4230,4230,99.76,0.0,0.0,0.24,0.0,0.0,0.0
3,1906,4310,4310,99.65,0.0,0.0,0.35,0.0,0.0,0.0
3,1907,4160,4160,99.52,0.0,0.0,0.48,0.0,0.0,0.0
3,1908,4350,4350,99.54,0.0,0.0,0.46,0.0,0.0,0.0
3,1909,4425,4425,99.66,0.0,0.0,0.34,0.0,0.0,0.0
3,1910,4340,4340,99.77,0.0,0.0,0.23,0.0,0.0,0.0
3,1911,3900,3900,99.62,0.0,0.0,0.38,0.0,0.0,0.0
3,1912,4195,4195,99.88,0.0,0.0,0.12,0.0,0.0,0.0
3,1913,4145,4145,99.52,0.0,0.0,0.48,0.0,0.0,0.0
3,1914,4150,4150,99.76,0.0,0.0,0.24,0.0,0.0,0.0
3,1915,2655,2655,99.81,0.0,0.0,0.19,0.0,0.0,0.0
3,1916,2015,2015,99.75,0.0,0.0,0.25,0.0,0.0,0.0
3,1917,2150,2150,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1918,2680,2680,99.63,0.0,0.0,0.37,0.0,0.0,0.0
3,1919,2595,2595,99.61,0.0,0.0,0.39,0.0,0.0,0.0
3,1920,4745,4745,99.58,0.0,0.0,0.42,0.0,0.0,0.0
3,1921,4930,4930,99.7,0.0,0.0,0.3,0.0,0.0,0.0
3,1922,4680,4680,99.47,0.0,0.0,0.53,0.0,0.0,0.0
3,1923,4470,4470,99.44,0.0,0.0,0.56,0.0,0.0,0.0
3,1924,4470,4470,99.44,0.0,0.0,0.56,0.0,0.0,0.0
3,1925,4530,4530,99.45,0.0,0.0,0.55,0.0,0.0,0.0
3,1926,4635,4635,99.68,0.0,0.0,0.32,0.0,0.0,0.0
3,1927,4435,4435,99.44,0.0,0.0,0.56,0.0,0.0,0.0
3,1928,4545,4545,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1929,4520,4520,99.56,0.0,0.0,0.44,0.0,0.0,0.0
3,1930,4640,4640,99.57,0.0,0.11,0.32,0.0,0.0,0.0
3,1931,4700,4700,99.47,0.0,0.0,0.53,0.0,0.0,0.0
3,1932,4540,4540,99.67,0.0,0.0,0.33,0.0,0.0,0.0
3,1933,4340,4340,99.42,0.0,0.12,0.46,0.0,0.0,0.0
3,1934,4250,4250,99.53,0.0,0.12,0.35,0.0,0.0,0.0
3,1935,4220,4220,99.53,0.0,0.12,0.36,0.0,0.0,0.0
3,1936,4040,4040,99.5,0.0,0.12,0.37,0.0,0.0,0.0
3,1937,3995,3995,99.5,0.0,0.38,0.13,0.0,0.0,0.0
3,1938,3950,3950,99.49,0.13,0.25,0.13,0.0,0.0,0.0
3,1939,4105,4105,99.51,0.0,0.49,0.0,0.0,0.0,0.0
3,1940,4180,4180,99.28,0.0,0.48,0.24,0.0,0.0,0.0
3,1941,4150,4150,99.28,0.12,0.24,0.36,0.0,0.0,0.0
3,1942,4890,4890,99.39,0.1,0.31,0.2,0.0,0.0,0.0
3,1943,5455,5455,99.54,0.09,0.18,0.18,0.0,0.0,0.0
3,1944,5535,5535,99.28,0.0,0.45,0.27,0.0,0.0,0.0
3,1945,5045,5045,99.31,0.0,0.4,0.3,0.1,0.0,0.0
3,1946,6630,6630,99.1,0.08,0.6,0.23,0.0,0.0,0.0
3,1947,6710,6710,99.18,0.07,0.6,0.15,0.0,0.0,0.0
3,1948,6495,6495,98.85,0.08,0.77,0.23,0.08,0.0,0.0
3,1949,6295,6295,99.21,0.08,0.56,0.16,0.0,0.0,0.0
3,1950,6585,6585,98.86,0.15,0.68,0.23,0.08,0.0,0.0
3,1951,6205,6205,99.19,0.16,0.64,0.0,0.0,0.0,0.0
3,1952,6180,6180,98.87,0.24,0.73,0.16,0.08,0.0,0.0
3,1953,5765,5765,98.7,0.17,0.78,0.35,0.09,0.0,0.0
3,1954,5945,5945,98.57,0.42,0.67,0.25,0.17,0.0,0.0
3,1955,5835,5835,98.46,0.6,0.77,0.09,0.17,0.0,0.0
3,1956,5810,5810,98.45,0.52,0.52,0.52,0.09,0.0,0.0
3,1957,5790,5790,98.45,0.6,0.43,0.35,0.17,0.0,0.0
3,1958,5655,5655,98.41,0.88,0.53,0.0,0.18,0.0,0.0
3,1959,5760,5760,98.09,0.87,0.35,0.61,0.09,0.0,0.0
3,1960,5660,5660,97.88,0.97,0.53,0.35,0.27,0.09,0.0
3,1961,5740,5740,98.0,1.05,0.26,0.44,0.35,0.0,0.0
3,1962,5645,5645,97.7,1.33,0.18,0.44,0.53,0.09,0.0
3,1963,5755,5755,98.18,1.22,0.17,0.17,0.43,0.0,0.0
3,1964,6055,6055,98.27,1.16,0.08,0.25,0.33,0.08,0.0
3,1965,5665,5665,97.88,1.06,0.26,0.53,0.35,0.0,0.0
3,1966,5745,5745,98.69,0.78,0.09,0.26,0.44,0.09,0.0
3,1967,5580,5580,97.94,0.99,0.09,0.54,0.9,0.18,0.0
3,1968,5430,5430,97.79,0.92,0.28,0.92,0.46,0.0,0.0
3,1969,5420,5420,97.79,0.65,0.18,0.74,0.92,0.0,0.0
3,1970,5305,5305,97.08,0.94,0.66,0.94,0.85,0.09,0.0
3,1971,5530,5530,95.48,1.27,0.72,1.99,0.9,0.18,0.0
3,1972,5520,5520,95.47,1.36,0.54,2.36,0.63,0.0,0.0
3,1973,5365,5365,94.41,2.05,0.47,2.61,0.75,0.0,0.0
3,1974,4915,4915,93.39,2.34,0.31,3.66,0.51,0.0,0.0
3,1975,4240,4240,92.1,2.95,0.24,4.13,0.83,0.12,0.0
3,1976,4030,4030,90.57,3.6,0.74,4.34,1.12,0.0,0.0
3,1977,4060,4060,90.02,4.31,0.37,4.56,1.11,0.0,0.0
3,1978,4130,4130,88.26,5.21,0.24,5.45,1.21,0.36,0.0
3,1979,4070,4070,88.08,5.16,0.37,5.65,1.11,0.12,0.0
3,1980,4310,4310,89.1,4.99,0.23,4.99,1.04,0.12,0.0
3,1981,4220,4220,86.02,5.92,0.36,6.87,1.07,0.12,0.0
3,1982,4070,4070,85.38,6.63,0.37,6.88,0.98,0.0,0.0
3,1983,3730,3730,85.66,7.24,0.13,6.43,0.67,0.0,0.0
3,1984,3755,3755,84.02,6.79,0.13,8.66,0.67,0.0,0.0
3,1985,3665,3665,83.08,8.32,0.27,7.78,0.68,0.14,0.0
3,1986,3660,3660,82.92,6.69,0.27,9.43,0.82,0.0,0.0
3,1987,3750,3750,81.73,7.33,0.0,10.13,0.8,0.13,0.0
3,1988,3655,3655,77.98,10.53,0.41,10.67,0.55,0.0,0.0
3,1989,3555,3555,79.32,10.83,0.14,9.42,0.42,0.0,0.0
3,1990,3560,3560,76.54,11.24,1.26,10.25,0.7,0.14,0.0
3,1991,3490,3490,74.5,12.46,0.57,12.18,0.43,0.0,0.0
3,1992,3360,3360,75.0,11.31,0.89,12.05,0.89,0.0,0.0
3,1993,3090,3090,75.57,11.65,1.62,11.0,0.32,0.0,0.0
3,1994,3235,3235,75.43,10.66,1.85,11.28,0.93,0.0,0.15
3,1995,3200,3200,74.22,9.84,2.81,12.97,0.47,0.0,0.0
3,1996,3340,3340,74.4,10.33,2.69,12.57,0.45,0.0,0.0
3,1997,3205,3205,76.13,9.2,2.65,11.54,0.62,0.0,0.0
3,1998,3245,3245,73.65,11.09,2.62,12.17,1.23,0.15,0.0
3,1999,3230,3230,71.67,10.84,3.72,13.31,0.93,0.0,0.0
3,2000,3450,3450,72.46,9.57,3.62,13.91,1.01,0.0,0.0
3,2001,3295,3295,68.59,10.32,4.7,15.33,1.52,0.15,0.0
3,2002,3035,3035,65.57,10.71,6.43,15.98,2.14,0.0,0.0
3,2003,3110,3110,63.5,9.81,5.63,19.94,1.93,0.0,0.0
3,2004,2920,2920,60.45,9.42,7.19,21.23,3.25,0.0,0.17
3,2005,2985,2985,58.29,8.71,7.87,22.28,4.69,0.0,0.17
3,2006,2915,2915,56.26,8.75,9.78,22.64,4.46,0.0,0.17
