dpt,annais,births,categorized_births,Traditionnel_pct,Moderne_pct,Inventé_pct,Européen_pct,Musulman_pct,Africain_pct,Asiatique_pct
29,1902,10440,10440,99.66,0.0,0.05,0.29,0.0,0.0,0.0
29,1903,10820,10820,99.68,0.0,0.05,0.23,0.05,0.0,0.0
29,1904,10995,10995,99.68,0.0,0.0,0.27,0.05,0.0,0.0
29,1905,11640,11640,99.74,0.0,0.0,0.21,0.04,0.0,0.0
29,1906,11740,11740,99.74,0.0,0.04,0.21,0.0,0.0,0.0
29,1907,11695,11695,99.74,0.0,0.04,0.21,0.0,0.0,0.0
29,1908,11940,11940,99.66,0.0,0.13,0.17,0.04,0.0,0.0
29,1909,12595,12585,99.6,0.0,0.08,0.28,0.04,0.0,0.0
29,1910,12735,12735,99.69,0.0,0.08,0.2,0.04,0.0,0.0
29,1911,12345,12345,99.76,0.0,0.08,0.12,0.04,0.0,0.0
29,1912,13105,13105,99.77,0.0,0.04,0.15,0.04,0.0,0.0
29,1913,12805,12805,99.69,0.0,0.12,0.16,0.04,0.0,0.0
29,1914,13150,13150,99.7,0.0,0.08,0.19,0.04,0.0,0.0
29,1915,8845,8845,99.77,0.0,0.06,0.17,0.0,0.0,0.0
29,1916,6820,6820,99.71,0.0,0.0,0.29,0.0,0.0,0.0
29,1917,7365,7365,99.8,0.0,0.0,0.14,0.07,0.0,0.0
29,1918,9155,9155,99.78,0.0,0.0,0.22,0.0,0.0,0.0
29,1919,9630,9630,99.69,0.0,0.1,0.21,0.0,0.0,0.0
29,1920,15655,15655,99.62,0.0,0.0,0.32,0.06,0.0,0.0
29,1921,14115,14115,99.82,0.0,0.0,0.18,0.0,0.0,0.0
29,1922,13820,13820,99.78,0.0,0.04,0.14,0.04,0.0,0.0
29,1923,13490,13490,99.85,0.0,0.0,0.15,0.0,0.0,0.0
29,1924,13220,13220,99.55,0.0,0.04,0.34,0.08,0.0,0.0
29,1925,12965,12965,99.73,0.0,0.04,0.23,0.0,0.0,0.0
29,1926,13130,13130,99.85,0.0,0.0,0.08,0.08,0.0,0.0
29,1927,12840,12840,99.73,0.0,0.0,0.27,0.0,0.0,0.0
29,1928,12960,12960,99.92,0.0,0.0,0.08,0.0,0.0,0.0
29,1929,12445,12445,99.84,0.0,0.04,0.12,0.0,0.0,0.0
29,1930,12675,12675,99.64,0.0,0.04,0.28,0.08,0.0,0.0
29,1931,12545,12545,99.72,0.04,0.0,0.2,0.04,0.0,0.0
29,1932,12865,12865,99.81,0.0,0.04,0.16,0.0,0.0,0.0
29,1933,11880,11880,99.83,0.0,0.04,0.13,0.0,0.0,0.0
29,1934,12245,12245,99.92,0.0,0.04,0.0,0.04,0.0,0.0
29,1935,11950,11950,99.67,0.0,0.13,0.21,0.0,0.0,0.0
29,1936,11880,11880,99.92,0.0,0.04,0.04,0.0,0.0,0.0
29,1937,11760,11760,99.79,0.0,0.09,0.09,0.04,0.0,0.0
29,1938,11290,11290,99.87,0.0,0.04,0.09,0.0,0.0,0.0
29,1939,11790,11790,99.83,0.0,0.04,0.13,0.0,0.0,0.0
29,1940,10920,10920,99.68,0.0,0.05,0.27,0.0,0.0,0.0
29,1941,7750,7750,99.94,0.0,0.0,0.06,0.0,0.0,0.0
29,1942,8730,8730,99.77,0.0,0.06,0.17,0.0,0.0,0.0
29,1943,10320,10320,99.71,0.0,0.1,0.19,0.0,0.0,0.0
29,1944,10290,10290,99.71,0.05,0.0,0.24,0.0,0.0,0.0
29,1945,9895,9895,99.8,0.0,0.05,0.15,0.0,0.0,0.0
29,1946,15145,15145,99.7,0.0,0.03,0.26,0.07,0.0,0.0
29,1947,15340,15340,99.61,0.07,0.07,0.2,0.07,0.0,0.0
29,1948,15405,15405,99.64,0.03,0.13,0.19,0.0,0.0,0.0
29,1949,15160,15160,99.64,0.03,0.03,0.26,0.03,0.0,0.0
29,1950,14655,14655,99.49,0.07,0.07,0.38,0.0,0.0,0.0
29,1951,13610,13610,99.41,0.11,0.11,0.37,0.0,0.0,0.0
29,1952,13780,13780,99.31,0.25,0.07,0.33,0.07,0.0,0.0
29,1953,13445,13445,99.18,0.22,0.11,0.45,0.04,0.0,0.0
29,1954,13555,13555,98.97,0.37,0.15,0.48,0.11,0.0,0.0
29,1955,13465,13465,98.77,0.45,0.15,0.59,0.07,0.0,0.0
29,1956,13755,13755,98.95,0.44,0.11,0.47,0.07,0.0,0.0
29,1957,13935,13935,98.74,0.61,0.04,0.57,0.07,0.0,0.0
29,1958,13675,13675,98.46,0.73,0.0,0.77,0.15,0.0,0.0
29,1959,13725,13725,98.36,0.91,0.07,0.58,0.18,0.0,0.0
29,1960,13740,13740,97.63,1.2,0.15,0.98,0.18,0.0,0.0
29,1961,13725,13725,97.96,1.06,0.07,0.87,0.15,0.0,0.0
29,1962,13475,13475,97.59,1.37,0.07,0.85,0.33,0.0,0.0
29,1963,13770,13770,97.46,1.27,0.18,0.98,0.29,0.0,0.0
29,1964,13790,13790,97.82,1.12,0.18,0.73,0.36,0.0,0.0
29,1965,13320,13320,98.16,0.9,0.23,0.71,0.3,0.0,0.0
29,1966,13135,13135,98.06,0.76,0.27,0.8,0.38,0.0,0.0
29,1967,12730,12730,97.49,0.94,0.35,1.1,0.55,0.0,0.0
29,1968,12885,12885,97.44,0.74,0.39,1.32,0.54,0.0,0.0
29,1969,12975,12975,97.23,0.69,0.46,1.46,0.58,0.04,0.0
29,1970,13270,13270,96.19,0.83,0.68,2.19,0.68,0.0,0.0
29,1971,13345,13345,95.02,1.05,0.9,2.85,0.67,0.0,0.0
29,1972,13180,13180,93.7,1.48,1.18,3.38,0.8,0.08,0.0
29,1973,12600,12600,92.74,1.55,1.15,4.37,0.6,0.0,0.0
29,1974,11600,11600,91.72,1.94,1.55,4.57,0.73,0.0,0.0
29,1975,10570,10570,90.92,2.46,1.66,4.78,0.71,0.05,0.0
29,1976,9980,9980,90.18,2.96,1.75,4.86,0.6,0.05,0.0
29,1977,10595,10595,88.44,4.11,1.65,5.38,0.9,0.05,0.0
29,1978,10325,10325,87.6,4.5,1.55,6.2,0.53,0.0,0.0
29,1979,10630,10630,87.58,3.9,1.32,6.77,0.94,0.09,0.0
29,1980,11340,11340,87.21,4.67,0.71,6.97,0.71,0.09,0.0
29,1981,11180,11180,86.31,5.01,0.81,7.6,0.58,0.09,0.0
29,1982,10870,10870,85.65,5.75,1.01,7.27,0.74,0.09,0.0
29,1983,9925,9925,84.08,6.25,0.81,8.56,0.6,0.05,0.0
29,1984,10250,10250,83.46,6.83,0.93,8.68,0.44,0.0,0.0
29,1985,10330,10330,82.62,7.16,1.02,8.76,0.73,0.1,0.0
29,1986,10075,10075,81.34,7.69,1.39,9.28,0.65,0.1,0.05
29,1987,9960,9960,80.72,8.13,1.46,9.49,0.6,0.05,0.0
29,1988,9835,9835,78.65,9.2,1.78,10.37,0.46,0.0,0.0
29,1989,9665,9665,78.43,9.31,1.55,10.5,0.67,0.1,0.05
29,1990,9510,9510,78.13,9.41,1.31,11.3,0.37,0.05,0.0
29,1991,9170,9170,76.34,9.65,1.8,12.1,0.55,0.05,0.0
29,1992,9045,9045,74.57,10.34,2.65,12.16,0.72,0.11,0.11
29,1993,8540,8540,75.35,10.48,2.46,11.36,0.76,0.0,0.06
29,1994,8570,8570,75.55,9.04,2.98,12.02,0.7,0.12,0.06
29,1995,8855,8855,74.42,8.07,3.5,13.61,0.9,0.17,0.06
29,1996,8920,8920,74.1,8.02,3.42,14.41,0.62,0.22,0.11
29,1997,8745,8745,73.99,7.89,3.54,14.41,0.86,0.17,0.06
29,1998,9230,9230,73.24,8.07,4.23,14.36,1.19,0.05,0.05
29,1999,8965,8965,71.67,7.7,5.47,15.0,1.34,0.28,0.11
29,2000,9365,9365,68.82,8.06,5.93,16.6,1.55,0.37,0.16
29,2001,9080,9080,66.8,7.65,7.32,17.24,2.2,0.39,0.33
29,2002,8545,8545,64.01,7.84,8.37,18.67,2.46,0.41,0.23
29,2003,8540,8540,60.77,7.67,8.72,21.19,2.75,0.41,0.41
29,2004,8420,8420,59.92,6.35,9.32,22.86,3.68,0.36,0.18
29,2005,8265,8265,56.81,6.23,10.22,24.2,4.66,0.36,0.3
29,2006,8485,8485,56.22,5.6,11.37,23.98,5.13,0.47,0.47
29,2007,7960,7960,55.15,5.09,12.31,24.18,5.78,0.44,0.44
29,2008,7860,7860,53.05,5.66,13.04,23.92,6.55,0.89,0.51
29,2009,7660,7660,52.09,5.94,15.08,22.85,6.98,0.91,0.39
29,2010,7635,7635,51.34,5.76,14.28,24.69,7.01,0.65,0.59
29,2011,7180,7180,52.51,4.94,13.86,24.37,7.94,0.56,0.63
29,2012,7285,7285,50.93,5.28,14.69,24.71,8.37,0.69,0.27
29,2013,6970,6970,50.5,5.31,14.99,25.11,8.18,0.72,0.57
29,2014,6895,6895,49.17,5.08,15.74,25.45,8.34,0.94,0.44
29,2015,6500,6500,49.85,5.38,14.62,25.46,7.85,0.77,0.54
29,2016,6145,6145,50.77,4.72,16.44,23.19,9.11,1.14,0.41
29,2017,6050,6050,50.0,4.71,14.46,24.96,9.42,0.91,0.58
29,2018,5905,5905,50.64,4.23,15.24,25.4,8.21,0.59,0.51
29,2019,5830,5830,48.97,4.37,15.35,25.04,9.61,0.94,0.6
29,2020,5685,5685,48.9,4.75,17.5,24.1,8.44,0.88,0.35
29,2021,5920,5920,48.14,4.05,16.81,25.59,8.87,1.18,0.68
29,2022,5670,5670,47.88,4.32,16.49,24.78,10.41,0.97,0.62
29,2023,5055,5055,46.29,3.66,17.41,26.31,10.19,0.99,0.3
29,2024,4920,4920,47.56,3.86,16.46,25.2,10.67,1.02,0.51
30,1900,3695,3695,98.65,0.0,0.0,1.35,0.0,0.0,0.0
30,1901,4080,4080,98.41,0.0,0.12,1.47,0.12,0.0,0.0
30,1902,4315,4315,98.03,0.0,0.0,1.97,0.0,0.0,0.0
30,1903,3990,3990,98.25,0.0,0.13,1.63,0.0,0.0,0.0
30,1904,3925,3925,98.73,0.0,0.0,1.27,0.0,0.0,0.0
30,1905,4270,4270,98.95,0.0,0.0,1.05,0.0,0.0,0.0
30,1906,4300,4300,98.37,0.0,0.12,1.4,0.23,0.0,0.0
30,1907,4055,4055,98.64,0.0,0.12,1.23,0.12,0.0,0.0
30,1908,4305,4305,99.07,0.0,0.0,0.93,0.0,0.0,0.0
30,1909,4070,4070,98.77,0.0,0.12,1.11,0.0,0.0,0.0
30,1910,4190,4190,99.16,0.0,0.12,0.72,0.0,0.0,0.0
30,1911,4195,4195,99.17,0.0,0.12,0.72,0.0,0.0,0.0
30,1912,4395,4395,98.98,0.0,0.0,1.02,0.0,0.0,0.0
30,1913,4510,4510,98.67,0.0,0.11,1.22,0.0,0.0,0.0
30,1914,4320,4320,98.84,0.0,0.12,1.04,0.0,0.0,0.0
30,1915,2575,2575,99.03,0.0,0.0,0.97,0.0,0.0,0.0
30,1916,1915,1915,98.69,0.0,0.0,1.31,0.0,0.0,0.0
30,1917,2315,2315,99.57,0.0,0.0,0.43,0.0,0.0,0.0
30,1918,3060,3060,98.37,0.0,0.0,1.63,0.0,0.0,0.0
30,1919,3255,3255,99.39,0.0,0.0,0.61,0.0,0.0,0.0
30,1920,5485,5485,98.81,0.0,0.0,1.19,0.0,0.0,0.0
30,1921,5345,5345,98.78,0.0,0.19,1.03,0.09,0.0,0.0
30,1922,4865,4865,98.66,0.0,0.1,1.23,0.0,0.0,0.0
30,1923,4680,4680,98.61,0.11,0.0,1.28,0.0,0.0,0.0
30,1924,4810,4810,98.44,0.0,0.0,1.56,0.0,0.0,0.0
30,1925,4640,4640,97.95,0.0,0.11,1.94,0.0,0.0,0.0
30,1926,4820,4820,97.72,0.1,0.1,2.07,0.0,0.0,0.0
30,1927,4540,4540,98.13,0.0,0.11,1.76,0.0,0.0,0.0
30,1928,4850,4850,97.73,0.1,0.21,1.86,0.0,0.0,0.1
30,1929,4745,4745,97.79,0.0,0.32,1.9,0.0,0.0,0.0
30,1930,4880,4880,97.95,0.0,0.31,1.74,0.0,0.0,0.0
30,1931,4790,4790,96.56,0.0,0.42,3.03,0.0,0.0,0.0
30,1932,4730,4730,97.57,0.0,0.42,2.01,0.0,0.0,0.0
30,1933,4355,4355,97.82,0.11,0.23,1.84,0.0,0.0,0.0
30,1934,4370,4370,97.14,0.11,0.69,1.95,0.11,0.0,0.11
30,1935,4190,4190,96.66,0.24,0.84,2.27,0.0,0.0,0.0
30,1936,4190,4190,97.02,0.24,0.72,1.91,0.12,0.0,0.0
30,1937,3935,3935,97.08,0.38,0.64,1.91,0.0,0.0,0.0
30,1938,4120,4120,97.57,0.36,0.49,1.58,0.12,0.0,0.0
30,1939,4210,4210,97.51,0.24,0.59,1.66,0.0,0.0,0.0
30,1940,3870,3870,97.8,0.13,0.78,1.29,0.13,0.0,0.0
30,1941,4480,4480,97.21,0.33,1.0,1.45,0.11,0.0,0.0
30,1942,4575,4575,97.7,0.33,0.66,1.2,0.33,0.0,0.0
30,1943,5105,5105,98.04,0.29,0.59,1.08,0.1,0.0,0.0
30,1944,5265,5265,97.72,0.57,0.38,1.23,0.19,0.0,0.0
30,1945,5210,5210,97.22,0.38,0.77,1.54,0.29,0.0,0.0
30,1946,7280,7280,96.15,0.62,1.17,1.92,0.48,0.0,0.0
30,1947,7255,7255,97.11,0.69,0.62,1.45,0.28,0.0,0.0
30,1948,7015,7015,96.86,0.78,0.64,1.57,0.43,0.0,0.0
30,1949,7065,7065,96.89,0.92,0.78,1.34,0.35,0.0,0.0
30,1950,7140,7140,95.94,0.91,1.12,1.89,0.42,0.0,0.0
30,1951,6610,6610,95.99,1.06,0.91,1.66,0.68,0.15,0.0
30,1952,6475,6475,96.22,1.08,0.62,1.62,0.93,0.08,0.0
30,1953,6315,6315,95.33,1.35,0.95,1.43,1.35,0.24,0.0
30,1954,6175,6175,95.95,1.13,0.49,1.38,1.94,0.32,0.0
30,1955,5975,5975,95.31,1.09,0.75,1.59,2.01,0.33,0.0
30,1956,6000,6000,94.92,1.0,0.58,1.67,2.75,0.58,0.0
30,1957,6040,6040,94.7,1.16,0.66,1.99,2.24,0.58,0.0
30,1958,5965,5965,95.81,0.92,0.25,1.51,2.18,0.75,0.0
30,1959,6365,6365,94.58,1.1,0.55,2.36,2.12,0.39,0.0
30,1960,6035,6035,94.45,1.16,0.25,2.49,2.4,0.33,0.0
30,1961,6220,6220,95.34,1.13,0.4,1.61,2.17,0.56,0.0
30,1962,6280,6280,93.47,1.27,0.24,2.63,3.26,0.64,0.0
30,1963,6835,6835,93.49,1.02,0.29,1.98,3.8,0.73,0.0
30,1964,6710,6710,94.11,0.82,0.22,2.53,2.76,0.52,0.0
30,1965,6800,6800,93.53,0.74,0.07,2.65,3.6,0.74,0.0
30,1966,6825,6825,93.77,1.17,0.07,2.2,3.15,0.66,0.0
30,1967,6650,6650,93.08,1.28,0.15,2.33,3.61,0.68,0.0
30,1968,6495,6495,92.61,0.62,0.23,2.62,4.23,0.92,0.0
30,1969,6435,6435,91.38,0.93,0.23,3.42,4.35,1.09,0.0
30,1970,6160,6160,91.72,1.14,0.73,3.08,3.73,0.73,0.0
30,1971,6115,6115,91.25,1.55,0.65,2.86,4.17,0.74,0.0
30,1972,5680,5680,89.7,2.46,0.62,3.79,3.79,0.88,0.0
30,1973,5345,5345,87.84,2.81,0.56,4.4,4.68,0.94,0.0
30,1974,4845,4845,86.89,2.99,0.41,5.26,4.64,0.72,0.0
30,1975,4645,4645,85.9,4.63,0.54,4.84,4.2,0.86,0.0
30,1976,4310,4310,84.92,5.45,0.35,4.99,4.64,0.46,0.0
30,1977,4455,4455,82.27,6.29,0.79,5.61,5.27,1.01,0.0
30,1978,4660,4660,80.58,6.65,0.75,6.44,5.79,0.97,0.0
30,1979,4955,4955,79.41,6.96,0.71,7.47,5.55,0.71,0.0
30,1980,5275,5275,80.19,5.97,0.47,7.68,5.97,0.85,0.0
30,1981,5350,5350,79.16,6.82,0.47,8.32,5.42,1.12,0.0
30,1982,5420,5420,76.11,7.75,0.46,9.96,5.81,0.92,0.0
30,1983,5170,5170,76.79,6.58,0.68,9.96,6.29,0.87,0.0
30,1984,5235,5230,73.61,8.22,0.96,11.09,6.5,1.05,0.0
30,1985,5335,5335,73.95,7.59,0.66,11.06,6.94,1.03,0.0
30,1986,5470,5470,74.59,7.4,1.01,11.24,5.85,0.64,0.0
30,1987,5405,5405,72.16,7.86,0.83,12.67,6.94,0.93,0.0
30,1988,5325,5325,69.95,8.92,1.6,13.52,6.1,0.38,0.0
30,1989,5410,5410,68.67,9.24,1.2,14.42,6.65,0.55,0.0
30,1990,5265,5265,68.38,9.59,1.52,15.0,5.89,0.28,0.0
30,1991,5215,5215,65.87,9.59,1.92,15.44,7.57,0.77,0.0
30,1992,5270,5270,65.56,9.39,1.9,16.79,6.83,0.76,0.09
30,1993,4895,4895,63.43,10.11,2.66,16.34,8.27,0.82,0.1
30,1994,4930,4930,65.42,9.33,3.65,15.52,7.51,0.61,0.0
30,1995,5145,5145,64.72,9.33,3.11,16.13,7.68,0.29,0.0
30,1996,5120,5120,63.28,9.57,4.2,16.7,7.03,0.68,0.0
30,1997,4970,4970,62.98,9.15,3.92,16.4,8.35,0.5,0.1
30,1998,5170,5170,62.57,9.96,3.58,15.76,9.28,0.97,0.0
30,1999,5180,5180,58.98,9.07,4.34,18.34,10.91,0.97,0.0
30,2000,5530,5530,58.68,8.5,4.43,18.54,11.39,1.08,0.0
30,2001,5540,5540,55.23,9.03,5.51,19.04,13.18,0.81,0.09
30,2002,5475,5475,51.87,9.04,5.57,20.82,14.61,1.19,0.0
30,2003,5420,5420,50.46,8.12,7.38,21.4,15.04,1.57,0.0
30,2004,5475,5475,47.21,7.76,7.49,22.74,17.08,1.37,0.37
30,2005,5595,5595,45.84,6.7,7.86,24.84,17.52,1.52,0.18
30,2006,5655,5655,43.85,5.48,9.9,24.93,19.54,1.24,0.27
30,2007,5560,5560,41.37,5.04,9.89,26.62,20.77,1.35,0.18
30,2008,5875,5875,40.0,4.94,10.98,26.04,21.96,1.45,0.43
30,2009,5660,5660,39.49,5.48,10.78,25.18,23.23,1.41,0.62
30,2010,5720,5720,35.4,5.33,11.98,26.92,25.0,1.66,0.44
30,2011,5575,5575,37.22,4.39,12.2,27.0,23.95,1.17,0.36
30,2012,5265,5265,35.52,4.94,12.16,26.4,26.4,2.18,0.38
30,2013,5665,5665,34.16,5.03,12.27,26.21,27.54,2.21,0.71
30,2014,5385,5385,34.91,4.64,11.51,27.3,27.95,1.76,0.46
30,2015,5360,5360,35.45,3.45,11.85,26.87,28.08,1.59,0.56
30,2016,5200,5200,33.27,4.04,11.92,27.88,27.6,1.73,0.58
30,2017,4915,4915,33.98,3.76,13.22,26.55,28.79,2.03,0.2
30,2018,4675,4675,31.98,4.28,12.19,27.81,29.3,2.46,0.32
30,2019,4775,4775,32.46,3.66,14.35,27.54,28.8,1.78,0.31
30,2020,4705,4705,31.88,3.61,15.52,26.14,29.44,1.81,0.43
30,2021,4545,4545,30.8,3.3,16.5,28.38,28.05,1.76,0.22
30,2022,4615,4615,28.71,3.58,17.55,28.28,28.82,1.63,0.76
30,2023,4075,4075,29.45,2.58,15.21,27.61,31.41,2.45,0.37
30,2024,3850,3840,30.08,3.12,14.58,28.26,29.69,2.21,0.26
31,1900,3375,3375,99.26,0.0,0.15,0.59,0.0,0.0,0.0
31,1901,3730,3730,99.2,0.0,0.0,0.8,0.0,0.0,0.0
31,1902,3900,3900,98.85,0.0,0.0,1.15,0.0,0.0,0.0
31,1903,3865,3865,99.48,0.0,0.0,0.52,0.0,0.0,0.0
31,1904,3895,3895,98.84,0.0,0.13,0.9,0.13,0.0,0.0
31,1905,3960,3960,98.74,0.13,0.13,0.88,0.13,0.0,0.0
31,1906,4010,4010,99.13,0.0,0.0,0.87,0.0,0.0,0.0
31,1907,4005,4005,99.0,0.0,0.12,0.87,0.0,0.0,0.0
31,1908,4450,4450,99.1,0.0,0.11,0.79,0.0,0.0,0.0
31,1909,4250,4250,98.71,0.0,0.24,1.06,0.0,0.0,0.0
31,1910,4435,4435,99.1,0.0,0.11,0.79,0.0,0.0,0.0
31,1911,4100,4100,98.9,0.0,0.12,0.85,0.12,0.0,0.0
31,1912,4270,4270,99.18,0.0,0.0,0.82,0.0,0.0,0.0
31,1913,4140,4140,99.15,0.0,0.0,0.85,0.0,0.0,0.0
31,1914,4230,4230,99.05,0.12,0.0,0.83,0.0,0.0,0.0
31,1915,2690,2690,99.44,0.0,0.0,0.56,0.0,0.0,0.0
31,1916,2015,2015,99.5,0.0,0.0,0.5,0.0,0.0,0.0
31,1917,2280,2280,99.34,0.0,0.0,0.66,0.0,0.0,0.0
31,1918,3070,3070,99.35,0.0,0.0,0.65,0.0,0.0,0.0
31,1919,3255,3255,99.39,0.0,0.0,0.61,0.0,0.0,0.0
31,1920,5635,5635,99.2,0.0,0.09,0.71,0.0,0.0,0.0
31,1921,5680,5680,99.56,0.0,0.09,0.35,0.0,0.0,0.0
31,1922,5300,5300,99.34,0.0,0.0,0.66,0.0,0.0,0.0
31,1923,5160,5160,99.22,0.0,0.0,0.78,0.0,0.0,0.0
31,1924,5130,5130,99.42,0.0,0.0,0.58,0.0,0.0,0.0
31,1925,5300,5300,99.15,0.0,0.0,0.85,0.0,0.0,0.0
31,1926,5260,5260,99.43,0.0,0.0,0.57,0.0,0.0,0.0
31,1927,5190,5190,98.75,0.0,0.0,1.25,0.0,0.0,0.0
31,1928,5325,5325,99.06,0.0,0.0,0.94,0.0,0.0,0.0
31,1929,5295,5295,99.06,0.0,0.0,0.94,0.0,0.0,0.0
31,1930,5380,5380,99.16,0.0,0.0,0.84,0.0,0.0,0.0
31,1931,5415,5415,99.08,0.0,0.0,0.92,0.0,0.0,0.0
31,1932,5475,5475,98.9,0.0,0.09,1.0,0.09,0.0,0.0
31,1933,5265,5265,99.24,0.0,0.0,0.76,0.0,0.0,0.0
31,1934,5405,5405,98.98,0.0,0.09,0.83,0.19,0.0,0.0
31,1935,5250,5250,99.14,0.0,0.0,0.86,0.0,0.0,0.0
31,1936,5185,5185,98.94,0.1,0.0,0.96,0.0,0.0,0.0
31,1937,4940,4940,99.39,0.0,0.1,0.51,0.1,0.0,0.0
31,1938,4765,4765,99.79,0.0,0.0,0.21,0.0,0.0,0.0
31,1939,5000,5000,99.0,0.0,0.0,1.0,0.1,0.0,0.0
31,1940,5105,5105,99.12,0.0,0.1,0.78,0.0,0.0,0.0
31,1941,5785,5785,98.79,0.09,0.0,1.12,0.0,0.0,0.0
31,1942,6170,6170,99.19,0.0,0.08,0.73,0.08,0.0,0.0
31,1943,6930,6930,99.28,0.07,0.07,0.51,0.07,0.0,0.0
31,1944,6375,6375,99.29,0.16,0.08,0.47,0.0,0.0,0.0
31,1945,6600,6600,99.39,0.08,0.0,0.53,0.0,0.0,0.0
31,1946,9390,9390,98.99,0.16,0.0,0.8,0.11,0.0,0.0
31,1947,9495,9495,99.16,0.26,0.0,0.53,0.11,0.0,0.0
31,1948,9315,9315,98.87,0.16,0.05,0.91,0.05,0.0,0.0
31,1949,9115,9115,98.9,0.33,0.11,0.66,0.05,0.0,0.0
31,1950,8940,8940,99.05,0.22,0.0,0.73,0.06,0.0,0.0
31,1951,8810,8810,98.52,0.4,0.17,0.85,0.17,0.0,0.0
31,1952,8735,8735,98.8,0.57,0.0,0.63,0.06,0.0,0.0
31,1953,8335,8335,98.74,0.66,0.0,0.54,0.12,0.0,0.0
31,1954,8475,8475,98.64,0.71,0.06,0.53,0.12,0.0,0.0
31,1955,8285,8285,98.25,1.15,0.0,0.54,0.3,0.0,0.0
31,1956,8650,8650,98.03,1.45,0.0,0.46,0.35,0.0,0.0
31,1957,8520,8520,98.3,1.06,0.06,0.47,0.41,0.0,0.0
31,1958,8585,8585,97.61,1.51,0.0,0.76,0.52,0.06,0.0
31,1959,8745,8745,97.2,1.37,0.0,1.2,0.51,0.0,0.06
31,1960,8755,8755,97.37,1.48,0.06,0.86,0.57,0.0,0.0
31,1961,9180,9180,97.66,1.31,0.0,0.87,0.65,0.0,0.0
31,1962,9765,9765,97.85,1.18,0.0,0.67,0.82,0.1,0.0
31,1963,10320,10320,97.04,1.26,0.0,1.02,1.16,0.15,0.0
31,1964,10700,10700,97.2,0.89,0.0,1.12,1.21,0.19,0.0
31,1965,10465,10465,97.66,0.76,0.0,0.91,1.05,0.1,0.0
31,1966,10520,10520,97.34,0.86,0.0,0.86,1.33,0.14,0.0
31,1967,10230,10230,97.56,0.68,0.05,0.88,1.52,0.24,0.0
31,1968,10365,10365,96.58,0.87,0.05,1.21,1.93,0.34,0.0
31,1969,10540,10540,96.54,0.71,0.05,1.28,1.99,0.19,0.0
31,1970,10840,10840,95.2,1.15,0.23,1.75,2.4,0.32,0.0
31,1971,11310,11310,94.65,1.59,0.22,1.95,2.12,0.22,0.0
31,1972,11295,11295,93.54,2.35,0.18,2.17,2.21,0.4,0.0
31,1973,11145,11145,91.57,2.83,0.22,2.96,2.78,0.4,0.0
31,1974,10230,10230,90.81,2.79,0.49,3.08,3.27,0.73,0.0
31,1975,9325,9325,89.65,4.13,0.32,3.27,2.95,0.54,0.0
31,1976,8935,8935,89.37,3.64,0.39,3.92,2.97,0.34,0.0
31,1977,9295,9295,87.84,5.59,0.22,3.82,2.96,0.16,0.0
31,1978,9160,9160,86.63,5.73,0.49,4.91,2.62,0.16,0.0
31,1979,9625,9625,86.13,5.51,0.62,4.94,3.27,0.47,0.0
31,1980,9950,9950,84.72,6.33,0.6,5.78,2.91,0.4,0.0
31,1981,10145,10145,83.98,5.96,0.69,5.86,3.79,0.74,0.0
31,1982,9675,9675,82.53,7.08,0.41,6.72,3.51,0.52,0.0
31,1983,9520,9520,81.62,7.09,0.42,6.93,4.15,0.47,0.05
31,1984,9565,9565,81.18,6.8,0.47,7.89,3.92,0.52,0.0
31,1985,9960,9960,80.57,6.68,0.7,8.84,3.41,0.45,0.05
31,1986,10010,10010,79.27,7.09,0.5,9.49,3.9,0.45,0.0
31,1987,10020,10020,78.54,7.44,0.7,10.08,3.39,0.35,0.0
31,1988,10465,10465,76.06,8.31,0.96,11.28,3.82,0.38,0.0
31,1989,10805,10805,75.24,8.79,1.06,11.75,3.61,0.56,0.05
31,1990,11050,11050,74.25,8.6,1.22,12.22,4.03,0.45,0.05
31,1991,11125,11125,73.93,8.67,1.62,12.13,4.18,0.45,0.0
31,1992,11305,11305,72.14,9.82,1.86,12.61,4.07,0.44,0.04
31,1993,10865,10865,71.79,9.76,2.16,12.38,4.51,0.37,0.05
31,1994,10760,10760,71.79,9.34,2.14,13.24,3.9,0.42,0.05
31,1995,11210,11210,72.61,8.97,2.54,12.44,4.06,0.27,0.0
31,1996,11460,11460,70.99,9.29,2.57,13.31,4.8,0.22,0.04
31,1997,11585,11585,69.83,9.58,3.28,13.9,4.14,0.35,0.0
31,1998,11750,11750,68.72,9.4,4.04,13.91,4.94,0.51,0.04
31,1999,12010,12010,67.53,9.58,3.62,15.2,5.37,0.42,0.04
31,2000,12935,12935,64.71,9.32,4.68,16.35,6.22,0.62,0.15
31,2001,12790,12790,61.61,8.99,5.12,18.06,7.54,0.74,0.16
31,2002,12410,12410,59.95,8.5,5.96,19.06,8.02,0.48,0.16
31,2003,12635,12635,57.02,7.84,7.44,19.98,9.93,0.75,0.24
31,2004,12595,12595,56.45,6.79,7.11,21.6,10.44,0.48,0.12
31,2005,12825,12825,54.39,6.35,8.11,22.53,10.92,0.78,0.19
31,2006,13390,13390,52.05,5.9,9.26,23.38,11.76,0.78,0.26
31,2007,13595,13595,51.53,5.41,9.27,23.32,13.39,0.88,0.26
31,2008,13740,13740,50.62,5.13,9.97,23.73,13.57,1.06,0.25
