Type,Code,Français,Etrangers,Ensemble,Français de naissance,Français par acquisition,Portugais,Italiens,Espagnols,Autres nationalités de l'UE,Autres nationalités d'Europe,Algériens,Marocains,Tunisiens,Autres nationalités d'Afrique,Turcs,Autres nationalités
dept-,13,947413,46097,993507,905441,41972,4747,2978,3141,5109,2306,7723,7958,3256,2725,2016,4138
dept,12,267966,11771,279736,261046,6920,1854,293,752,2214,1653,538,974,189,1169,339,1796
dept,11,352896,24876,377773,337261,15635,2293,660,1939,5373,4766,1441,3318,281,1269,531,3005
dept-,11,300206,20875,321081,287237,12969,2123,550,1509,4926,4501,975,2583,158,992,144,2414
dept,10,290657,20420,311076,278405,12252,2414,608,638,1215,2070,1578,2244,604,4763,759,3527
dept-,10,236295,12341,248633,227443,8852,1827,357,425,894,1195,801,1476,352,2288,669,2057
dept,9,146319,9022,155339,139958,6361,1300,197,902,1547,1441,410,913,92,937,38,1245
dept,8,255666,11538,267204,248450,7216,720,677,232,4402,510,1901,737,128,777,687,767
dept,7,319617,13613,333229,311141,8476,1791,588,765,2934,1270,1202,1751,439,821,643,1409
dept,6,980512,134067,1114579,912658,67854,13161,18823,2626,19965,16277,8375,8264,20512,11156,1011,13897
dept-,6,506896,50479,557374,478644,28252,6487,9262,1226,8882,6573,2711,1946,5895,2798,278,4421
dept,5,135788,5889,141677,131597,4191,590,690,164,1118,684,350,338,305,847,240,563
dept,4,157045,10135,167179,150849,6196,1185,638,731,1768,1041,891,998,249,918,155,1561
dept,3,320916,13798,334715,312435,8481,2199,385,300,2082,1633,843,811,435,2409,568,2133
dept,2,504716,20841,525558,492841,11875,2692,586,732,2334,672,2026,2762,825,4270,1570,2372
dept-,2,455325,17239,472563,445051,10274,2287,478,636,2146,604,1449,2252,585,3521,1182,2099
dept,1,607818,63471,671289,576002,31816,8360,6727,3483,7558,13912,2807,5059,1385,4097,4622,5461
dept,971,361877,21692,383569,,,,,,,,,,,,,
dept,972,352455,8564,361019,,,,,,,,,,,,,
dept,973,181911,106471,288382,,,,,,,,,,,,,
dept,974,868465,12883,881348,,,,,,,,,,,,,
com-,50370,603,5,608,597.36,5.64,0.16,0.09,0.09,0.83,2.17,0.12,0.15,0.08,0.62,0.03,0.66
com-,79031,1756,16,1772,1730.24,25.76,2.3,0.2,1.14,2.41,4.76,0.29,0.69,0.18,2.43,0.11,1.48
com-,35014,2478,33,2511,2437.64,40.36,2.85,0.93,1.32,5.46,3.85,1.38,2.32,0.95,6.78,1.01,6.14
com-,22326,546,2,548,538.31,7.69,0.17,0.04,0.03,0.44,0.52,0.06,0.08,0.04,0.37,0.04,0.22
com-,53047,224,30,254,220.74,3.26,1.44,0.57,0.6,3.47,7.82,1.57,2.04,0.9,8.07,0.37,3.15
com-,76192,2555,37,2592,2496.67,58.33,3.02,1.11,0.84,2.57,1.94,5.83,4.86,2.16,8.62,1.6,4.44
com-,77233,583,27,610,534.86,48.14,5.31,0.87,0.66,2.05,1.12,2.36,1.62,0.99,7.27,1.24,3.51
com-,65285,192,6,198,185.53,6.47,1.22,0.18,0.66,0.66,1.06,0.23,0.5,0.11,0.58,0.02,0.77
com-,50350,512,31,543,507.21,4.79,1,0.59,0.53,5.13,13.44,0.77,0.92,0.51,3.85,0.16,4.1
com-,61108,179,2,181,175.42,3.58,0.12,0.04,0.03,0.23,0.36,0.11,0.16,0.08,0.29,0.29,0.29
com-,83046,1902,264,2166,1835.13,66.87,23.7,23.73,8.83,65.36,26.69,20.08,32.55,25.43,10.27,11.12,16.26
com-,14374,139,2,141,136.55,2.45,0.13,0.06,0.04,0.29,0.31,0.15,0.13,0.08,0.37,0.11,0.33
com-,7108,119,2,121,115.84,3.16,0.26,0.09,0.11,0.43,0.19,0.18,0.26,0.06,0.12,0.09,0.21
com-,51443,115,0,115,112.11,2.89,0,0,0,0,0,0,0,0,0,0,0
com-,27662,346,3,349,336.23,9.77,0.38,0.07,0.09,0.21,0.16,0.26,0.28,0.08,0.82,0.31,0.34
com-,39149,315,7,322,305.24,9.76,1.3,0.31,0.2,0.5,1.19,0.54,0.73,0.13,0.61,1.01,0.48
com-,1246,2114,65,2179,2003.34,110.66,8.56,6.89,3.57,7.74,14.25,2.87,5.18,1.42,4.2,4.73,5.59
com-,25007,103,0,103,98.66,4.34,0,0,0,0,0,0,0,0,0,0,0
com-,42204,1403,54,1457,1356.13,46.87,7.44,4.16,1.43,3.27,5.17,10.46,3.51,3.06,4.56,6.93,4.01
com-,50349,1403,10,1413,1389.87,13.13,0.32,0.19,0.17,1.66,4.34,0.25,0.3,0.17,1.24,0.05,1.32
com-,61120,74,4,78,72.52,1.48,0.23,0.07,0.07,0.47,0.73,0.22,0.33,0.15,0.58,0.57,0.58
com-,10078,25,1,26,24.06,0.94,0.15,0.03,0.03,0.07,0.1,0.06,0.12,0.03,0.19,0.05,0.17
com-,14764,973,26,999,955.85,17.15,1.7,0.81,0.53,3.77,4.01,1.99,1.66,1,4.8,1.37,4.35
com-,62336,470,3,473,463.39,6.61,0.11,0.14,0.06,0.4,0.22,0.48,0.64,0.11,0.44,0.1,0.32
com-,36170,99,5,104,96.74,2.26,0.41,0.17,0.11,0.73,0.91,0.34,0.5,0.09,0.86,0.09,0.78
com-,26284,389,11,400,374.72,14.28,1,0.63,0.65,1.94,0.76,1.25,1.71,0.7,0.73,0.68,0.96
com-,14403,735,2,737,722.04,12.96,0.13,0.06,0.04,0.29,0.31,0.15,0.13,0.08,0.37,0.11,0.33
com-,35212,1164,7,1171,1145.04,18.96,0.6,0.2,0.28,1.16,0.82,0.29,0.49,0.2,1.44,0.21,1.3
com-,31495,1264,20,1284,1203.41,60.59,3.05,1,1.91,2.6,1.63,2.27,2.07,0.6,2.18,0.38,2.32
com-,60667,3717,141,3858,3545.95,171.05,21.4,4.94,4.34,9.87,5.53,14.14,17.89,4.06,32.14,10.22,16.47
com-,64299,169,6,175,163.7,5.3,1.37,0.16,2.14,0.6,0.49,0.1,0.29,0.03,0.24,0.01,0.58
com-,17366,449,10,459,442.03,6.97,1.53,0.22,0.35,2.05,2.36,0.29,0.46,0.18,1.16,0.21,1.18
com-,39238,106,0,106,102.71,3.29,0,0,0,0,0,0,0,0,0,0,0
com-,53179,342,12,354,337.02,4.98,0.58,0.23,0.24,1.39,3.13,0.63,0.81,0.36,3.23,0.15,1.26
com-,64377,834,15,849,807.83,26.17,3.42,0.39,5.35,1.5,1.22,0.24,0.72,0.08,0.6,0.03,1.44
com-,30229,565,35,600,541.89,23.11,3.4,1.38,3.59,6.46,2.81,3.37,8.87,0.62,1.27,0.73,2.51
com-,68107,390,4,394,370.69,19.31,0.34,0.5,0.14,0.98,0.76,0.26,0.19,0.05,0.14,0.37,0.26
com-,39295,145,1,146,140.51,4.49,0.19,0.04,0.03,0.07,0.17,0.08,0.1,0.02,0.09,0.14,0.07
com-,27298,319,2,321,309.99,9.01,0.25,0.04,0.06,0.14,0.11,0.18,0.19,0.05,0.55,0.21,0.23
com-,60311,236,2,238,225.14,10.86,0.3,0.07,0.06,0.14,0.08,0.2,0.25,0.06,0.46,0.14,0.23
com-,81122,61,8,69,58.84,2.16,1.28,0.28,0.66,1.35,0.98,0.79,1.24,0.1,0.49,0.15,0.67
com-,95019,11779,3119,14898,10444.95,1334.05,449.21,57.92,55.04,181.45,87.82,371.5,277.95,131.96,761.06,225.32,519.77
com-,54145,939,5,944,897.04,41.96,0.96,0.46,0.13,0.81,0.38,0.53,0.41,0.08,0.41,0.34,0.49
com-,13079,1708,72,1780,1632.33,75.67,7.41,4.65,4.91,7.98,3.6,12.06,12.43,5.09,4.26,3.15,6.46
com-,80647,273,6,279,269.8,3.2,0.95,0.14,0.23,1.1,0.5,0.41,0.47,0.32,0.9,0.31,0.68
com-,64144,142,14,156,137.54,4.46,3.19,0.36,4.99,1.4,1.14,0.23,0.67,0.07,0.56,0.03,1.35
com-,73258,682,10,692,657.31,24.69,1.81,1.39,0.27,1.34,1.35,0.81,0.57,0.24,0.61,0.8,0.82
com-,91659,4893,761,5654,4459.42,433.58,146.55,21.18,13.82,53.16,31.92,72.38,46.9,42.6,220.02,32.67,79.81
com-,38005,907,48,955,858.85,48.15,7.65,4.99,1.86,4.44,3.24,7.49,2.75,2.65,4.62,4.23,4.08
com-,77270,935,32,967,857.8,77.2,6.29,1.03,0.79,2.43,1.33,2.8,1.93,1.17,8.61,1.47,4.16
com-,31125,32,0,32,30.47,1.53,0,0,0,0,0,0,0,0,0,0,0
com-,84140,541,15,556,514.6,26.4,0.75,0.86,2.14,2.14,0.81,0.8,5.13,0.58,0.46,0.44,0.89
com-,14322,244,1,245,239.7,4.3,0.07,0.03,0.02,0.15,0.15,0.08,0.06,0.04,0.18,0.05,0.17
com-,64095,574,10,584,555.99,18.01,2.28,0.26,3.56,1,0.82,0.16,0.48,0.05,0.4,0.02,0.96
com-,13007,12633,353,12986,12073.34,559.66,36.35,22.8,24.05,39.12,17.66,59.14,60.94,24.93,20.87,15.44,31.69
com-,11427,268,46,314,256.42,11.58,4.68,1.21,3.33,10.85,9.92,2.15,5.69,0.35,2.19,0.32,5.32
com-,2081,423,2,425,413.46,9.54,0.27,0.06,0.07,0.25,0.07,0.17,0.26,0.07,0.41,0.14,0.24
com-,17096,65,5,70,63.99,1.01,0.77,0.11,0.17,1.02,1.18,0.15,0.23,0.09,0.58,0.1,0.59
com-,59622,1144,4,1148,1113.02,30.98,0.26,0.23,0.1,0.88,0.13,0.73,0.69,0.1,0.43,0.06,0.36
com-,64260,11849,6225,18074,11477.21,371.79,1419.66,161.75,2219.11,622.48,508.2,100.41,299.65,31.81,249.45,13.4,599.08
com-,68083,374,3,377,355.48,18.52,0.26,0.37,0.1,0.74,0.57,0.19,0.14,0.04,0.11,0.28,0.2
com-,66182,4568,181,4749,4331.63,236.37,24.29,4.44,50.8,39.92,21.1,12.14,9.37,1.25,4.58,0.82,12.29
com-,88302,971,13,984,947.45,23.55,1.77,0.67,0.28,1.79,1.94,0.83,0.95,0.35,1.33,1.6,1.49
com-,62502,5003,38,5041,4932.68,70.32,1.34,1.73,0.73,5.03,2.74,6.03,8.14,1.43,5.58,1.26,3.99
com-,70010,93,5,98,90.65,2.35,0.6,0.21,0.09,0.62,0.72,0.34,0.73,0.06,0.49,0.54,0.58
com-,65123,1218,46,1264,1176.99,41.01,9.36,1.4,5.05,5.09,8.13,1.76,3.84,0.86,4.43,0.14,5.93
com-,45338,6406,525,6931,6086.38,319.62,118.99,15.99,19.92,29.01,19.41,30.37,63.25,12.74,119.69,48.87,46.75
com-,7231,2775,119,2894,2701.41,73.59,15.66,5.14,6.69,25.65,11.1,10.51,15.31,3.84,7.18,5.62,12.32
com-,28049,221,2,223,212.51,8.49,0.36,0.05,0.06,0.14,0.07,0.15,0.33,0.09,0.43,0.12,0.19
com-,89423,123,0,123,117.93,5.07,0,0,0,0,0,0,0,0,0,0,0
com-,24108,1053,5,1058,1027.27,25.73,0.65,0.09,0.14,1.07,1.73,0.11,0.34,0.03,0.34,0.06,0.44
com-,53001,1856,8,1864,1828.99,27.01,0.39,0.15,0.16,0.92,2.09,0.42,0.54,0.24,2.15,0.1,0.84
com-,24357,310,11,321,302.43,7.57,1.43,0.2,0.3,2.35,3.82,0.24,0.75,0.08,0.74,0.13,0.98
com-,62037,2794,39,2833,2754.73,39.27,1.37,1.78,0.75,5.16,2.81,6.18,8.35,1.47,5.73,1.3,4.1
com-,76141,1361,2,1363,1329.93,31.07,0.16,0.06,0.05,0.14,0.1,0.32,0.26,0.12,0.47,0.09,0.24
com-,29116,149,1,150,147.3,1.7,0.09,0.02,0.03,0.26,0.21,0.02,0.03,0.02,0.14,0.03,0.16
com-,11123,129,16,145,123.43,5.57,1.63,0.42,1.16,3.78,3.45,0.75,1.98,0.12,0.76,0.11,1.85
com-,67021,6594,492,7086,6319.36,274.64,32.16,28.08,14.2,139.51,49.84,21.48,26.77,10.06,32.38,83.38,54.12
com-,21015,83,4,87,80.27,2.73,0.6,0.22,0.19,0.38,0.48,0.31,0.54,0.07,0.55,0.18,0.48
com-,45121,442,18,460,419.95,22.05,4.08,0.55,0.68,0.99,0.67,1.04,2.17,0.44,4.1,1.68,1.6
com-,69126,867,12,879,817.26,49.74,1.54,0.88,0.41,0.87,0.85,2.3,0.67,1.05,1.47,0.72,1.23
com-,80372,115,4,119,113.65,1.35,0.63,0.09,0.15,0.73,0.33,0.27,0.31,0.21,0.6,0.2,0.46
com-,11420,125,15,140,119.6,5.4,1.53,0.4,1.08,3.54,3.23,0.7,1.86,0.11,0.71,0.1,1.73
com-,57404,221,1,222,208.09,12.91,0.08,0.14,0.03,0.28,0.11,0.1,0.06,0.01,0.04,0.07,0.06
com-,80683,100,0,100,98.83,1.17,0,0,0,0,0,0,0,0,0,0,0
com-,87114,10873,334,11207,10647.57,225.43,29.49,3.27,6.25,49.99,165.45,14.57,9.59,1.31,20.95,6.22,26.91
com-,68081,585,12,597,556.03,28.97,1.03,1.49,0.41,2.94,2.29,0.77,0.56,0.16,0.43,1.12,0.79
com-,17323,1326,20,1346,1305.42,20.58,3.07,0.45,0.69,4.1,4.73,0.59,0.91,0.37,2.33,0.41,2.36
com-,27525,305,5,310,296.39,8.61,0.63,0.11,0.14,0.36,0.27,0.44,0.47,0.13,1.37,0.51,0.57
com-,54373,580,32,612,554.08,25.92,6.12,2.93,0.85,5.19,2.42,3.4,2.62,0.51,2.65,2.16,3.15
com-,71440,337,34,371,324.92,12.08,5.33,2.66,1.28,3.79,4.55,3.15,2.36,1.74,3.56,2.55,3.04
com-,24563,261,25,286,254.62,6.38,3.24,0.46,0.68,5.34,8.67,0.54,1.7,0.17,1.68,0.3,2.22
com-,16394,75,4,79,73.35,1.65,0.36,0.05,0.09,0.51,1.52,0.2,0.22,0.1,0.5,0.04,0.39
com-,12107,317,9,326,308.81,8.19,1.42,0.22,0.57,1.69,1.26,0.41,0.74,0.14,0.89,0.26,1.37
com-,31487,218,4,222,207.55,10.45,0.61,0.2,0.38,0.52,0.33,0.45,0.41,0.12,0.44,0.08,0.46
com-,77254,1282,84,1366,1176.15,105.85,16.52,2.69,2.07,6.37,3.5,7.35,5.06,3.08,22.61,3.86,10.91
com-,34300,5205,222,5427,4982.91,222.09,18.23,12.24,25.84,44.51,24.12,14.54,47.64,3.02,10.97,3.48,17.4
com-,38393,1550,48,1598,1467.71,82.29,7.65,4.99,1.86,4.44,3.24,7.49,2.75,2.65,4.62,4.23,4.08
com-,27091,760,16,776,738.54,21.46,2.02,0.35,0.46,1.14,0.88,1.4,1.51,0.4,4.37,1.64,1.83
com-,88097,41,0,41,40.01,0.99,0,0,0,0,0,0,0,0,0,0,0
com-,63187,503,12,515,487.66,15.34,4.23,0.43,0.52,1.32,1,0.72,0.7,0.21,1.01,0.74,1.12
com-,60106,2478,48,2526,2363.96,114.04,7.28,1.68,1.48,3.36,1.88,4.81,6.09,1.38,10.94,3.48,5.61
com-,45023,106,0,106,100.71,5.29,0,0,0,0,0,0,0,0,0,0,0
com-,83100,4478,90,4568,4320.56,157.44,8.08,8.09,3.01,22.28,9.1,6.85,11.1,8.67,3.5,3.79,5.54
com-,9117,93,12,105,88.96,4.04,1.73,0.26,1.2,2.06,1.92,0.55,1.21,0.12,1.25,0.05,1.66
com-,28379,467,7,474,449.06,17.94,1.27,0.18,0.19,0.48,0.26,0.54,1.16,0.31,1.49,0.43,0.68
com-,82156,141,4,145,135.71,5.29,0.63,0.12,0.41,0.9,0.61,0.12,0.7,0.05,0.19,0.03,0.25
com-,14103,409,2,411,401.79,7.21,0.13,0.06,0.04,0.29,0.31,0.15,0.13,0.08,0.37,0.11,0.33
com-,62045,1476,8,1484,1455.26,20.74,0.28,0.36,0.15,1.06,0.58,1.27,1.71,0.3,1.18,0.27,0.84
com-,28021,1611,34,1645,1549.1,61.9,6.19,0.85,0.95,2.31,1.26,2.62,5.66,1.51,7.24,2.11,3.31
com-,67369,239,6,245,229.05,9.95,0.39,0.34,0.17,1.7,0.61,0.26,0.33,0.12,0.39,1.02,0.66
com-,81265,65,15,80,62.7,2.3,2.4,0.52,1.24,2.54,1.84,1.48,2.33,0.2,0.93,0.28,1.26
com-,82094,1317,130,1447,1267.56,49.44,20.36,3.92,13.4,29.26,19.76,3.82,22.78,1.67,6.03,0.86,8.14
com-,13017,1486,45,1531,1420.17,65.83,4.63,2.91,3.07,4.99,2.25,7.54,7.77,3.18,2.66,1.97,4.04
com-,86197,394,18,412,386.76,7.24,1.68,0.35,0.4,2.34,5.89,0.95,0.9,0.27,2.64,0.12,2.46
com-,80124,713,2,715,704.64,8.36,0.32,0.05,0.08,0.37,0.17,0.14,0.16,0.11,0.3,0.1,0.23
com-,54551,62,0,62,59.23,2.77,0,0,0,0,0,0,0,0,0,0,0
com-,21681,95,5,100,91.87,3.13,0.74,0.27,0.24,0.48,0.61,0.39,0.68,0.09,0.69,0.22,0.6
com-,70256,680,15,695,662.84,17.16,1.81,0.62,0.27,1.87,2.16,1.03,2.19,0.19,1.48,1.63,1.75
com-,27273,359,6,365,348.86,10.14,0.76,0.13,0.17,0.43,0.33,0.53,0.57,0.15,1.64,0.62,0.69
com-,30122,727,20,747,697.27,29.73,1.94,0.79,2.05,3.69,1.6,1.93,5.07,0.35,0.72,0.42,1.44
com-,59318,970,12,982,943.73,26.27,0.79,0.7,0.3,2.65,0.4,2.19,2.07,0.31,1.3,0.19,1.09
com-,61342,1397,40,1437,1369.06,27.94,2.34,0.74,0.65,4.66,7.27,2.18,3.26,1.53,5.82,5.71,5.85
com-,64311,144,0,144,139.48,4.52,0,0,0,0,0,0,0,0,0,0,0
com-,27106,484,2,486,470.33,13.67,0.25,0.04,0.06,0.14,0.11,0.18,0.19,0.05,0.55,0.21,0.23
com-,24584,922,34,956,899.47,22.53,4.41,0.62,0.92,7.26,11.8,0.73,2.32,0.24,2.28,0.4,3.02
com-,94022,35697,10425,46122,31502.81,4194.19,1457.72,269.24,170.91,783.23,492.06,1413.5,675.81,664.37,2649.93,248.12,1600.11
com-,29072,2653,24,2677,2622.8,30.2,2.23,0.52,0.61,6.16,5,0.57,0.63,0.46,3.28,0.68,3.86
com-,25565,252,15,267,241.38,10.62,1.86,1.33,0.55,0.88,2.75,1.96,1.74,0.24,0.93,1.79,0.96
com-,41265,298,6,304,288.83,9.17,1.08,0.12,0.2,0.41,0.37,0.38,0.8,0.14,1.11,0.75,0.65
com-,55568,277,1,278,270.62,6.38,0.05,0.04,0.03,0.43,0.08,0.04,0.05,0.01,0.11,0.08,0.08
com-,27699,116,1,117,112.72,3.28,0.13,0.02,0.03,0.07,0.05,0.09,0.09,0.03,0.27,0.1,0.11
com-,40006,685,28,713,666.79,18.21,9.92,0.75,3.38,4.25,2.5,0.51,1.82,0.28,2.04,0.07,2.48
com-,67240,683,14,697,654.55,28.45,0.92,0.8,0.4,3.97,1.42,0.61,0.76,0.29,0.92,2.37,1.54
com-,2B216,16,3,19,15.5,0.5,0.62,0.23,0.05,0.47,0.11,0.13,1.11,0.1,0.07,0,0.11
com-,2201,445,21,466,434.96,10.04,2.79,0.58,0.77,2.61,0.74,1.77,2.74,0.71,4.29,1.44,2.56
com-,35116,2482,26,2508,2441.58,40.42,2.24,0.73,1.04,4.3,3.03,1.09,1.83,0.75,5.34,0.8,4.84
com-,63128,961,3,964,931.7,29.3,1.06,0.11,0.13,0.33,0.25,0.18,0.18,0.05,0.25,0.19,0.28
com-,62878,379,0,379,373.67,5.33,0,0,0,0,0,0,0,0,0,0,0
com-,64257,318,7,325,308.02,9.98,1.6,0.18,2.5,0.7,0.57,0.11,0.34,0.04,0.28,0.02,0.67
com-,63126,1286,14,1300,1246.79,39.21,4.94,0.5,0.6,1.54,1.17,0.84,0.82,0.24,1.18,0.86,1.31
com-,66080,120,2,122,113.79,6.21,0.27,0.05,0.56,0.44,0.23,0.13,0.1,0.01,0.05,0.01,0.14
com-,37099,973,26,999,945.95,27.05,5.66,0.72,0.47,2.59,2.81,2.51,2.02,0.57,4.9,0.54,3.21
com-,11348,66,14,80,63.15,2.85,1.42,0.37,1.01,3.3,3.02,0.65,1.73,0.11,0.67,0.1,1.62
com-,54549,3485,70,3555,3329.25,155.75,13.4,6.41,1.86,11.35,5.3,7.44,5.74,1.11,5.79,4.72,6.89
com-,71181,144,3,147,138.84,5.16,0.47,0.23,0.11,0.33,0.4,0.28,0.21,0.15,0.31,0.22,0.27
com-,83110,1673,27,1700,1614.18,58.82,2.42,2.43,0.9,6.68,2.73,2.05,3.33,2.6,1.05,1.14,1.66
com-,39235,1142,28,1170,1106.61,35.39,5.22,1.25,0.82,1.99,4.76,2.15,2.9,0.5,2.46,4.03,1.92
com-,36082,247,7,254,241.36,5.64,0.57,0.24,0.16,1.03,1.27,0.48,0.7,0.13,1.21,0.13,1.09
com-,46332,332,7,339,322.23,9.77,1.03,0.19,0.27,1.9,1.83,0.14,0.37,0.06,0.48,0.05,0.66
com-,21653,49,0,49,47.39,1.61,0,0,0,0,0,0,0,0,0,0,0
com-,70009,99,0,99,96.5,2.5,0,0,0,0,0,0,0,0,0,0,0
com-,22073,369,10,379,363.81,5.19,0.84,0.21,0.16,2.18,2.59,0.28,0.39,0.21,1.85,0.22,1.08
com-,80402,121,0,121,119.58,1.42,0,0,0,0,0,0,0,0,0,0,0
com-,27553,402,17,419,390.65,11.35,2.14,0.37,0.48,1.21,0.93,1.49,1.6,0.43,4.64,1.75,1.95
com-,14449,416,1,417,408.67,7.33,0.07,0.03,0.02,0.15,0.15,0.08,0.06,0.04,0.18,0.05,0.17
com-,63459,505,1,506,489.6,15.4,0.35,0.04,0.04,0.11,0.08,0.06,0.06,0.02,0.08,0.06,0.09
com-,62483,249,0,249,245.5,3.5,0,0,0,0,0,0,0,0,0,0,0
com-,31403,777,38,815,739.75,37.25,5.79,1.9,3.62,4.95,3.1,4.31,3.94,1.14,4.14,0.72,4.4
com-,41134,609,11,620,590.26,18.74,1.98,0.23,0.36,0.75,0.67,0.69,1.47,0.26,2.04,1.37,1.19
com-,61266,82,1,83,80.36,1.64,0.06,0.02,0.02,0.12,0.18,0.05,0.08,0.04,0.15,0.14,0.15
com-,14740,1179,2,1181,1158.22,20.78,0.13,0.06,0.04,0.29,0.31,0.15,0.13,0.08,0.37,0.11,0.33
com-,26007,102,0,102,98.26,3.74,0,0,0,0,0,0,0,0,0,0,0
com-,47205,189,1,190,180.35,8.65,0.24,0.03,0.07,0.12,0.16,0.03,0.22,0.01,0.06,0,0.05
com-,71370,600,16,616,578.5,21.5,2.51,1.25,0.6,1.78,2.14,1.48,1.11,0.82,1.68,1.2,1.43
com-,32232,45,1,46,43.55,1.45,0.15,0.03,0.1,0.21,0.26,0.02,0.08,0.01,0.05,0,0.08
com-,91179,4384,354,4738,3995.52,388.48,68.17,9.85,6.43,24.73,14.85,33.67,21.82,19.81,102.35,15.2,37.13
com-,84022,248,8,256,235.9,12.1,0.4,0.46,1.14,1.14,0.43,0.43,2.74,0.31,0.25,0.23,0.47
com-,58005,210,4,214,204.72,5.28,0.41,0.08,0.06,0.91,0.44,0.17,0.36,0.09,0.65,0.2,0.64
com-,29167,1981,35,2016,1958.45,22.55,3.26,0.75,0.89,8.98,7.29,0.82,0.92,0.67,4.79,0.99,5.63
com-,27129,599,4,603,582.09,16.91,0.5,0.09,0.11,0.29,0.22,0.35,0.38,0.1,1.09,0.41,0.46
com-,50327,192,3,195,190.2,1.8,0.1,0.06,0.05,0.5,1.3,0.07,0.09,0.05,0.37,0.02,0.4
com-,68341,998,93,1091,948.58,49.42,7.98,11.57,3.2,22.82,17.73,5.98,4.31,1.22,3.34,8.72,6.13
com-,8344,130,2,132,126.33,3.67,0.12,0.12,0.04,0.76,0.09,0.33,0.13,0.02,0.13,0.12,0.13
com-,11155,56,22,78,53.58,2.42,2.24,0.58,1.59,5.19,4.74,1.03,2.72,0.17,1.05,0.15,2.54
com-,37074,2095,55,2150,2036.77,58.23,11.97,1.52,0.99,5.49,5.95,5.31,4.28,1.21,10.36,1.14,6.79
com-,80577,165,0,165,163.07,1.93,0,0,0,0,0,0,0,0,0,0,0
com-,34271,213,12,225,203.91,9.09,0.99,0.66,1.4,2.41,1.3,0.79,2.58,0.16,0.59,0.19,0.94
com-,33132,532,6,538,514.02,17.98,1.21,0.17,0.45,0.77,0.39,0.37,0.91,0.14,0.7,0.3,0.59
com-,2B361,284,30,314,275.13,8.87,6.2,2.25,0.5,4.72,1.11,1.29,11.1,1.02,0.75,0.01,1.05
com-,47256,94,11,105,89.7,4.3,2.68,0.37,0.82,1.31,1.75,0.33,2.44,0.1,0.64,0.01,0.56
com-,25308,442,21,463,423.37,18.63,2.6,1.86,0.77,1.23,3.85,2.75,2.44,0.34,1.3,2.5,1.35
com-,32140,69,6,75,66.77,2.23,0.92,0.17,0.58,1.28,1.56,0.13,0.48,0.08,0.3,0.01,0.5
com-,2298,1448,7,1455,1415.33,32.67,0.93,0.19,0.26,0.87,0.25,0.59,0.91,0.24,1.43,0.48,0.85
com-,2002,586,0,586,572.78,13.22,0,0,0,0,0,0,0,0,0,0,0
com-,1051,94,5,99,89.08,4.92,0.66,0.53,0.27,0.6,1.1,0.22,0.4,0.11,0.32,0.36,0.43
com-,38451,3304,101,3405,3128.59,175.41,16.09,10.5,3.91,9.35,6.82,15.76,5.79,5.58,9.73,8.89,8.58
com-,74118,1719,905,2624,1620.29,98.71,106.13,79.42,40.58,93.62,315.05,40.18,36.5,27.83,53.62,50.15,61.92
com-,88469,100,0,100,97.57,2.43,0,0,0,0,0,0,0,0,0,0,0
com-,32194,204,9,213,197.41,6.59,1.38,0.26,0.87,1.91,2.34,0.2,0.72,0.11,0.45,0.01,0.74
com-,80659,260,2,262,256.95,3.05,0.32,0.05,0.08,0.37,0.17,0.14,0.16,0.11,0.3,0.1,0.23
com-,50084,520,13,533,515.13,4.87,0.42,0.25,0.22,2.15,5.64,0.32,0.39,0.22,1.61,0.07,1.72
com-,24304,940,44,984,917.03,22.97,5.71,0.8,1.2,9.4,15.27,0.95,3,0.31,2.95,0.52,3.91
com-,67245,181,6,187,173.46,7.54,0.39,0.34,0.17,1.7,0.61,0.26,0.33,0.12,0.39,1.02,0.66
com-,77311,1302,60,1362,1194.5,107.5,11.8,1.92,1.48,4.55,2.5,5.25,3.61,2.2,16.15,2.76,7.79
com-,76083,101,0,101,98.69,2.31,0,0,0,0,0,0,0,0,0,0,0
com-,60288,473,6,479,451.23,21.77,0.91,0.21,0.18,0.42,0.24,0.6,0.76,0.17,1.37,0.43,0.7
com-,67133,448,8,456,429.34,18.66,0.52,0.46,0.23,2.27,0.81,0.35,0.44,0.16,0.53,1.36,0.88
com-,49183,4932,35,4967,4865.31,66.69,4.22,1.04,1.16,6.95,4.34,1.33,2.47,1.03,6.11,1.13,5.22
com-,4095,95,1,96,91.25,3.75,0.12,0.06,0.07,0.17,0.1,0.09,0.1,0.02,0.09,0.02,0.15
com-,70135,31,1,32,30.22,0.78,0.12,0.04,0.02,0.12,0.14,0.07,0.15,0.01,0.1,0.11,0.12
com-,19234,473,13,486,458.86,14.14,2.59,0.4,0.43,1.84,1.86,0.46,1.56,0.2,1.21,1.21,1.24
com-,69173,976,3,979,920.01,55.99,0.39,0.22,0.1,0.22,0.21,0.58,0.17,0.26,0.37,0.18,0.31
com-,81179,265,9,274,255.63,9.37,1.44,0.31,0.74,1.52,1.11,0.89,1.4,0.12,0.56,0.17,0.75
com-,25199,329,7,336,315.13,13.87,0.87,0.62,0.26,0.41,1.28,0.92,0.81,0.11,0.43,0.83,0.45
com-,59029,1531,11,1542,1489.54,41.46,0.73,0.65,0.28,2.43,0.37,2.01,1.9,0.28,1.19,0.17,1
